commodity_code,commodity_description,total_demand,auto_demand,auto_share
3185,Other plastics products,112475306396.80501,6166943697.700994,0.05482931227539357
3186,Tires,20849773883.968662,3546484933.766977,0.1700970453446433
3187,Rubber and plastics hoses and belts,7329273984.404905,2319558865.66857,0.31647866768305905
3188,Other rubber products,15651754048.028772,2165179596.512327,0.13833462945228278
3189,"Pottery, ceramics, and plumbing fixtures",2972370730.8000274,39874284.60198717,0.013414976869744246
3190,"Bricks, tiles, and other structural clay products",7318775039.703298,116728508.2505792,0.01594918652607081
3191,Flat glass,3558660917.477535,86259148.45192288,0.024239215382471858
3192,Other pressed and blown glass and glassware,10129089568.05592,1242751025.496437,0.12269128603775974
3193,Glass containers,5130101914.979169,0.0,0.0
3194,Glass products made of purchased glass,10223194327.45612,3122354985.559353,0.3054187258451832
3195,Cement,11132794410.618618,29388111.98447975,0.002639778558782057
3196,Ready-mix concrete,54459068782.16638,44197403.64798946,0.0008115710502648681
3197,Concrete blocks and bricks,7870716391.809434,182616411.1106681,0.023202006274893307
3198,Concrete pipes,3746505872.0030627,0.0,0.0
3199,Other concrete products,19078102262.340027,271577475.1297921,0.014235036137000018
3200,Lime,2848337906.3893676,0.0,0.0
3201,Gypsum products,10217058218.830578,169042668.71364412,0.01654514098804777
3202,Abrasive products,2887006179.1752887,148843323.66110712,0.051556288564517785
3203,Cut stone and stone products,7895220414.932484,0.0,0.0
3204,Ground or treated mineral and earth products,3848072532.3439817,95327760.18266498,0.024772859498206456
3205,Mineral wool,11349620736.683825,956208546.2460771,0.08425026425380498
3206,Miscellaneous nonmetallic mineral products,5675163018.178057,313793594.51555264,0.055292437152984604
3207,Iron and steel and ferroalloy products,212430213403.24316,24368796260.507423,0.11471436134298675
3210,Steel wire,13699774058.249424,98901716.30239081,0.007219222439864721
3211,Aluminum products,16126930972.275555,1067286933.5268435,0.06618041184411708
3213,"Aluminum sheets, plates, and foils",31457941207.812725,4134483759.978195,0.13142893658124635
3214,"Rolled, drawn, and extruded aluminum",3644586794.0064096,460762381.51489526,0.12642376421728452
3215,Nonferrous metal (exc aluminum) smelting and refining,14520452384.731617,577624751.2068772,0.03978007956654675
3216,"Rolled, drawn, extruded, and alloyed copper",45357514875.10546,4376837732.547569,0.09649641839063372
3217,"Nonferrous metal, except copper and aluminum, shaping",3623153691.392055,130539544.61345617,0.036029259515983014
3218,Secondary processing of other nonferrous metals,2944515585.164908,267950001.94280326,0.09099968880884585
3219,Ferrous metals,21387255296.586136,5531966923.46565,0.25865716973737485
3220,Nonferrous metals,14595814063.54527,6263702055.322602,0.4291437276504447
3221,Custom roll formed metals,4475177340.964768,1568863135.2598016,0.3505700480065406
3222,"Metal crowns, closures, and other stamped metal (except automotive)",15226471026.351952,1217552602.8818839,0.07996288836557766
3223,Iron and steel forgings,11098768539.504204,951309414.7525074,0.08571306009008849
3224,Nonferrous forgings,4933884259.753742,379622471.23739433,0.0769419084946962
3225,"Cutlery, utensils, pots, and pans",5434932548.642442,75732883.43201943,0.013934466114199757
3226,Handtools,6806448663.46585,89235023.41824049,0.013110364571941388
3227,Prefabricated metal buildings and components,17262781833.576153,0.0,0.0
3228,Fabricated structural metal products,43870038115.423615,90595660.04049802,0.0020650918926064673
3229,Plates,14381765287.492765,1840217981.8297837,0.12795494468472143
3230,Metal windows and doors,20877514707.426956,6503986.7378423605,0.0003115306984086873
3231,Sheet metal work (except stampings),37518823558.65507,1209235382.473925,0.03223009859526823
3232,Ornamental and architectural metal products,11923957315.723648,3146805.852415614,0.00026390616546958335
3233,Power boilers and heat exchangers,6953811120.932119,0.0,0.0
3234,Metal tanks (heavy gauge),12170296602.354578,12069894.418503027,0.0009917502270378419
3235,Metal cans,22738745953.60768,260267981.73548865,0.011446012997660281
3236,"Metal barrels, drums and pails",5437970660.673717,154911713.01031154,0.02848704464895354
3237,Hardware,9175683182.901468,634783845.104834,0.06918109882953775
3238,Spring and wire products,7470550992.396223,1542697713.367555,0.2065038729991622
3239,Machined products,54964754345.39955,4589528501.681161,0.08349948173770554
3240,"Turned products and screws, nuts, and bolts",20479629374.359825,3565507419.961199,0.1741001926736603
3241,Heat treated products,5384935617.488656,284479635.8934717,0.05282879055592924
3242,Coated and engraved products,22976485528.852303,1273540686.8346918,0.05542800204302204
3243,"Electroplated, anodized, and colored metal",11605935577.649584,639233421.8184401,0.05507814665535966
3244,"Valve and fittings, other than plumbing",23362908332.199684,1115896961.7955596,0.04776361512567279
3245,Plumbing fixture fittings and trims,7846282646.350363,38805705.94759168,0.00494574407992323
3246,Balls and roller bearings,5654551392.212379,673611854.3713269,0.11912737326944198
3247,Small arms ammunition,5932911308.724153,0.0,0.0
3248,"Ammunition, except for small arms",4262551101.461216,0.0,0.0
3249,"Small arms, ordnance, and accessories",13180259091.317965,0.0,0.0
3250,Fabricated pipes and pipe fittings,10145963401.427715,4514564.344066001,0.0004449616232038371
3251,Other fabricated metals,21287738080.074715,268993114.3695255,0.012636059000617946
3252,Farm machinery and equipment,46145696748.10966,0.0,0.0
3253,Lawn and garden equipment,9930006467.394636,0.0,0.0
3254,Construction machinery,50627703880.839615,0.0,0.0
3255,Mining machinery,2756444211.035882,0.0,0.0
3256,Oil and gas field machinery,23323807949.166096,0.0,0.0
3257,Semiconductor machinery,12929665171.968588,0.0,0.0
3258,Food product machinery,5779262734.693569,0.0,0.0
3259,"Sawmill, woodworking, and paper machinery",3545707119.157003,0.0,0.0
3260,All other industrial machinery,16038960723.12824,0.0,0.0
3261,Commercial and service industry machinery,27135629383.434334,13966150.847964453,0.0005146794515291567
3262,Industrial and commercial fan and blower and air purification equipment,8635367162.535402,23041113.615406934,0.0026682262817232555
3263,Heating equipment (except warm air furnaces),5733627606.40032,0.0,0.0
3264,"Air conditioning, refrigeration, and warm air heating equipment",43794690996.76581,1514819124.9771757,0.0345891040785981
3265,Industrial molds,6880234983.475179,1695826.8974452082,0.00024647804929892855
3266,"Special tool, die, jig, and fixture",13402244752.746796,93472891.09001596,0.006974420540324684
3267,Cutting tool and machine tool accessory,4778782734.831007,86946458.20412685,0.018194268923423143
3268,Machine tool,12384766337.667433,33042496.94334353,0.002667995183958134
3269,Rolling mill and other metalworking machinery,3667679495.9902024,0.0,0.0
3270,Turbine and turbine generator set units,2418137112.6696153,0.0,0.0
3271,"Speed changers, industrial high-speed drives, and gears",2425231401.2332153,891644100.8333743,0.36765320636207277
3272,Mechanical power transmission equipment,3038556302.1349297,1093316624.6970744,0.35981450267315956
3273,Other engine equipment,46447839189.509476,16195326315.8836,0.3486777124293311
3274,"Measuring, dispensing, and other pumping equipment",12225267344.382095,0.0,0.0
3275,Air and gas compressors,5881663252.504416,8171542.920617883,0.0013893251908188443
3276,Elevators and moving stairways,4682934561.268851,0.0,0.0
3277,Conveyor and conveying equipment,11351922118.754103,9653740.607127827,0.0008504058172826281
3278,"Overhead cranes, hoists, and monorail systems",7983579436.281755,5628903.309976994,0.0007050600992828074
3279,"Industrial trucks, trailers, and stackers",13915290529.319378,29112857.188311215,0.0020921487141767336
3280,Power-driven handtools,7264870772.689124,0.0,0.0
3281,Welding and soldering equipment,7166806212.69498,49969638.47774029,0.006972371931757575
3282,Packaging machinery,10079907686.56766,0.0,0.0
3283,Industrial process furnaces and ovens,2277552129.5006285,0.0,0.0
3284,Fluid power cylinders and actuators,4032805538.9256573,1668025778.0206478,0.4136142350332645
3285,Fluid power pumps and motors,7771922731.5295315,2550429385.530757,0.3281593852167425
3286,"Scales, balances, and miscellaneous general purpose machinery",7153076754.484712,46832499.4692927,0.00654718257286006
3287,Electronic computers,52914690741.219986,219702980.35892287,0.004152022383224032
3288,Computer storage devices,10392799760.1262,377671.8610007631,3.6339761153656344e-05
3289,Computer terminals and other computer peripheral equipment,11745804226.38347,26299555.208661105,0.0022390595570788542
3290,Telephone apparatus,6891996417.079433,0.0,0.0
3291,Broadcast and wireless communications equipment,12391913131.774178,1589416.6621339954,0.00012826241156085598
3292,Other communications equipment,8506159213.073788,0.0,0.0
3293,Audio and video equipment,15141448688.0515,881990032.4126458,0.05825004268638089
3294,Printed circuit assemblies (electronic assemblies),32034581652.189083,997306263.8413103,0.031132176928964493
3295,Bare printed circuit boards,6927208196.075148,763322022.6396844,0.11019186965856913
3296,Semiconductors and related devices,144225493187.02203,8484492651.126119,0.05882796767506277
3297,"Capacitors, resistors, coils, transformers, and other inductors",3002176975.2646437,90424124.58763798,0.0301195183803803
3298,Electronic connectors,6918711121.597171,0.0,0.0
3299,Other electronic components,17456800569.74074,2509345763.057066,0.14374602912097845
3300,Electromedical and electrotherapeutic apparatus,33603412469.708908,0.0,0.0
3301,"Search, detection, and navigation instruments",72251899988.86319,0.0,0.0
3302,Automatic environmental controls,3892183205.557577,9812834.376196971,0.002521164564449434
3303,Industrial process variable instruments,14883264618.53611,6763795.212006677,0.0004544564237326549
3304,Totalizing fluid meters and counting devices,3235220840.2112145,322988264.86743873,0.09983499761529482
3305,Electricity and signal testing instruments,13056245097.55781,0.0,0.0
3306,Analytical laboratory instruments,17689650774.585724,0.0,0.0
3307,Irradiation apparatus,9646170802.618023,0.0,0.0
3308,"Watches, clockes, and other measuring and controlling devices",19009262434.107395,0.0,0.0
3309,Magnetic and optical media,9885615627.475428,24697883.5054972,0.0024983657504195826
3310,Electric lamp bulbs and parts,2107909896.0344715,221533637.69865605,0.1050963507099704
3311,Lighting fixtures,13265261258.350967,72126231.725839,0.005437226626835781
3312,Small electrical appliances,4791548858.222259,0.0,0.0
3313,Major household appliances,33067657133.944668,0.0,0.0
3314,"Power, distribution, and specialty transformers",11621837211.927996,1453348.8078570438,0.00012505327525715203
3315,Motors and generators,12234766013.129215,39201900.61437242,0.0032041397908472114
3316,Switchgear and switchboard apparatus,16247398367.34528,14122878.498199198,0.0008692393809081438
3317,Relay and industrial controls,14900902300.976698,222869786.74658367,0.014956798067991856
3318,Batteries,19868046315.528217,3046183612.0510297,0.15332074244613733
3319,Fiber optic cables,6494246792.139457,13701532.956190113,0.0021097955459244717
3320,Other communication and energy wires,5891770323.163714,605001964.7260977,0.10268593844324005
3321,Wiring devices,14909430166.002333,1540713267.635965,0.10333817258483975
3322,Carbon and graphite products,3631734108.8007984,0.0,0.0
3323,All other miscellaneous electrical equipment and components,9599340205.04599,2747168.4637817834,0.0002861830506160941
3324,Automobiles and light duty motor vehicles,332586122992.2386,7044004.011887904,2.1179488634443978e-05
3325,Heavy duty trucks,35526626146.061455,416549918.9140825,0.011725006399468135
3326,Motor vehicle bodies,11208448442.3942,1774011892.2310164,0.15827452848166695
3327,Truck trailers,16488258572.970531,9495000.369975032,0.0005758643538948582
3328,Motor homes,9395874924.05823,0.0,0.0
3329,Travel trailers and campers,17124400241.104893,52607244.54744542,0.003072063477071073
3330,Motor vehicle gasoline engines and engine parts,33696241720.21701,16002492019.035995,0.47490435734365144
3331,Motor vehicle electrical and electronic equipment,29891831544.349487,8534705123.441346,0.28551964474905783
3332,Motor vehicle transmission and power train parts,51223945062.30854,26734975985.53734,0.5219234081447076
3333,Motor vehicle seating and interior trim,34844245836.758575,31510041236.327972,0.9043111848064963
3334,Motor vehicle stamped metal,33744038168.03618,33038322668.970936,0.9790862167843999
3335,Other motor vehicle parts,64946200995.85036,25136480896.45357,0.38703543103405896
3336,"Motor vehicle steering, suspension components (except spring), and brake systems",19781927382.18659,8918117445.625214,0.4508214631126329
3337,Aircrafts,75418519456.84999,0.0,0.0
3338,Aircraft engines and engine parts,51946381607.66438,0.0,0.0
3339,Other aircraft parts and auxiliary equipment,33635498220.961395,0.0,0.0
3340,Guided missiles and space vehicles,42603059291.07537,0.0,0.0
3341,Propulsion units and parts for space vehicles and guided missiles,7238439867.33482,0.0,0.0
3342,Railroad rolling stock,7757655409.897412,0.0,0.0
3343,Ships,33595336176.679195,0.0,0.0
3344,Boats,17004526187.062984,0.0,0.0
3345,"Motorcycles, bicycles, and parts",6623998003.355217,0.0,0.0
3346,"Military armored vehicles, tanks, and tank components",3816503507.2803917,0.0,0.0
3347,All other transportation equipment,11913291990.541021,0.0,0.0
3348,Wood kitchen cabinets and countertops,23857079256.73976,38812203.829598345,0.0016268631801872257
3349,Upholstered household furniture,10673455724.78111,0.0,0.0
3350,Nonupholstered wood household furniture,5162213382.502307,0.0,0.0
3351,Other household nonupholstered furniture,4473874698.438802,0.0,0.0
3352,Institutional furniture,4397621346.709727,0.0,0.0
3353,Wood office furniture,4790346305.755377,0.0,0.0
3354,Custom architectural woodwork and millwork,5920224670.77079,0.0,0.0
3355,"Office furniture, except wood",9636975389.168596,0.0,0.0
3356,"Showcases, partitions, shelvings, and lockers",10499876217.629494,0.0,0.0
3357,Mattresses,10211046869.913507,0.0,0.0
3358,Blinds and shades,2572750312.5705156,0.0,0.0
3359,Surgical and medical instruments,49014588952.97847,0.0,0.0
3360,Surgical appliance and supplies,37599075606.666046,15484458.591570519,0.00041183083205442516
3361,Dental equipment and supplies,5575712650.607856,0.0,0.0
3362,Ophthalmic goods,8377930828.805605,4462463.4134880975,0.000532645053375821
3363,Dental laboratories,6198641575.858438,0.0,0.0
3364,Jewelry and silverware,4279984936.8124485,0.0,0.0
3365,Sporting and athletic goods,16342267993.598106,0.0,0.0
3366,"Dolls, toys, and games",6059431751.455523,0.0,0.0
3367,Office supplies (except paper),3484476840.981241,7569115.821578178,0.002172238808580139
3368,Signs,12329298011.973923,0.0,0.0
3369,"Gaskets, packings, and sealing devices",4818180040.91258,490239096.3623804,0.10174777451228814
3370,Musical instruments,2117172771.3482544,0.0,0.0
3371,"Fasteners, buttons, needles, and pins",3107158017.935934,0.0,0.0
3372,"Brooms, brushes, and mops",2646190466.549314,0.0,0.0
3373,Burial caskets,859478131.3729898,0.0,0.0
3374,All other miscellaneous manufactured products,22843579340.986595,26613990.43470862,0.0011650534286873795
3375,Wholesale services - Motor vehicle and motor vehicle parts and supplies,152204100093.69687,61466077786.236435,0.4038398292056384
3376,Wholesale services - Professional and commercial equipment and supplies,238850032712.8921,2399711760.433322,0.010046939216114228
3377,Wholesale services - Household appliances and electrical and electronic goods,274165858613.1188,9332298594.560131,0.03403887939135826
3378,"Wholesale services - Machinery, equipment, and supplies",187713708632.6802,20216620420.68143,0.10769922222484819
3379,Wholesale services - Other durable goods merchant wholesalers,419184088925.3143,17566187358.680317,0.04190566346092891
3380,Wholesale services - Drugs and druggists’ sundries,252450494972.45978,1188633040.4973216,0.004708380708966293
3381,Wholesale services - Grocery and related product wholesalers,235698807800.76324,566903667.463042,0.002405203796967217
3382,Wholesale services - Petroleum and petroleum products,236914483683.66443,293613768.1571801,0.001239323842054428
3383,Wholesale services - Other nondurable goods merchant wholesalers,477945292664.02704,5053403890.953469,0.010573184773483632
3384,Wholesale services - Wholesale electronic markets and agents and brokers,39472798007.361855,640128557.6886765,0.01621695420652191
3385,Retail services - Motor vehicle and parts dealers,425680921460.829,3542534732.6054974,0.00832204252999739
3386,Retail services - Furniture and home furnishings stores,16474464612.408554,4087257.838325319,0.0002480965502968029
3387,Retail services - Electronics and appliance stores,14432936613.07804,3400765.1783477725,0.00023562531101718103
3388,Retail services - Building material and garden equipment and supplies stores,229816723010.88602,614862475.2392018,0.0026754470570450038
3389,Retail services - Food and beverage stores,338805441413.89276,12710963.143583687,3.7516998223342207e-05
3390,Retail services - Health and personal care stores,195373424610.57428,2763763.696419129,1.4146057489282218e-05
3391,Retail services - Gasoline stores,128433106055.74393,37093186.391116336,0.00028881327821361535
3392,Retail services - Clothing and clothing accessories stores,198561066117.49353,2115738.5403931616,1.0655354454741024e-05
3393,"Retail services - Sporting goods, hobby, musical instrument and book stores",13222202091.308578,3367339.812217018,0.0002546731466485821
3394,Retail services - General merchandise stores,297427865774.80914,179545099.29524294,0.0006036593068625974
3395,Retail services - Miscellaneous store retailers,293192640126.46826,70189327.10229157,0.0002393966201607772
3396,Air transportation services,286681381216.67163,515516603.43147945,0.0017982214305080938
3397,Rail transportation services,78539974420.67987,1554306660.0331705,0.019790007209677874
3398,Water transportation services,42701872893.91299,73008048.33578306,0.0017097153681563725
