ReceivingCode,ReceivingDescription,total_industry_output,auto_attributed_output,auto_share_of_output
115,"Rope, cordage, twine, tire cord and tire fabric mills",961456.9767637799,289.0589467131512,0.00030064678264243335
116,Other textile product mills,14016385.6381901,5217767.891763004,0.37226201008241955
117,Apparel knitting mills,157480.45601533,2064.1122469764186,0.013107101028304658
118,Cut and sew apparel contractors,5073332.937449,1218.1984126195848,0.0002401179712901172
119,Cut and sew apparel manufacturing (except contractors),30712859.170507997,12445.438635157416,0.00040521914830736895
120,Apparel accessories and other apparel manufacturing,3777758.418822,111840.6715809163,0.029605035362687653
121,Leather and hide tanning and finishing,7720906.9098959,1860637.668617124,0.24098693201861318
122,Footwear manufacturing,1762288.8439850002,5171.170727425638,0.0029343491250459577
123,Other leather and allied product manufacturing,620753.7379889,116906.36149371183,0.18832969394990945
124,Sawmills,729658839.632487,34604430.00666693,0.047425492746851955
125,Wood preservation,90333296.68580161,6515489.793910486,0.07212722255197597
126,Veneer and plywood manufacturing,219080141.65925,35021657.39960466,0.15985774490723212
127,Engineered wood member and truss manufacturing,108724414.261258,21479617.295338277,0.1975602024741572
128,Reconstituted wood product manufacturing,292971038.39086,42687342.8281451,0.14570499207909707
129,Wood windows and door manufacturing,234681888.62753803,34572964.06447837,0.14731841586356448
130,"Cut stock, resawing lumber, and planing",131562604.9264926,25562717.08603879,0.19430078250823124
131,"Other millwork, including flooring",171093677.768239,18757209.44152154,0.10963122475472054
132,Wood container and pallet manufacturing,380760906.875628,91623326.96277744,0.2406321796914549
133,Manufactured home (mobile home) manufacturing,105331914.739659,0.0,0.0
134,Prefabricated wood building manufacturing,133953549.35982999,1220617.8108259807,0.009112246869600453
135,All other miscellaneous wood product manufacturing,165550648.24199396,5606849.198572824,0.03386787824821442
136,Pulp mills,1658643.666049,38261.57498544991,0.023067989688581834
137,Paper mills,409256754.60602504,3166899.78341275,0.007738173524982859
138,Paperboard mills,103014053.0672016,4056274.231653599,0.039375930864573146
139,Paperboard container manufacturing,1866827064.352299,499566791.15992486,0.2676020723608113
140,Paper bag and coated and treated paper manufacturing,29115739.01682964,1717376.4022729374,0.05898446889087205
141,Stationery product manufacturing,36055225.147508,723.4313131209906,2.0064534617695802e-05
142,Sanitary paper product manufacturing,4850940.100250806,24500.739134625743,0.005050719783853648
143,All other converted paper product manufacturing,47927702.12674,199017.35076261617,0.004152449250254785
144,Printing,1032614823.875506,7211210.547763609,0.006983446664748836
145,Support activities for printing,32262631.569546,31800.39419252001,0.0009856726697563532
146,Petroleum refineries,3761258871.201871,11229436.552232571,0.00298555269306532
147,Asphalt paving mixture and block manufacturing,214709456.078737,7552069.353248978,0.03517343619220724
148,Asphalt shingle and coating materials manufacturing,154792037.715848,60219.578182399964,0.0003890353733371295
149,Petroleum lubricating oil and grease manufacturing,441448574.47040004,14503367.255127225,0.0328540357674203
150,All other petroleum and coal products manufacturing,195986231.40053,8862064.428230263,0.04521779088715258
151,Petrochemical manufacturing,441414169.13689995,2284884.9359914428,0.005176283626008412
152,Industrial gas manufacturing,626943018.118657,8149774.624728111,0.012999227025741694
153,Synthetic dye and pigment manufacturing,33917891.783072,370195.3751916412,0.010914457111877487
154,Other basic inorganic chemical manufacturing,182840062.03273588,2641793.81625597,0.014448659592901364
155,Other basic organic chemical manufacturing,212839820.569889,3754753.02092963,0.017641214932788873
156,Plastics material and resin manufacturing,710223544.95184,62112837.07618297,0.0874553336307582
157,Synthetic rubber manufacturing,4440101.5284858,104987.37335566327,0.023645264118874083
158,Artificial and synthetic fibers and filaments manufacturing,2596598.0755651,1269795.536521702,0.4890227519117895
159,Nitrogenous fertilizer manufacturing,13892783.146520702,77650.39093240963,0.005589260993529316
160,Phosphatic fertilizer manufacturing,514693.33251608,3109.275452738339,0.006041025318005648
161,Fertilizer mixing,15689677.333408998,90180.57313959015,0.005747764675030193
162,Pesticide and other agricultural chemical manufacturing,360109300.759211,318.06194208377514,8.83237232177041e-07
163,Medicinal and botanical manufacturing,26904723.069965,16971.270215487195,0.0006307914848762378
164,Pharmaceutical preparation manufacturing,309033845.95489997,45423.15735366689,0.00014698440946916828
165,In-vitro diagnostic substance manufacturing,669730.9175806,0.0,0.0
166,Biological product (except diagnostic) manufacturing,6319802.587738,0.0,0.0
167,Paint and coating manufacturing,676870805.2655321,337462067.28510803,0.4985620071953374
168,Adhesive manufacturing,257584212.9574099,143791312.89768288,0.5582303016429736
169,Soap and other detergent manufacturing,261414082.358104,1060192.8302241724,0.0040556071832880194
170,Polish and other sanitation good manufacturing,37904766.7073755,131386.4681819883,0.0034662254801959558
171,Surface active agent manufacturing,2179495.6066685,64361.479634225456,0.029530447061834702
172,Toilet preparation manufacturing,7450928.55573842,1842.1461347871216,0.0002472371223273066
173,Printing ink manufacturing,3379791.445799,18201.486240336635,0.005385387392160142
175,Custom compounding of purchased resins,208045354.17462,25118997.336008586,0.12073808346100005
176,Photographic film and chemical manufacturing,5484719.794911,68913.38559434091,0.01256461372161295
177,Other miscellaneous chemical product manufacturing,117364215.2272428,3922719.4099220424,0.03342347070891071
178,Plastics packaging materials and unlaminated film and sheet manufacturing,280153915.446074,70797805.80449952,0.2527103920420744
179,Unlaminated plastics profile shape manufacturing,108294482.84900351,22749828.413057767,0.21007375273935391
180,Plastics pipe and pipe fitting manufacturing,165085599.16865,16966158.139638375,0.10277188455611987
181,"Laminated plastics plate, sheet (except packaging), and shape manufacturing",107316602.27234,16249480.330157198,0.15141627656940246
182,Polystyrene foam product manufacturing,273957912.584632,32524991.767987162,0.1187225857473251
183,Urethane and other foam product (except polystyrene) manufacturing,329916000.25571007,134614127.70053354,0.40802545980248706
184,Plastics bottle manufacturing,67035439.38347,276460.6679276369,0.004124097200977073
185,Other plastics product manufacturing,1495495507.6602178,369277778.2006899,0.2469267051015383
186,Tire manufacturing,73180739.663259,38333119.57504575,0.5238143226132382
187,Rubber and plastics hoses and belting manufacturing,108136002.860899,73586328.71447785,0.6804979541285228
188,Other rubber product manufacturing,187038446.36333698,89939680.25004995,0.4808619938776384
189,"Pottery, ceramics, and plumbing fixture manufacturing",2193418.7681438997,204845.7979242759,0.09339110292086136
190,"Brick, tile, and other structural clay product manufacturing",67342593.915526,7745284.76038653,0.1150131634386129
191,Flat glass manufacturing,69395326.60639,24234038.221484765,0.3492171505862366
192,Other pressed and blown glass and glassware manufacturing,1138589.3703884901,507749.6172520331,0.4459462124424957
193,Glass container manufacturing,689174.812962865,10.877850877601071,1.578387757793349e-05
194,Glass product manufacturing made of purchased glass,268510597.757285,170494984.65096185,0.6349655696088298
195,Cement manufacturing,285045953.8345,6330548.165327538,0.022208868711053886
196,Ready-mix concrete manufacturing,1270193546.290103,9266802.819381516,0.007295583296299512
197,Concrete block and brick manufacturing,201618507.39202803,28867322.041939843,0.14317793745893614
198,Concrete pipe manufacturing,97363598.14618,767567.0089435829,0.007883511122824068
199,Other concrete product manufacturing,266642917.045731,25150479.169509947,0.09432269736681764
200,Lime manufacturing,20461036.774923,2434.619640418292,0.00011898808780805067
201,Gypsum product manufacturing,127298212.72592,13029283.545794107,0.10235244680023015
202,Abrasive product manufacturing,123076144.63375801,24519199.747659244,0.19921975798496033
203,Cut stone and stone product manufacturing,133586278.01605,9266.658822451123,6.936834351607402e-05
204,Ground or treated mineral and earth manufacturing,222361935.624,24014642.653814282,0.10799799249104183
205,Mineral wool manufacturing,193002099.0987,77313670.23067513,0.40058460810386026
206,Miscellaneous nonmetallic mineral products manufacturing,98875345.66236,36658051.82049787,0.3707501761427764
207,Iron and steel mills and ferroalloy manufacturing,2104222901.7247117,874422852.9525468,0.41555619047574865
208,"Iron, steel pipe and tube manufacturing from purchased steel",263739238.3948266,109230371.65371178,0.4141604879065822
209,Rolled steel shape manufacturing,319654493.1565168,136811496.47028062,0.4279980397562932
210,Steel wire drawing,34323834.7700756,2171400.51790252,0.0632621772144062
211,Alumina refining and primary aluminum production,54541659.77069999,12635417.746792406,0.231665442524362
212,Secondary smelting and alloying of aluminum,5063271.885256001,1178618.76528672,0.23277809132051547
213,"Aluminum sheet, plate, and foil manufacturing",12661372.839248,4632637.532376714,0.36588745874510253
214,"Other aluminum rolling, drawing and extruding",121698942.52626,43773087.917945646,0.35968338762270147
215,Nonferrous metal (exc aluminum) smelting and refining,6044049.3648962,1440077.386317934,0.23826367049248376
216,"Copper rolling, drawing, extruding and alloying",30062752.549654,13314493.517597023,0.4428900346236015
217,"Nonferrous metal, except copper and aluminum, shaping",14922456.0242182,1925426.029723453,0.1290287621956204
218,Secondary processing of other nonferrous metals,89427458.78,24508318.59911582,0.2740580905850025
219,Ferrous metal foundries,335198124.37559,202396761.53471214,0.6038123331141503
220,Nonferrous metal foundries,515342257.52177,368999852.51763004,0.7160287112726091
221,Custom roll forming,364480912.24988997,218294648.67368293,0.59891928860192
222,"Metal crown, closure, and other metal stamping (except automotive)",302847426.112447,77978373.11850938,0.2574840213089877
223,Iron and steel forging,221866925.61240104,65884069.14956936,0.2969530900908956
224,Nonferrous forging,111117578.53047,30415882.141208187,0.2737270065048054
225,"Cutlery, utensil, pot, and pan manufacturing",5314297.6769332,523568.36004627595,0.09852070619205872
226,Handtool manufacturing,17588233.641079098,1569680.87172918,0.08924607801792168
227,Prefabricated metal buildings and components manufacturing,58984133.43125661,189133.2345331416,0.0032065103533913575
228,Fabricated structural metal manufacturing,304241061.33942795,7726650.943465566,0.025396476430396397
229,Plate work manufacturing,243444285.60768798,122803690.27846113,0.5044426899235583
230,Metal window and door manufacturing,130225983.81845959,1600364.5390464205,0.012289133797425519
231,Sheet metal work manufacturing,385986037.0037161,74814490.34155747,0.19382693457597067
232,Ornamental and architectural metal work manufacturing,54320450.8171458,518613.337818018,0.009547294435456379
233,Power boiler and heat exchanger manufacturing,1103169.0183175,9324.096561286142,0.008452101542433456
234,Metal tank (heavy gauge) manufacturing,7267920.887029,167779.6301547425,0.02308495548626258
235,Metal cans manufacturing,3579792.01949205,251519.9269717758,0.07026104466467437
236,"Metal barrels, drums and pails manufacturing",40995973.206719704,7063884.285067743,0.17230678363088334
237,Hardware manufacturing,70134980.830394,17735244.62991656,0.2528730231324272
238,Spring and wire product manufacturing,282504672.037387,113574743.85880308,0.4020278427245708
239,Machine shops,1186259922.615519,385017100.3944053,0.32456386079831673
240,"Turned product and screw, nut, and bolt manufacturing",693395022.6475819,329041902.41013056,0.47453744498158323
241,Metal heat treating,175695061.3432269,32047985.845376577,0.18240686790148092
242,Metal coating and nonprecious engraving,429959887.67721,107088216.51474246,0.24906559794047195
243,"Electroplating, anodizing, and coloring metal",193377477.3840268,48918340.90885979,0.2529681407091336
244,"Valve and fittings, other than plumbing, manufacturing",283236945.34593403,75205056.16361764,0.2655199379860747
245,Plumbing fixture fitting and trim manufacturing,29381027.9892342,1264643.4682526116,0.04304285979088282
246,Ball and roller bearing manufacturing,55151371.09902,26188567.040544562,0.4748488844189391
247,Small arms ammunition manufacturing,395550.72522119,300.7156920556855,0.0007602455838945227
249,"Small arms, ordnance, and accessories manufacturing",555263.4331431,6775.886898815249,0.012203013010347104
250,Fabricated pipe and pipe fitting manufacturing,152329433.849664,2042059.3885165388,0.013405547023380099
251,Other fabricated metal manufacturing,252785353.66396898,19248592.660040367,0.07614599651856327
252,Farm machinery and equipment manufacturing,298906529.9997059,316522.3821894237,0.0010589343169911181
253,Lawn and garden equipment manufacturing,13823586.611869,9500.782010115969,0.0006872877695835139
254,Construction machinery manufacturing,451920168.7462376,13092.382441974536,2.8970564598381924e-05
255,Mining machinery and equipment manufacturing,48421094.8257378,52751.02660893998,0.0010894224262955048
257,Semiconductor machinery manufacturing,3272862.6626858697,110.0744486540135,3.3632467964201426e-05
258,Food product machinery manufacturing,5877244.72402,884.3804645522314,0.0001504753513049769
259,"Sawmill, woodworking, and paper machinery",4279555.807921,740.2358988413027,0.0001729702642202271
260,All other industrial machinery manufacturing,278574601.678657,1060507.714036202,0.0038069074052182444
261,Commercial and service industry machinery manufacturing,14940843.498839,79216.1386707877,0.005301985706291837
262,Industrial and commercial fan and blower and air purification equipment manufacturing,29839520.715132996,659873.6046321214,0.022114081889306924
263,Heating equipment (except warm air furnaces) manufacturing,9801531.012785401,11532.294284675287,0.0011765809106385756
264,"Air conditioning, refrigeration, and warm air heating equipment manufacturing",196924377.458149,38516256.41540443,0.1955890728845393
265,Industrial mold manufacturing,175038064.32572,2770313.7249965137,0.01582692162226708
266,"Special tool, die, jig, and fixture manufacturing",420211343.49026996,60150961.27047656,0.14314454429255397
267,Cutting tool and machine tool accessory manufacturing,183539756.845455,14878777.907505533,0.0810656947749682
268,Machine tool manufacturing,234056659.48013002,9337649.213018056,0.03989482390186281
269,Rolling mill and other metalworking machinery manufacturing,165636479.243612,4918050.849936492,0.029691834023489506
270,Turbine and turbine generator set units manufacturing,522539.64887309994,78355.19985343106,0.1499507262700745
271,"Speed changer, industrial high-speed drive, and gear manufacturing",17345018.19017,13169519.728689121,0.7592681416818995
272,Mechanical power transmission equipment manufacturing,12908706.5220445,7013462.726926035,0.5433125863500716
273,Other engine equipment manufacturing,239708357.823403,173664853.95900777,0.7244839334594644
274,"Measuring, dispensing, and other pumping equipment manufacturing",17685408.2105125,60057.40277498651,0.0033958731435606558
275,Air and gas compressor manufacturing,9370248.459035,169862.95253869254,0.018127902721182056
276,Elevator and moving stairway manufacturing,665170.69697413,4358.069210290391,0.006551805769729941
277,Conveyor and conveying equipment manufacturing,60566967.050469995,615996.2947764342,0.010170499279964426
278,"Overhead cranes, hoists, and monorail systems manufacturing",17530427.850977,510776.26764278865,0.029136554565855746
279,"Industrial truck, trailer, and stacker manufacturing",7165157.6491747005,278653.47710488166,0.038890069241809024
280,Power-driven handtool manufacturing,4489843.505128,156961.8217222965,0.03495930794537163
281,Welding and soldering equipment manufacturing,22778750.719063003,827050.5469789687,0.036307985331558566
282,Packaging machinery manufacturing,17821991.657221,232041.84625137658,0.013019972779381217
283,Industrial process furnace and oven manufacturing,8403383.502002,74791.90061878403,0.00890021270610413
284,Fluid power cylinder and actuator manufacturing,45265691.7725669,33195431.953447007,0.7333463966536566
285,Fluid power pump and motor manufacturing,30465130.535911802,21633220.073391676,0.7100977311714055
286,"Scales, balances, and miscellaneous general purpose machinery manufacturing",37763207.805314004,3584660.09569721,0.09492467149977603
287,Electronic computer manufacturing,5889405.2680797,203274.42102391698,0.03451527136800295
288,Computer storage device manufacturing,1869817.8314828998,1353.0284924882149,0.0007236151403129823
289,Computer terminals and other computer peripheral equipment manufacturing,1872435.2654181,96405.17071839831,0.051486517317260526
290,Telephone apparatus manufacturing,506846.59869546,365.11130981614633,0.0007203586070339289
291,Broadcast and wireless communications equipment manufacturing,1187997.02801221,1094.426614111752,0.0009212368282965972
292,Other communications equipment manufacturing,4238057.471632999,16749.843970276142,0.00395224559421138
293,Audio and video equipment manufacturing,4803904.2316459995,1539567.2256812975,0.32048249745265706
294,Printed circuit assembly (electronic assembly) manufacturing,141723244.83103,19543566.662205055,0.13789951454686164
295,Bare printed circuit board manufacturing,11846945.776165,5501069.538769107,0.4643449579921915
296,Semiconductor and related device manufacturing,17330801.0402409,5846355.4801046625,0.33733902238735747
297,"Capacitor, resistor, coil, transformer, and other inductor manufacturing",1096840.928546,223544.646401944,0.20380771776841006
298,Electronic connector manufacturing,659696.3515197,58141.22791529522,0.08813331736845142
299,Other electronic component manufacturing,24126975.7803948,12840322.499242725,0.5321977613819536
300,Electromedical and electrotherapeutic apparatus manufacturing,4111821.0951442304,959.6720259091614,0.0002333934292623933
301,"Search, detection, and navigation instruments manufacturing",20304406.5581236,22601.965241768394,0.0011131556678136729
302,Automatic environmental control manufacturing,6000881.385093001,279875.47738543455,0.04663906173527826
303,Industrial process variable instruments manufacturing,11283639.818794,58608.98742930901,0.005194156173940437
304,Totalizing fluid meter and counting device manufacturing,3450389.8171456996,1466935.989059974,0.4251507994170589
305,Electricity and signal testing instruments manufacturing,4497269.637817101,4201.1740049247255,0.0009341610228565048
306,Analytical laboratory instrument manufacturing,15292578.151331,336095.3591767333,0.021977678050805385
307,Irradiation apparatus manufacturing,279222.50637162,9.847332617245472,3.526697308611491e-05
308,"Watch, clock, and other measuring and controlling device manufacturing",39098912.1933764,8483.116019625695,0.00021696552522151212
309,Manufacturing and reproducing magnetic and optical media,5587357.263040001,116109.33723673646,0.020780725443277463
310,Electric lamp bulb and part manufacturing,681799.712292,328774.533135609,0.4822157111659238
311,Lighting fixture manufacturing,3457415.9254527004,148653.1872885986,0.04299545975774799
312,Small electrical appliance manufacturing,15104574.39043,9672.804876552838,0.000640389105083382
313,Major household appliance manufacturing,70433555.50852,192291.26470007695,0.0027301087288830166
314,"Power, distribution, and specialty transformer manufacturing",3292053.54087438,3843.3805788532604,0.0011674720751450615
315,Motor and generator manufacturing,6620428.6581678,557852.2167095178,0.08426225030327614
316,Switchgear and switchboard apparatus manufacturing,9203126.493002549,114368.31387639408,0.012427115281241892
317,Relay and industrial control manufacturing,10779824.1584919,984507.4421213923,0.0913287107142502
318,Battery manufacturing,230093318.9826,126598072.09323652,0.5502031638859104
319,Fiber optic cable manufacturing,1372476.5034,250738.39938498562,0.18269048596740123
320,Other communication and energy wire manufacturing,1173275.1587417,535861.4603327622,0.45672275283443015
321,Wiring device manufacturing,8313019.5301944,4056627.7746990956,0.48798487239981636
322,Carbon and graphite product manufacturing,3367028.3664222,0.0,0.0
323,All other miscellaneous electrical equipment and component manufacturing,17695321.4836805,487285.92012965615,0.027537556781833845
324,Automobile and light duty motor vehicle manufacturing,5879615741.85007,38376690.84978162,0.0065270746481990456
325,Heavy duty truck manufacturing,95151424.76712,2855487.612977678,0.030009930171475522
326,Motor vehicle body manufacturing,404346712.53023,179676038.36173198,0.44436131862528483
327,Truck trailer manufacturing,101073083.35085799,1098638.0729258526,0.010869739365842018
329,Travel trailer and camper manufacturing,58435524.4603,349052.62917826895,0.0059732950530016855
330,Motor vehicle gasoline engine and engine parts manufacturing,799362811.86408,652859033.8225821,0.8167243010719284
331,Motor vehicle electrical and electronic equipment manufacturing,1868958852.838738,1372644731.2755272,0.7344435267746181
332,Motor vehicle transmission and power train parts manufacturing,1139806202.58351,975895726.6468875,0.8561944341370495
333,Motor vehicle seating and interior trim manufacturing,3356181175.3716803,3283320748.673665,0.9782906753566585
334,Motor vehicle metal stamping,4771430736.66604,4616022414.266631,0.9674294082893891
335,Other motor vehicle parts manufacturing,4598444508.993678,3497621703.337977,0.7606097445554247
336,"Motor vehicle steering, suspension component (except spring), and brake systems manufacturing",1903634980.79162,1575742934.381985,0.8277547693133469
337,Aircraft manufacturing,5224758.916519952,2886.35944663604,0.0005524387809569122
338,Aircraft engine and engine parts manufacturing,75928314.23395601,9748.609218395373,0.0001283922778577334
339,Other aircraft parts and auxiliary equipment manufacturing,4253822.7763148,4455.534308739864,0.001047418884855333
340,Guided missile and space vehicle manufacturing,560248.131247318,0.1823555033328401,3.2549060525529966e-07
341,Propulsion units and parts for space vehicles and guided missiles manufacturing,25829167.177479,41062.341142465855,0.0015897663622026878
342,Railroad rolling stock manufacturing,7688685.4937116,12467.529282170668,0.0016215423679857338
343,Ship building and repairing,14892133.7955141,0.0,0.0
344,Boat building,283459995.001133,1091419.1972572508,0.0038503464915847765
345,"Motorcycle, bicycle, and parts manufacturing",4825613.5697637,0.0,0.0
346,"Military armored vehicle, tank, and tank component manufacturing",7605407.236662,600798.9388955939,0.07899628779895335
347,All other transportation equipment manufacturing,41926207.6497611,188640.7924261834,0.0044993526245452895
348,Wood kitchen cabinet and countertop manufacturing,35583314.916933,1307637.8966558243,0.03674862501451656
349,Upholstered household furniture manufacturing,3196414.6972998,4274.1911475690395,0.0013371829228478085
350,Nonupholstered wood household furniture manufacturing,10863432.1994013,113062.61292230619,0.010407632767159648
351,Other household nonupholstered furniture manufacturing,21976042.951405,4344.394141389913,0.00019768773436585233
352,Institutional furniture manufacturing,35518364.08626,396614.24836510734,0.011166455960693709
353,Wood office furniture manufacturing,66927561.422,105489.77037473516,0.0015761783058191516
354,Custom architectural woodwork and millwork,13465989.6341723,89517.47175261533,0.006647671220943845
355,"Office furniture, except wood, manufacturing",180826189.55488,380844.0687731132,0.0021061333522018866
