ReceivingCode,ReceivingDescription,total_industry_output,auto_attributed_output,auto_share_of_output
263,Heating equipment (except warm air furnaces) manufacturing,9801531.012785401,11532.294284830596,0.001176580910654421
488,Bowling centers,105613752.7,10831.22344,0.00010255504764390405
480,Racing and Track Operation,16209969.488799999,10582.121795181973,0.0006528156516576733
338,Aircraft engine and engine parts manufacturing,75928314.23395601,9748.609218649895,0.00012839227786108553
312,Small electrical appliance manufacturing,15104574.39043,9672.804877764785,0.0006403891051636191
253,Lawn and garden equipment manufacturing,13823586.611869,9500.782009371767,0.0006872877695296782
233,Power boiler and heat exchanger manufacturing,1103169.0183175,9324.096563764608,0.008452101544680134
203,Cut stone and stone product manufacturing,133586278.01605,9266.658824528417,6.936834353162423e-05
28,"Other clay, ceramic, refractory minerals mining",15307341.70332,8894.69509328734,0.000581073792280875
308,"Watch, clock, and other measuring and controlling device manufacturing",39098912.1933764,8483.116019810117,0.00021696552522622892
510,Other federal government enterprises,2959118.973667,7555.526624956412,0.0025533027540266323
362,Ophthalmic goods manufacturing,2140129.8257958996,6960.693580580418,0.0032524632368934833
249,"Small arms, ordnance, and accessories manufacturing",555263.4331431,6775.886899489338,0.012203013011561103
113,Curtain and linen mills,1071234.7818131,5321.23691973601,0.004967386244432469
122,Footwear manufacturing,1762288.8439850002,5171.170727082936,0.0029343491248514935
12,Dairy cattle and milk production,1195329646.913,4653.7740186250785,3.8932975774872545e-06
358,Blind and shade manufacturing,3895049.5436692,4560.48064885532,0.0011708402159524968
339,Other aircraft parts and auxiliary equipment manufacturing,4253822.7763148,4455.534308407556,0.0010474188847772131
276,Elevator and moving stairway manufacturing,665170.69697413,4358.069210644685,0.006551805770262577
351,Other household nonupholstered furniture manufacturing,21976042.951405,4344.394141500283,0.0001976877343708746
349,Upholstered household furniture manufacturing,3196414.6972998,4274.191147156111,0.0013371829227186234
305,Electricity and signal testing instruments manufacturing,4497269.637817101,4201.174005025909,0.0009341610228790036
314,"Power, distribution, and specialty transformer manufacturing",3292053.54087438,3843.3805793265333,0.0011674720752888237
2,Grain farming,1441160683.213,3757.3054915510425,2.6071384928253153e-06
107,Narrow fabric mills and schiffli machine embroidery,106674.84944133599,3392.843896998601,0.031805471624916024
160,Phosphatic fertilizer manufacturing,514693.33251608,3109.275452839593,0.006041025318202375
337,Aircraft manufacturing,5224758.916519952,2886.359446327534,0.0005524387808978653
200,Lime manufacturing,20461036.774923,2434.619640152085,0.00011898808779504025
371,"Fasteners, buttons, needles, and pins manufacturing",34322362.81825,2271.9680563234683,6.619497813581208e-05
117,Apparel knitting mills,157480.45601533,2064.112246779495,0.013107101027054193
88,"Bread and bakery product, except frozen, manufacturing",625413108.0151299,1943.5367200349212,3.1076047097943197e-06
508,Postal service,1902090149.168,1937.4448855718638,1.0185873085034e-06
6,"Greenhouse, nursery, and floriculture production",467578056.5,1864.025661114382,3.986555047230669e-06
172,Toilet preparation manufacturing,7450928.55573842,1842.146134798756,0.00024723712232886804
1,Oilseed farming,366055884.8,1610.7826468444998,4.400373587012744e-06
13,Poultry and egg production,416644806.544,1521.5835549621495,3.651992131099471e-06
3,Vegetable and melon farming,491751102.33100003,1384.1962094043563,2.8148309232922617e-06
288,Computer storage device manufacturing,1869817.8314828998,1353.0284925355297,0.0007236151403382868
419,"News syndicates, libraries, archives and all other information services",148998981.0788,1292.203142770635,8.672563620332659e-06
118,Cut and sew apparel contractors,5073332.937449,1218.1984125193408,0.00024011797127035817
72,"Frozen fruits, juices and vegetables manufacturing",481824943.417,1184.861391802233,2.4591117749102983e-06
67,Beet sugar manufacturing,131525282.03048001,1103.5955972719673,8.390748761262624e-06
291,Broadcast and wireless communications equipment manufacturing,1187997.02801221,1094.4266137044842,0.0009212368279537782
73,Frozen specialties manufacturing,171531531.63059,1075.5427534934777,6.270233485757969e-06
11,"Beef cattle ranching and farming, including feedlots and dual-purpose ranching and farming",819825980.38,1015.6357719849528,1.2388431158453803e-06
434,Video tape and disc rental,31960671.95,990.3401013,3.098621026645843e-05
300,Electromedical and electrotherapeutic apparatus manufacturing,4111821.0951442304,959.6720259587787,0.00023339342927446028
370,Musical instrument manufacturing,17883183.465051,936.6291861112602,5.2374857527000665e-05
258,Food product machinery manufacturing,5877244.72402,884.3804644721005,0.0001504753512913428
4,Fruit farming,396137724.298,860.8773748340703,2.1731769584925055e-06
14,"Animal production, except cattle and poultry and eggs",557798167.7540001,768.0425731595586,1.3769184223966122e-06
259,"Sawmill, woodworking, and paper machinery",4279555.807921,740.2358988640408,0.00017297026422554026
141,Stationery product manufacturing,36055225.147508,723.431313115755,2.006453461755059e-05
98,All other food manufacturing,115032659.0438952,691.2817759333338,6.009439246897251e-06
9,Sugarcane and sugar beet farming,275650605.9579,368.0961707593472,1.335372253147038e-06
290,Telephone apparatus manufacturing,506846.59869546,365.1113098104575,0.0007203586070227049
30,Drilling oil and gas wells,42004181.948307,333.4048900154437,7.937421336421997e-06
162,Pesticide and other agricultural chemical manufacturing,360109300.759211,318.0619421043792,8.832372322342573e-07
247,Small arms ammunition manufacturing,395550.72522119,300.7156920277517,0.0007602455838239026
115,"Rope, cordage, twine, tire cord and tire fabric mills",961456.9767637799,289.05894667903345,0.00030064678260694784
10,All other crop farming,14935495.8255786,285.7104474049174,1.912962587526611e-05
31,Support activities for oil and gas operations,287787880.56346,276.54171803987,9.609220426462325e-07
74,Canned fruits and vegetables manufacturing,155306394.64562,260.17113410937645,1.6752119879096935e-06
483,"Museums, historical sites, zoos, and parks",517441115.42370003,225.25628000751158,4.3532737019373376e-07
257,Semiconductor machinery manufacturing,3272862.6626858697,110.07444864547986,3.3632467961594035e-05
59,Other animal food manufacturing,488529096.2149671,95.01622859733678,1.9449451288266127e-07
75,Canned specialties,108295728.557453,93.18458681630659,8.604641019324261e-07
82,Frozen cakes and other pastries manufacturing,16003622.972474,81.35653044106945,5.083632036383356e-06
103,Distilleries,20070028.375826,47.891644302227874,2.3862270349309783e-06
76,Dehydrated food products manufacturing,7934309.166848,14.086073578432892,1.7753371191141464e-06
104,Tobacco manufacturing,74567341.6720201,12.132334331801403,1.6270305551678019e-07
193,Glass container manufacturing,689174.812962865,10.877850877154337,1.5783877577285273e-05
307,Irradiation apparatus manufacturing,279222.50637162,9.847332619256507,3.526697309331718e-05
68,Sugar cane mills and refining,928845.6474967,9.72073153000023,1.0465389546905062e-05
490,Other accommodations,330726074.05210704,3.000056712559694,9.071122442214898e-09
5,Tree nut farming,330310.21620599995,1.2431969299069119,3.763725337310138e-06
340,Guided missile and space vehicle manufacturing,560248.131247318,0.18235550326282157,3.2549060513032196e-07
17,Commercial fishing,21970843.78,0.0,0.0
472,Hospitals,35842052858.48,0.0,0.0
474,"Residential mental health, substance abuse, and other residential care facilities",2084498821.0,0.0,0.0
499,Personal care services,2021500250.0,0.0,0.0
475,Individual and family services,3075157208.15,0.0,0.0
476,Child day care services,1606681942.0,0.0,0.0
477,"Community food, housing, and other relief services, including rehabilitation services",2050319956.0,0.0,0.0
343,Ship building and repairing,14892133.7955141,0.0,0.0
15,"Forestry, forest products, and timber tract production",19367432.4602,0.0,0.0
33,Other nonmetallic minerals services,10207868.51,0.0,0.0
19,Support activities for agriculture and forestry,513390738.7,0.0,0.0
485,Gambling industries (except casino hotels),1219655887.0,0.0,0.0
473,Nursing and community care facilities,6759212648.5859,0.0,0.0
18,Commercial hunting and trapping,39935111.14,0.0,0.0
16,Commercial logging,150816218.7,0.0,0.0
484,Amusement parks and arcades,233309956.6,0.0,0.0
133,Manufactured home (mobile home) manufacturing,105331914.739659,0.0,0.0
500,Death care services,529629202.3,0.0,0.0
10001,Households LT15k,10107550.37,0.0,0.0
14001,Capital,1188895903.78,0.0,0.0
12004,State/Local Govt Investment,1115931487.0,0.0,0.0
12003,State/Local Govt Hospital and Health,9374606468.98,0.0,0.0
12002,State/Local Govt Education,4032400797.9,0.0,0.0
11003,Federal Government Investment,190878953.7,0.0,0.0
10009,Households GT200k,37642277.27,0.0,0.0
10008,Households 150-200k,25254304.64,0.0,0.0
10007,Households 100-150k,44777569.07,0.0,0.0
10006,Households 70-100k,38542817.39,0.0,0.0
10005,Households 50-70k,26805580.52,0.0,0.0
10004,Households 40-50k,12956007.97,0.0,0.0
10003,Households 30-40k,12844306.65,0.0,0.0
10002,Households 15-30k,16736532.33,0.0,0.0
528,"* Employment and payroll of federal govt, non-military",7778632576.0,0.0,0.0
502,Other personal services,2641291728.0,0.0,0.0
527,"* Employment and payroll of federal govt, military",5124049292.0,0.0,0.0
526,"* Employment and payroll of local govt, other services",10959452321.0,0.0,0.0
525,"* Employment and payroll of local govt, hospitals and health services",1231455634.0,0.0,0.0
524,"* Employment and payroll of local govt, education",16299626966.0,0.0,0.0
523,"* Employment and payroll of state govt, other services",6953666057.0,0.0,0.0
522,"* Employment and payroll of state govt, hospitals and health services",1175453582.0,0.0,0.0
521,"* Employment and payroll of state govt, education",9936609370.0,0.0,0.0
322,Carbon and graphite product manufacturing,3367028.3664222,0.0,0.0
470,Home health care services,2526264570.0,0.0,0.0
507,Private households,342361887.5,0.0,0.0
506,Labor and civic organizations,1838572721.0,0.0,0.0
504,"Grantmaking, giving, and social advocacy organizations",2210525303.0,0.0,0.0
503,Religious organizations,4454974726.0,0.0,0.0
471,Other ambulatory health care services,1363616147.0,0.0,0.0
37,Electric power generation - Solar,55229614.34,0.0,0.0
469,Medical and diagnostic laboratories,616670368.8,0.0,0.0
81,Ice cream and frozen dessert manufacturing,142691040.2013319,0.0,0.0
87,Seafood product preparation and packaging,30372343.51797,0.0,0.0
85,Meat processed from carcasses,891025162.1033599,0.0,0.0
84,"Animal, except poultry, slaughtering",322248862.1218,0.0,0.0
409,Greeting card publishing,17834585.2282,0.0,0.0
83,Poultry processing,159576199.6197725,0.0,0.0
412,Sound recording industries,190291959.32770002,0.0,0.0
80,Creamery butter manufacturing,88228186.80048199,0.0,0.0
468,Outpatient care centers,3920098633.0,0.0,0.0
79,Fluid milk manufacturing,304405773.554962,0.0,0.0
78,"Dry, condensed, and evaporated dairy product manufacturing",356107363.4631,0.0,0.0
77,Cheese manufacturing,125229284.487296,0.0,0.0
71,Confectionery manufacturing from purchased chocolate,22006209.297073,0.0,0.0
70,Chocolate and confectionery manufacturing from cacao beans,7909036.4042793,0.0,0.0
69,Nonchocolate confectionery manufacturing,31208089.0273121,0.0,0.0
89,Cookie and cracker manufacturing,89119218.29685,0.0,0.0
166,Biological product (except diagnostic) manufacturing,6319802.587738,0.0,0.0
90,"Dry pasta, mixes, and dough manufacturing",123896955.298108,0.0,0.0
91,Tortilla manufacturing,32907677.582068,0.0,0.0
92,Roasted nuts and peanut butter manufacturing,134375383.795149,0.0,0.0
93,Other snack food manufacturing,202827611.13008866,0.0,0.0
94,Coffee and tea manufacturing,98496649.595554,0.0,0.0
95,Flavoring syrup and concentrate manufacturing,13197402.136269402,0.0,0.0
96,"Mayonnaise, dressing, and sauce manufacturing",14876089.9094068,0.0,0.0
97,Spice and extract manufacturing,82944233.1891707,0.0,0.0
99,Bottled and canned soft drinks and water,1332244037.8941,0.0,0.0
100,Manufactured ice,34886493.88,0.0,0.0
101,Breweries,372655922.743208,0.0,0.0
102,Wineries,169281936.9289385,0.0,0.0
363,Dental laboratories,8061092.4865999995,0.0,0.0
165,In-vitro diagnostic substance manufacturing,669730.9175806,0.0,0.0
373,Burial casket manufacturing,1428944.4605685,0.0,0.0
345,"Motorcycle, bicycle, and parts manufacturing",4825613.5697637,0.0,0.0
430,Tenant-occupied housing,10310908863.0,0.0,0.0
431,Owner-occupied housing,63277973086.0,0.0,0.0
46,Construction of new manufacturing structures,2867435906.0,0.0,0.0
467,Offices of other health practitioners,3825093678.0,0.0,0.0
466,Offices of dentists,5100518805.79,0.0,0.0
465,Offices of physicians,15288667966.0,0.0,0.0
464,Other educational services,2597446522.0,0.0,0.0
463,"Junior colleges, colleges, universities, and professional schools",1914061714.0,0.0,0.0
462,Elementary and secondary schools,1815002391.0,0.0,0.0
34,Electric power generation - Hydroelectric,173783460.9,0.0,0.0
35,Electric power generation - Fossil  fuel,3808107184.0,0.0,0.0
36,Electric power generation - Nuclear,3162915291.0,0.0,0.0
38,Electric power generation - Wind,108849171.2,0.0,0.0
456,Travel arrangement and reservation services,1314825833.0,0.0,0.0
40,Electric power generation - Biomass,94070985.64,0.0,0.0
41,Electric power generation - All other,3320767.742,0.0,0.0
45,Construction of new health care structures,1501498433.0,0.0,0.0
47,Construction of new power and communication structures,3299409405.0,0.0,0.0
66,Breakfast cereal manufacturing,260817544.615027,0.0,0.0
48,Construction of new educational and vocational structures,2679599953.0,0.0,0.0
449,Veterinary services,1524112209.0,0.0,0.0
448,Photographic services,196632583.9,0.0,0.0
49,Construction of new highways and streets,4323903229.0,0.0,0.0
50,"Construction of new commercial structures, including farm structures",5806628748.0,0.0,0.0
51,Construction of other new nonresidential structures,3227653063.0,0.0,0.0
52,Construction of new single-family residential structures,11609101913.0,0.0,0.0
53,Construction of new multifamily residential structures,2880721040.0,0.0,0.0
54,Construction of other new residential structures,9107862759.0,0.0,0.0
56,Maintenance and repair construction of residential structures,2464693963.0,0.0,0.0
57,"Maintenance and repair construction of highways, streets, bridges, and tunnels",998124558.1,0.0,0.0
58,Dog and cat food manufacturing,21033283.782899998,0.0,0.0
60,Flour milling,446764376.7054,0.0,0.0
65,Fats and oils refining and blending,74903481.4716,0.0,0.0
428,"Funds, trusts, and other financial vehicles",3007349860.0,0.0,0.0
