segment_id,segment_name,year,adjustment_source,forecast_source,value_type,employment_qcew
2,2. Equipment Manufacturing,2004,sam_mi,bls_us,QCEW,6748.251814032855
3,3. Forging & Foundries,2004,sam_mi,bls_us,QCEW,12734.71092502729
4,4. Parts & Machining,2004,sam_mi,bls_us,QCEW,14984.62600102895
5,5. Component Systems,2004,sam_mi,bls_us,QCEW,4482.971180618899
6,6. Engineering & Design,2004,sam_mi,bls_us,QCEW,703.4872747793903
7,7. Core Automotive,2004,sam_mi,bls_us,QCEW,249612.0
8,"8. Motor Vehicle Parts, Materials, & Products Sales",2004,sam_mi,bls_us,QCEW,100039.40278879802
9,"9. Dealers, Maintenance, & Repair",2004,sam_mi,bls_us,QCEW,74365.0
10,10. Logistics,2004,sam_mi,bls_us,QCEW,36028.0
1,1. Materials & Processing,2005,sam_mi,bls_us,QCEW,26662.192571472133
2,2. Equipment Manufacturing,2005,sam_mi,bls_us,QCEW,6612.348685008659
3,3. Forging & Foundries,2005,sam_mi,bls_us,QCEW,12505.744535294161
4,4. Parts & Machining,2005,sam_mi,bls_us,QCEW,15638.46989757001
5,5. Component Systems,2005,sam_mi,bls_us,QCEW,4384.700350559753
6,6. Engineering & Design,2005,sam_mi,bls_us,QCEW,717.3347450509931
7,7. Core Automotive,2005,sam_mi,bls_us,QCEW,232083.0
8,"8. Motor Vehicle Parts, Materials, & Products Sales",2005,sam_mi,bls_us,QCEW,99441.06699625652
9,"9. Dealers, Maintenance, & Repair",2005,sam_mi,bls_us,QCEW,71952.0
10,10. Logistics,2005,sam_mi,bls_us,QCEW,37382.0
1,1. Materials & Processing,2006,sam_mi,bls_us,QCEW,25513.73721290836
2,2. Equipment Manufacturing,2006,sam_mi,bls_us,QCEW,6464.63708016792
3,3. Forging & Foundries,2006,sam_mi,bls_us,QCEW,12066.15365565539
4,4. Parts & Machining,2006,sam_mi,bls_us,QCEW,15471.293290648042
5,5. Component Systems,2006,sam_mi,bls_us,QCEW,4258.335351222572
6,6. Engineering & Design,2006,sam_mi,bls_us,QCEW,702.9105061683313
7,7. Core Automotive,2006,sam_mi,bls_us,QCEW,213893.0
8,"8. Motor Vehicle Parts, Materials, & Products Sales",2006,sam_mi,bls_us,QCEW,98829.07436879477
9,"9. Dealers, Maintenance, & Repair",2006,sam_mi,bls_us,QCEW,68884.0
10,10. Logistics,2006,sam_mi,bls_us,QCEW,38765.0
1,1. Materials & Processing,2007,sam_mi,bls_us,QCEW,24394.545657051964
2,2. Equipment Manufacturing,2007,sam_mi,bls_us,QCEW,6121.481468137235
3,3. Forging & Foundries,2007,sam_mi,bls_us,QCEW,11290.772743144455
4,4. Parts & Machining,2007,sam_mi,bls_us,QCEW,14954.380044474763
5,5. Component Systems,2007,sam_mi,bls_us,QCEW,4118.463209059919
6,6. Engineering & Design,2007,sam_mi,bls_us,QCEW,698.9605940006151
7,7. Core Automotive,2007,sam_mi,bls_us,QCEW,198068.0
8,"8. Motor Vehicle Parts, Materials, & Products Sales",2007,sam_mi,bls_us,QCEW,97215.68500010173
9,"9. Dealers, Maintenance, & Repair",2007,sam_mi,bls_us,QCEW,66333.0
10,10. Logistics,2007,sam_mi,bls_us,QCEW,40761.0
1,1. Materials & Processing,2008,sam_mi,bls_us,QCEW,22980.537668868237
2,2. Equipment Manufacturing,2008,sam_mi,bls_us,QCEW,5888.67928593189
3,3. Forging & Foundries,2008,sam_mi,bls_us,QCEW,10282.619410605712
4,4. Parts & Machining,2008,sam_mi,bls_us,QCEW,14528.855524594714
5,5. Component Systems,2008,sam_mi,bls_us,QCEW,4292.290995626545
6,6. Engineering & Design,2008,sam_mi,bls_us,QCEW,673.0359223288975
7,7. Core Automotive,2008,sam_mi,bls_us,QCEW,167000.0
8,"8. Motor Vehicle Parts, Materials, & Products Sales",2008,sam_mi,bls_us,QCEW,95828.59295272827
9,"9. Dealers, Maintenance, & Repair",2008,sam_mi,bls_us,QCEW,63843.0
10,10. Logistics,2008,sam_mi,bls_us,QCEW,38940.0
1,1. Materials & Processing,2009,sam_mi,bls_us,QCEW,17615.54463589301
2,2. Equipment Manufacturing,2009,sam_mi,bls_us,QCEW,4766.456353404982
3,3. Forging & Foundries,2009,sam_mi,bls_us,QCEW,7444.944743432058
4,4. Parts & Machining,2009,sam_mi,bls_us,QCEW,11381.080261284094
5,5. Component Systems,2009,sam_mi,bls_us,QCEW,3708.3587351770866
6,6. Engineering & Design,2009,sam_mi,bls_us,QCEW,587.9915569251524
7,7. Core Automotive,2009,sam_mi,bls_us,QCEW,122598.0
8,"8. Motor Vehicle Parts, Materials, & Products Sales",2009,sam_mi,bls_us,QCEW,87246.23037465413
9,"9. Dealers, Maintenance, & Repair",2009,sam_mi,bls_us,QCEW,58528.0
10,10. Logistics,2009,sam_mi,bls_us,QCEW,33872.0
1,1. Materials & Processing,2010,sam_mi,bls_us,QCEW,18899.93778255887
2,2. Equipment Manufacturing,2010,sam_mi,bls_us,QCEW,4728.4710097765765
3,3. Forging & Foundries,2010,sam_mi,bls_us,QCEW,8069.098645828064
4,4. Parts & Machining,2010,sam_mi,bls_us,QCEW,12321.62920423123
5,5. Component Systems,2010,sam_mi,bls_us,QCEW,3644.743681456634
6,6. Engineering & Design,2010,sam_mi,bls_us,QCEW,609.1015190717915
7,7. Core Automotive,2010,sam_mi,bls_us,QCEW,126033.0
8,"8. Motor Vehicle Parts, Materials, & Products Sales",2010,sam_mi,bls_us,QCEW,89086.81250254312
9,"9. Dealers, Maintenance, & Repair",2010,sam_mi,bls_us,QCEW,57415.0
10,10. Logistics,2010,sam_mi,bls_us,QCEW,34234.0
1,1. Materials & Processing,2011,sam_mi,bls_us,QCEW,20536.11973842198
2,2. Equipment Manufacturing,2011,sam_mi,bls_us,QCEW,5218.672473726224
3,3. Forging & Foundries,2011,sam_mi,bls_us,QCEW,9328.231486078708
4,4. Parts & Machining,2011,sam_mi,bls_us,QCEW,13891.087724183999
5,5. Component Systems,2011,sam_mi,bls_us,QCEW,4381.646917445001
6,6. Engineering & Design,2011,sam_mi,bls_us,QCEW,663.4546497143456
7,7. Core Automotive,2011,sam_mi,bls_us,QCEW,137663.0
8,"8. Motor Vehicle Parts, Materials, & Products Sales",2011,sam_mi,bls_us,QCEW,92585.61084620158
9,"9. Dealers, Maintenance, & Repair",2011,sam_mi,bls_us,QCEW,58514.0
10,10. Logistics,2011,sam_mi,bls_us,QCEW,36615.0
1,1. Materials & Processing,2012,sam_mi,bls_us,QCEW,20874.04373533205
2,2. Equipment Manufacturing,2012,sam_mi,bls_us,QCEW,5709.02044211285
3,3. Forging & Foundries,2012,sam_mi,bls_us,QCEW,9888.286300453812
4,4. Parts & Machining,2012,sam_mi,bls_us,QCEW,14869.708622854998
5,5. Component Systems,2012,sam_mi,bls_us,QCEW,4579.766127847764
6,6. Engineering & Design,2012,sam_mi,bls_us,QCEW,713.3704626595263
7,7. Core Automotive,2012,sam_mi,bls_us,QCEW,150169.0
8,"8. Motor Vehicle Parts, Materials, & Products Sales",2012,sam_mi,bls_us,QCEW,95608.29066594443
9,"9. Dealers, Maintenance, & Repair",2012,sam_mi,bls_us,QCEW,60173.0
10,10. Logistics,2012,sam_mi,bls_us,QCEW,38488.0
1,1. Materials & Processing,2013,sam_mi,bls_us,QCEW,21753.94492593068
2,2. Equipment Manufacturing,2013,sam_mi,bls_us,QCEW,5969.451893873984
3,3. Forging & Foundries,2013,sam_mi,bls_us,QCEW,9678.864210052521
4,4. Parts & Machining,2013,sam_mi,bls_us,QCEW,15149.999645055017
5,5. Component Systems,2013,sam_mi,bls_us,QCEW,4432.149124576375
6,6. Engineering & Design,2013,sam_mi,bls_us,QCEW,758.5062954230182
7,7. Core Automotive,2013,sam_mi,bls_us,QCEW,160593.0
8,"8. Motor Vehicle Parts, Materials, & Products Sales",2013,sam_mi,bls_us,QCEW,98503.90547815959
9,"9. Dealers, Maintenance, & Repair",2013,sam_mi,bls_us,QCEW,61157.0
10,10. Logistics,2013,sam_mi,bls_us,QCEW,40737.0
1,1. Materials & Processing,2014,sam_mi,bls_us,QCEW,23003.116995661432
2,2. Equipment Manufacturing,2014,sam_mi,bls_us,QCEW,6177.456012319821
3,3. Forging & Foundries,2014,sam_mi,bls_us,QCEW,9915.100577109342
4,4. Parts & Machining,2014,sam_mi,bls_us,QCEW,15846.204800181396
5,5. Component Systems,2014,sam_mi,bls_us,QCEW,4533.051010002323
6,6. Engineering & Design,2014,sam_mi,bls_us,QCEW,776.8738953480294
7,7. Core Automotive,2014,sam_mi,bls_us,QCEW,170363.0
8,"8. Motor Vehicle Parts, Materials, & Products Sales",2014,sam_mi,bls_us,QCEW,102424.88727823892
9,"9. Dealers, Maintenance, & Repair",2014,sam_mi,bls_us,QCEW,64200.0
10,10. Logistics,2014,sam_mi,bls_us,QCEW,43426.0
1,1. Materials & Processing,2015,sam_mi,bls_us,QCEW,23448.853400021435
2,2. Equipment Manufacturing,2015,sam_mi,bls_us,QCEW,6365.5320353020015
3,3. Forging & Foundries,2015,sam_mi,bls_us,QCEW,9963.247352103892
4,4. Parts & Machining,2015,sam_mi,bls_us,QCEW,16512.845152157595
5,5. Component Systems,2015,sam_mi,bls_us,QCEW,4992.017393219601
6,6. Engineering & Design,2015,sam_mi,bls_us,QCEW,938.6550539842355
7,7. Core Automotive,2015,sam_mi,bls_us,QCEW,166670.0
8,"8. Motor Vehicle Parts, Materials, & Products Sales",2015,sam_mi,bls_us,QCEW,104833.71697362264
9,"9. Dealers, Maintenance, & Repair",2015,sam_mi,bls_us,QCEW,66784.0
10,10. Logistics,2015,sam_mi,bls_us,QCEW,45930.0
1,1. Materials & Processing,2016,sam_mi,bls_us,QCEW,23739.797956706276
2,2. Equipment Manufacturing,2016,sam_mi,bls_us,QCEW,6427.853245198554
3,3. Forging & Foundries,2016,sam_mi,bls_us,QCEW,10023.451717365044
4,4. Parts & Machining,2016,sam_mi,bls_us,QCEW,16367.764620679965
5,5. Component Systems,2016,sam_mi,bls_us,QCEW,4955.653879656985
6,6. Engineering & Design,2016,sam_mi,bls_us,QCEW,974.8572871647157
7,7. Core Automotive,2016,sam_mi,bls_us,QCEW,173344.0
8,"8. Motor Vehicle Parts, Materials, & Products Sales",2016,sam_mi,bls_us,QCEW,105625.18589528403
9,"9. Dealers, Maintenance, & Repair",2016,sam_mi,bls_us,QCEW,68358.0
10,10. Logistics,2016,sam_mi,bls_us,QCEW,46900.0
1,1. Materials & Processing,2017,sam_mi,bls_us,QCEW,24108.821727112532
2,2. Equipment Manufacturing,2017,sam_mi,bls_us,QCEW,6570.844633821494
3,3. Forging & Foundries,2017,sam_mi,bls_us,QCEW,10197.750724367565
4,4. Parts & Machining,2017,sam_mi,bls_us,QCEW,16139.396631840522
5,5. Component Systems,2017,sam_mi,bls_us,QCEW,5074.521583679933
6,6. Engineering & Design,2017,sam_mi,bls_us,QCEW,948.5175796647325
7,7. Core Automotive,2017,sam_mi,bls_us,QCEW,180711.0
8,"8. Motor Vehicle Parts, Materials, & Products Sales",2017,sam_mi,bls_us,QCEW,107098.9301846822
9,"9. Dealers, Maintenance, & Repair",2017,sam_mi,bls_us,QCEW,68500.0
10,10. Logistics,2017,sam_mi,bls_us,QCEW,46723.0
1,1. Materials & Processing,2018,sam_mi,bls_us,QCEW,24548.64085365268
2,2. Equipment Manufacturing,2018,sam_mi,bls_us,QCEW,6739.387338067764
3,3. Forging & Foundries,2018,sam_mi,bls_us,QCEW,10595.136141000441
4,4. Parts & Machining,2018,sam_mi,bls_us,QCEW,16414.67443901699
5,5. Component Systems,2018,sam_mi,bls_us,QCEW,5353.222205713542
6,6. Engineering & Design,2018,sam_mi,bls_us,QCEW,975.5292210425057
7,7. Core Automotive,2018,sam_mi,bls_us,QCEW,182995.0
8,"8. Motor Vehicle Parts, Materials, & Products Sales",2018,sam_mi,bls_us,QCEW,110520.07780456543
9,"9. Dealers, Maintenance, & Repair",2018,sam_mi,bls_us,QCEW,68540.0
10,10. Logistics,2018,sam_mi,bls_us,QCEW,47502.0
1,1. Materials & Processing,2019,sam_mi,bls_us,QCEW,24426.353367905416
2,2. Equipment Manufacturing,2019,sam_mi,bls_us,QCEW,6576.7041302158705
3,3. Forging & Foundries,2019,sam_mi,bls_us,QCEW,10542.218362632753
4,4. Parts & Machining,2019,sam_mi,bls_us,QCEW,15908.693729083507
5,5. Component Systems,2019,sam_mi,bls_us,QCEW,5780.272514007169
6,6. Engineering & Design,2019,sam_mi,bls_us,QCEW,972.1414309970945
7,7. Core Automotive,2019,sam_mi,bls_us,QCEW,180821.0
8,"8. Motor Vehicle Parts, Materials, & Products Sales",2019,sam_mi,bls_us,QCEW,111801.66566467285
9,"9. Dealers, Maintenance, & Repair",2019,sam_mi,bls_us,QCEW,68868.0
10,10. Logistics,2019,sam_mi,bls_us,QCEW,48382.0
1,1. Materials & Processing,2020,sam_mi,bls_us,QCEW,20793.908971800345
2,2. Equipment Manufacturing,2020,sam_mi,bls_us,QCEW,6069.6466034756195
3,3. Forging & Foundries,2020,sam_mi,bls_us,QCEW,8708.642444184288
4,4. Parts & Machining,2020,sam_mi,bls_us,QCEW,13677.973895134961
5,5. Component Systems,2020,sam_mi,bls_us,QCEW,5449.419587767383
6,6. Engineering & Design,2020,sam_mi,bls_us,QCEW,947.1381094284383
7,7. Core Automotive,2020,sam_mi,bls_us,QCEW,154727.0
8,"8. Motor Vehicle Parts, Materials, & Products Sales",2020,sam_mi,bls_us,QCEW,103058.23542785645
9,"9. Dealers, Maintenance, & Repair",2020,sam_mi,bls_us,QCEW,62425.0
10,10. Logistics,2020,sam_mi,bls_us,QCEW,44778.0
1,1. Materials & Processing,2021,sam_mi,bls_us,QCEW,21220.817787446373
2,2. Equipment Manufacturing,2021,sam_mi,bls_us,QCEW,6132.496780126647
3,3. Forging & Foundries,2021,sam_mi,bls_us,QCEW,8863.944356713542
4,4. Parts & Machining,2021,sam_mi,bls_us,QCEW,14221.98047147565
5,5. Component Systems,2021,sam_mi,bls_us,QCEW,5536.350019266425
6,6. Engineering & Design,2021,sam_mi,bls_us,QCEW,980.834527379312
7,7. Core Automotive,2021,sam_mi,bls_us,QCEW,174869.0
8,"8. Motor Vehicle Parts, Materials, & Products Sales",2021,sam_mi,bls_us,QCEW,105546.62362289429
9,"9. Dealers, Maintenance, & Repair",2021,sam_mi,bls_us,QCEW,66198.0
10,10. Logistics,2021,sam_mi,bls_us,QCEW,46770.0
1,1. Materials & Processing,2022,sam_mi,bls_us,QCEW,21422.17723418131
2,2. Equipment Manufacturing,2022,sam_mi,bls_us,QCEW,6324.972447414571
3,3. Forging & Foundries,2022,sam_mi,bls_us,QCEW,9215.777437634419
4,4. Parts & Machining,2022,sam_mi,bls_us,QCEW,14548.306356462655
5,5. Component Systems,2022,sam_mi,bls_us,QCEW,5902.349733196523
6,6. Engineering & Design,2022,sam_mi,bls_us,QCEW,1002.8354284432293
7,7. Core Automotive,2022,sam_mi,bls_us,QCEW,177138.0
8,"8. Motor Vehicle Parts, Materials, & Products Sales",2022,sam_mi,bls_us,QCEW,110573.0
9,"9. Dealers, Maintenance, & Repair",2022,sam_mi,bls_us,QCEW,67706.0
10,10. Logistics,2022,sam_mi,bls_us,QCEW,49197.0
1,1. Materials & Processing,2023,sam_mi,bls_us,QCEW,21625.669400274026
2,2. Equipment Manufacturing,2023,sam_mi,bls_us,QCEW,6394.270739279171
3,3. Forging & Foundries,2023,sam_mi,bls_us,QCEW,9391.518582235958
4,4. Parts & Machining,2023,sam_mi,bls_us,QCEW,15119.805286193226
5,5. Component Systems,2023,sam_mi,bls_us,QCEW,6261.752201761525
6,6. Engineering & Design,2023,sam_mi,bls_us,QCEW,1018.8480951769242
7,7. Core Automotive,2023,sam_mi,bls_us,QCEW,179115.0
8,"8. Motor Vehicle Parts, Materials, & Products Sales",2023,sam_mi,bls_us,QCEW,114410.0
9,"9. Dealers, Maintenance, & Repair",2023,sam_mi,bls_us,QCEW,69189.0
10,10. Logistics,2023,sam_mi,bls_us,QCEW,49037.0
1,1. Materials & Processing,2024,sam_mi,bls_us,QCEW,21247.66878566509
2,2. Equipment Manufacturing,2024,sam_mi,bls_us,QCEW,6244.586842570626
3,3. Forging & Foundries,2024,sam_mi,bls_us,QCEW,9023.139594640334
4,4. Parts & Machining,2024,sam_mi,bls_us,QCEW,14936.444494648236
5,5. Component Systems,2024,sam_mi,bls_us,QCEW,5987.024880706003
6,6. Engineering & Design,2024,sam_mi,bls_us,QCEW,1032.0255054257461
7,7. Core Automotive,2024,sam_mi,bls_us,QCEW,173082.0
8,"8. Motor Vehicle Parts, Materials, & Products Sales",2024,sam_mi,bls_us,QCEW,115340.0
9,"9. Dealers, Maintenance, & Repair",2024,sam_mi,bls_us,QCEW,69600.0
10,10. Logistics,2024,sam_mi,bls_us,QCEW,46889.0
1,1. Materials & Processing,2025,sam_mi,bls_us,QCEW,20928.031757707267
2,2. Equipment Manufacturing,2025,sam_mi,bls_us,QCEW,6089.0700130668665
3,3. Forging & Foundries,2025,sam_mi,bls_us,QCEW,8874.553681709274
4,4. Parts & Machining,2025,sam_mi,bls_us,QCEW,14602.465964852336
5,5. Component Systems,2025,sam_mi,bls_us,QCEW,5948.051175681669
6,6. Engineering & Design,2025,sam_mi,bls_us,QCEW,1012.8846685799389
7,7. Core Automotive,2025,sam_mi,bls_us,QCEW,166447.0
8,"8. Motor Vehicle Parts, Materials, & Products Sales",2025,sam_mi,bls_us,QCEW,116571.0
9,"9. Dealers, Maintenance, & Repair",2025,sam_mi,bls_us,QCEW,72444.0
10,10. Logistics,2025,sam_mi,bls_us,QCEW,45205.0
1,1. Materials & Processing,2026,sam_mi,bls_us,Forecast,20949.194747222275
2,2. Equipment Manufacturing,2026,sam_mi,bls_us,Forecast,6076.169613268754
3,3. Forging & Foundries,2026,sam_mi,bls_us,Forecast,8749.704456468371
4,4. Parts & Machining,2026,sam_mi,bls_us,Forecast,14566.834901461
5,5. Component Systems,2026,sam_mi,bls_us,Forecast,5992.034838910426
6,6. Engineering & Design,2026,sam_mi,bls_us,Forecast,1017.0072791945804
7,7. Core Automotive,2026,sam_mi,bls_us,Forecast,163896.19298546802
8,"8. Motor Vehicle Parts, Materials, & Products Sales",2026,sam_mi,bls_us,Forecast,116464.07732888067
9,"9. Dealers, Maintenance, & Repair",2026,sam_mi,bls_us,Forecast,72598.88569958665
10,10. Logistics,2026,sam_mi,bls_us,Forecast,45265.07339892226
1,1. Materials & Processing,2027,sam_mi,bls_us,Forecast,20970.843774617355
2,2. Equipment Manufacturing,2027,sam_mi,bls_us,Forecast,6063.360996166702
3,3. Forging & Foundries,2027,sam_mi,bls_us,Forecast,8626.674673269183
4,4. Parts & Machining,2027,sam_mi,bls_us,Forecast,14531.940708325405
5,5. Component Systems,2027,sam_mi,bls_us,Forecast,6037.665658443462
6,6. Engineering & Design,2027,sam_mi,bls_us,Forecast,1021.1477577583128
7,7. Core Automotive,2027,sam_mi,bls_us,Forecast,161417.2529470292
8,"8. Motor Vehicle Parts, Materials, & Products Sales",2027,sam_mi,bls_us,Forecast,116364.87329354325
9,"9. Dealers, Maintenance, & Repair",2027,sam_mi,bls_us,Forecast,72754.12637363111
10,10. Logistics,2027,sam_mi,bls_us,Forecast,45325.22663001482
1,1. Materials & Processing,2028,sam_mi,bls_us,Forecast,20992.976045599564
2,2. Equipment Manufacturing,2028,sam_mi,bls_us,Forecast,6050.643573963009
3,3. Forging & Foundries,2028,sam_mi,bls_us,Forecast,8505.437116747216
4,4. Parts & Machining,2028,sam_mi,bls_us,Forecast,14497.783492855426
5,5. Component Systems,2028,sam_mi,bls_us,Forecast,6084.983752742937
6,6. Engineering & Design,2028,sam_mi,bls_us,Forecast,1025.3061898398503
7,7. Core Automotive,2028,sam_mi,bls_us,Forecast,159008.42332548532
8,"8. Motor Vehicle Parts, Materials, & Products Sales",2028,sam_mi,bls_us,Forecast,116273.29525908429
9,"9. Dealers, Maintenance, & Repair",2028,sam_mi,bls_us,Forecast,72909.722879801
10,10. Logistics,2028,sam_mi,bls_us,Forecast,45385.45979936747
1,1. Materials & Processing,2029,sam_mi,bls_us,Forecast,21015.58880717548
2,2. Equipment Manufacturing,2029,sam_mi,bls_us,Forecast,6038.016762644009
3,3. Forging & Foundries,2029,sam_mi,bls_us,Forecast,8385.964986140967
4,4. Parts & Machining,2029,sam_mi,bls_us,Forecast,14464.363428827035
5,5. Component Systems,2029,sam_mi,bls_us,Forecast,6134.030292722214
6,6. Engineering & Design,2029,sam_mi,bls_us,Forecast,1029.4826614746826
7,7. Core Automotive,2029,sam_mi,bls_us,Forecast,156667.99170971883
8,"8. Motor Vehicle Parts, Materials, & Products Sales",2029,sam_mi,bls_us,Forecast,116189.25207859206
9,"9. Dealers, Maintenance, & Repair",2029,sam_mi,bls_us,Forecast,73065.67607791247
10,10. Logistics,2029,sam_mi,bls_us,Forecast,45445.773013211015
1,1. Materials & Processing,2030,sam_mi,bls_us,Forecast,21038.679347233247
2,2. Equipment Manufacturing,2030,sam_mi,bls_us,Forecast,6025.479981955723
3,3. Forging & Foundries,2030,sam_mi,bls_us,Forecast,8268.23188889728
4,4. Parts & Machining,2030,sam_mi,bls_us,Forecast,14431.6807565103
5,5. Component Systems,2030,sam_mi,bls_us,Forecast,6184.84752897131
6,6. Engineering & Design,2030,sam_mi,bls_us,Forecast,1033.6772591679837
7,7. Core Automotive,2030,sam_mi,bls_us,Forecast,154394.28873351775
8,"8. Motor Vehicle Parts, Materials, & Products Sales",2030,sam_mi,bls_us,Forecast,116112.65407112119
9,"9. Dealers, Maintenance, & Repair",2030,sam_mi,bls_us,Forecast,73221.9868299356
10,10. Logistics,2030,sam_mi,bls_us,Forecast,45506.16637791743
1,1. Materials & Processing,2031,sam_mi,bls_us,Forecast,21062.24499412942
2,2. Equipment Manufacturing,2031,sam_mi,bls_us,Forecast,6013.032655379662
3,3. Forging & Foundries,2031,sam_mi,bls_us,Forecast,8152.211834376144
4,4. Parts & Machining,2031,sam_mi,bls_us,Forecast,14399.735782804495
5,5. Component Systems,2031,sam_mi,bls_us,Forecast,6237.478819688504
6,6. Engineering & Design,2031,sam_mi,bls_us,Forecast,1037.890069897538
7,7. Core Automotive,2031,sam_mi,bls_us,Forecast,152185.687
8,"8. Motor Vehicle Parts, Materials, & Products Sales",2031,sam_mi,bls_us,Forecast,116043.41300000003
9,"9. Dealers, Maintenance, & Repair",2031,sam_mi,bls_us,Forecast,73378.65599999996
10,10. Logistics,2031,sam_mi,bls_us,Forecast,45566.640000000014
1,1. Materials & Processing,2032,sam_mi,bls_us,Forecast,21086.283116280654
2,2. Equipment Manufacturing,2032,sam_mi,bls_us,Forecast,6000.674210108786
3,3. Forging & Foundries,2032,sam_mi,bls_us,Forecast,8037.879227653346
4,4. Parts & Machining,2032,sam_mi,bls_us,Forecast,14368.528881380233
5,5. Component Systems,2032,sam_mi,bls_us,Forecast,6291.968659336428
6,6. Engineering & Design,2032,sam_mi,bls_us,Forecast,1042.1211811166909
7,7. Core Automotive,2032,sam_mi,bls_us,Forecast,150040.60003294703
8,"8. Motor Vehicle Parts, Materials, & Products Sales",2032,sam_mi,bls_us,Forecast,115981.44205146651
9,"9. Dealers, Maintenance, & Repair",2032,sam_mi,bls_us,Forecast,73535.6844544001
10,10. Logistics,2032,sam_mi,bls_us,Forecast,45627.19398611366
1,1. Materials & Processing,2033,sam_mi,bls_us,Forecast,21110.791121760056
2,2. Equipment Manufacturing,2033,sam_mi,bls_us,Forecast,5988.40407702361
3,3. Forging & Foundries,2033,sam_mi,bls_us,Forecast,7925.2088634195015
4,4. Parts & Machining,2033,sam_mi,bls_us,Forecast,14338.060492828736
5,5. Component Systems,2033,sam_mi,bls_us,Forecast,6348.362708041412
6,6. Engineering & Design,2033,sam_mi,bls_us,Forecast,1046.3706807573164
7,7. Core Automotive,2033,sam_mi,bls_us,Forecast,147957.48125437298
8,"8. Motor Vehicle Parts, Materials, & Products Sales",2033,sam_mi,bls_us,Forecast,115926.655813627
9,"9. Dealers, Maintenance, & Repair",2033,sam_mi,bls_us,Forecast,73693.0730616012
10,10. Logistics,2033,sam_mi,bls_us,Forecast,45687.828443054954
1,1. Materials & Processing,2034,sam_mi,bls_us,Forecast,21135.766457898237
2,2. Equipment Manufacturing,2034,sam_mi,bls_us,Forecast,5976.221690668485
3,3. Forging & Foundries,2034,sam_mi,bls_us,Forecast,7814.175919973914
4,4. Parts & Machining,2034,sam_mi,bls_us,Forecast,14308.331124818222
5,5. Component Systems,2034,sam_mi,bls_us,Forecast,6406.707821755354
6,6. Engineering & Design,2034,sam_mi,bls_us,Forecast,1050.638657232806
7,7. Core Automotive,2034,sam_mi,bls_us,Forecast,145934.82298767415
8,"8. Motor Vehicle Parts, Materials, & Products Sales",2034,sam_mi,bls_us,Forecast,115878.97025573355
9,"9. Dealers, Maintenance, & Repair",2034,sam_mi,bls_us,Forecast,73850.82269224453
10,10. Logistics,2034,sam_mi,bls_us,Forecast,45748.54347776243
1,1. Materials & Processing,2001,sam_mi,dtmb_mi,QCEW,30402.003453450743
2,2. Equipment Manufacturing,2001,sam_mi,dtmb_mi,QCEW,8381.597086643374
