segment_id,segment_label_us,stage,occcd,Occupation Title,Occupation Type,Display Level,2024 Employment,2024 Percent of Industry,2024 Percent of Occupation,Projected 2034 Employment,Projected 2034 Percent of Industry,Projected 2034 Percent of Occupation,"Employment Change, 2024-2034","Employment Percent Change, 2024-2034",segment_share_2024,segment_share_2034,segment_label_raw,soctitle,empl_2021,empl_2024,occ_level,is_total_all,pct_seg_major_2021,pct_seg_detailed_2021,pct_seg_major_2024,pct_seg_detailed_2024,level_change_2021_2024,pct_change_2021_2024,ep_title,ep_type,ep_employment_2024,ep_employment_2034,ep_change_numeric,ep_change_percent,ep_openings_annual_avg,ep_median_annual_wage_2024,ep_entry_education,ep_work_experience,ep_on_the_job_training,ep_edu_grouped,segment_label_mi,segment_name,share_diff_2024,share_diff_pct_points
1.0,1. Materials & Processing,Upstream,11-3010,Administrative services and facilities managers,Summary,3.0,5.2,2.7,1.1,5.4,2.7,1.1,0.1,22.4,0.0024861350162554,0.0025381903642773,,,,,,,,,,,,,,,,,,,,,,,,,,1. Materials & Processing,,
1.0,1. Materials & Processing,Upstream,11-3012,Administrative services managers,Line Item,4.0,1.7,0.8,0.5,1.8,0.8,0.5,0.0,16.200000000000003,0.0008127749091604,0.0008460634547591,1. Materials & Processing,Administrative Services Managers,,40.0,detailed,False,,,,0.0003328617791462,,,        Administrative services managers,Line item,271.2,283.8,12.6,4.6,23.2,108390.0,Bachelor's degree,Less than 5 years,,BA+,1. Materials & Processing,1. Materials & Processing,0.00047991313001420003,0.047991313001420004
1.0,1. Materials & Processing,Upstream,11-3013,Facilities managers,Line Item,4.0,3.4,1.7000000000000002,2.3000000000000003,3.5,1.7000000000000002,2.3000000000000003,0.0,22.4,0.0016255498183209,0.0016451233842538,1. Materials & Processing,Facilities Managers,40.0,230.0,detailed,False,,0.0005629045876723,,0.0019139552300907,190.0,475.0,        Facilities managers,Line item,151.4,157.1,5.7,3.8,13.2,104690.0,Bachelor's degree,Less than 5 years,,BA+,1. Materials & Processing,1. Materials & Processing,-0.00028840541176979994,-0.028840541176979994
1.0,1. Materials & Processing,Upstream,11-3021,Computer and information systems managers,Line Item,3.0,3.8,1.5,0.4,4.1000000000000005,1.9,0.4,0.3,93.9,0.0018167909734174,0.0019271445358401,1. Materials & Processing,Computer and Information Systems Managers,150.0,110.0,detailed,False,,0.0021108922037714,,0.000915369892652,-40.0,-26.66666666666667,      Computer and information systems managers,Line item,667.1,768.7,101.6,15.2,55.6,171200.0,Bachelor's degree,5 years or more,,BA+,1. Materials & Processing,1. Materials & Processing,0.0009014210807654,0.09014210807654001
1.0,1. Materials & Processing,Upstream,11-3031,Financial managers,Line Item,3.0,7.5,3.5,0.6000000000000001,8.4,4.1,0.6000000000000001,0.7,124.7,0.0035857716580608,0.0039482961222091,1. Materials & Processing,Financial Managers,320.0,320.0,detailed,False,,0.0045032367013791,,0.0026628942331696,0.0,0.0,      Financial managers,Line item,868.6,997.4,128.8,14.8,74.6,161700.0,Bachelor's degree,5 years or more,,BA+,1. Materials & Processing,1. Materials & Processing,0.0009228774248912002,0.09228774248912003
1.0,1. Materials & Processing,Upstream,11-3051,Industrial production managers,Line Item,3.0,37.3,17.2,15.4,38.3,17.4,15.6,0.8,22.4,0.0178332377127557,0.0180023501762632,1. Materials & Processing,Industrial Production Managers,1470.0,2540.0,detailed,False,,0.0206867435969603,,0.0211367229757843,1070.0,72.7891156462585,      Industrial production managers,Line item,241.9,246.5,4.6,1.9,17.1,121440.0,Bachelor's degree,5 years or more,,BA+,1. Materials & Processing,1. Materials & Processing,-0.0033034852630286007,-0.33034852630286005
1.0,1. Materials & Processing,Upstream,11-3061,Purchasing managers,Line Item,3.0,2.3,1.2000000000000002,2.6,2.5,1.3,2.6,0.0,29.2,0.0010996366418053,0.0011750881316098,1. Materials & Processing,Purchasing Managers,90.0,80.0,detailed,False,,0.0012665353222628,,0.0006657235582924,-10.0,-11.111111111111116,      Purchasing managers,Line item,83.5,86.1,2.6,3.1,6.4,139510.0,Bachelor's degree,5 years or more,,BA+,1. Materials & Processing,1. Materials & Processing,0.0004339130835129001,0.043391308351290014
1.0,1. Materials & Processing,Upstream,11-3071,"Transportation, storage, and distribution managers",Line Item,3.0,5.0,2.2,2.5,5.2,2.3000000000000003,2.4,0.1,29.2,0.0023905144387072,0.0024441833137485,1. Materials & Processing,"Transportation, Storage, and Distribution Managers",100.0,150.0,detailed,False,,0.0014072614691809,,0.0012482316717982,50.0,50.0,"      Transportation, storage, and distribution managers",Line item,216.7,229.8,13.1,6.1,18.5,102010.0,High school diploma or equivalent,5 years or more,,HS or less,1. Materials & Processing,1. Materials & Processing,0.0011422827669090002,0.11422827669090002
1.0,1. Materials & Processing,Upstream,11-3121,Human resources managers,Line Item,3.0,3.3000000000000003,1.7000000000000002,1.5,3.3000000000000003,1.7000000000000002,1.5,0.1,22.4,0.0015777395295467,0.001551116333725,1. Materials & Processing,Human Resources Managers,120.0,160.0,detailed,False,,0.0016887137630171,,0.0013314471165848,40.0,33.33333333333333,      Human resources managers,Line item,221.9,233.0,11.1,5.0,17.9,140030.0,Bachelor's degree,5 years or more,,BA+,1. Materials & Processing,1. Materials & Processing,0.0002462924129619001,0.02462924129619001
1.0,1. Materials & Processing,Upstream,11-3131,Training and development managers,Line Item,3.0,0.2,0.0,0.4,0.2,0.0,0.3,0.0,8.7,9.56205775482884e-05,9.400705052878966e-05,,,,,,,,,,,,,,,,,,,,,,,,,,1. Materials & Processing,,
1.0,1. Materials & Processing,Upstream,11-9000,Other management occupations,Summary,2.0,15.7,6.7,0.2,16.3,6.9,0.2,0.6000000000000001,24.7,0.0075062153375406,0.0076615746180963,,,,,,,,,,,,,,,,,,,,,,,,,,1. Materials & Processing,,
1.0,1. Materials & Processing,Upstream,11-9021,Construction managers,Line Item,3.0,0.7,0.1,0.1,0.7999999999999999,0.2,0.1,0.0,14.8,0.000334672021419,0.0003760282021151,,,,,,,,,,,,,,,,,,,,,,,,,,1. Materials & Processing,,
1.0,1. Materials & Processing,Upstream,11-9041,Architectural and engineering managers,Line Item,3.0,6.9,3.1,3.3000000000000003,7.1,3.2,3.2,0.2,22.4,0.0032989099254159,0.003337250293772,1. Materials & Processing,Architectural and Engineering Managers,450.0,520.0,detailed,False,,0.0063326766113143,,0.0043272031289007,70.0,15.555555555555545,      Architectural and engineering managers,Line item,212.5,220.5,8.0,3.8,14.5,167740.0,Bachelor's degree,5 years or more,,BA+,1. Materials & Processing,1. Materials & Processing,-0.0010282932034847998,-0.10282932034847997
1.0,1. Materials & Processing,Upstream,11-9121,Natural sciences managers,Line Item,3.0,1.2,0.5,1.2,1.3,0.5,1.2,0.0,6.2,0.0005737234652897,0.0006110458284371,1. Materials & Processing,Natural Sciences Managers,60.0,60.0,detailed,False,,0.0008443568815085,,0.0004992926687193,0.0,0.0,      Natural sciences managers,Line item,104.3,108.2,3.9,3.7,8.5,161180.0,Bachelor's degree,5 years or more,,BA+,1. Materials & Processing,1. Materials & Processing,7.443079657040003e-05,0.007443079657040003
1.0,1. Materials & Processing,Upstream,11-9161,Emergency management directors,Line Item,3.0,0.1,0.0,0.5,0.1,0.0,0.5,0.0,2.5,4.78102887741442e-05,4.700352526439483e-05,,,,,,,,,,,,,,,,,,,,,,,,,,1. Materials & Processing,,
1.0,1. Materials & Processing,Upstream,11-9199,"Managers, all other",Line Item,3.0,6.4,2.7,0.5,6.6,2.8000000000000003,0.5,0.2,22.4,0.0030598584815452,0.00310223266745,1. Materials & Processing,"Managers, All Other",70.0,60.0,detailed,False,,0.0009850830284266,,0.0004992926687193,-10.0,-14.28571428571429,"      Managers, all other",Line item,1333.7,1393.5,59.8,4.5,106.7,136550.0,Bachelor's degree,Less than 5 years,,BA+,1. Materials & Processing,1. Materials & Processing,0.0025605658128259,0.25605658128258996
1.0,1. Materials & Processing,Upstream,13-1000,Business operations specialists,Summary,2.0,66.7,31.4,0.6000000000000001,70.5,32.5,0.6000000000000001,3.9,45.2,0.0318894626123541,0.0331374853113983,,,,,,,,,,,,,,,,,,,,,,,,,,1. Materials & Processing,,
1.0,1. Materials & Processing,Upstream,13-1020,Buyers and purchasing agents,Line Item,3.0,13.6,6.6,2.7,15.0,7.2,2.8000000000000003,1.1,73.4,0.0065021992732836,0.0070505287896592,1. Materials & Processing,Buyers and Purchasing Agents,520.0,540.0,detailed,False,,0.007317759639741,,0.0044936340184738,20.0,3.846153846153855,      Buyers and purchasing agents,Line item,522.2,552.3,30.1,5.8,52.2,75650.0,Bachelor's degree,,Moderate-term on-the-job training,BA+,1. Materials & Processing,1. Materials & Processing,0.0020085652548098003,0.20085652548098004
1.0,1. Materials & Processing,Upstream,13-1041,Compliance officers,Line Item,3.0,2.2,1.0,0.4,2.2,1.0,0.4,0.0,13.7,0.0010518263530311,0.0010340775558166,1. Materials & Processing,Compliance Officers,40.0,,detailed,False,,0.0005629045876723,,,,,      Compliance officers,Line item,418.0,430.3,12.3,3.0,33.3,78420.0,Bachelor's degree,,Moderate-term on-the-job training,BA+,1. Materials & Processing,1. Materials & Processing,,
1.0,1. Materials & Processing,Upstream,13-1051,Cost estimators,Line Item,3.0,3.3,1.5,1.5,3.1,1.2999999999999998,1.5,-0.2,-55.0,0.0015777395295467,0.0014571092831962,1. Materials & Processing,Cost Estimators,150.0,90.0,detailed,False,,0.0021108922037714,,0.0007489390030789,-60.0,-40.0,      Cost estimators,Line item,221.4,212.1,-9.3,-4.2,16.9,77070.0,Bachelor's degree,,Moderate-term on-the-job training,BA+,1. Materials & Processing,1. Materials & Processing,0.0008288005264678,0.08288005264678
1.0,1. Materials & Processing,Upstream,13-1070,Human resources workers,Summary,3.0,12.4,6.0,1.1,12.6,6.3,1.0,0.3999999999999999,22.4,0.0059284758079938,0.0059224441833137,,,,,,,,,,,,,,,,,,,,,,,,,,1. Materials & Processing,,
1.0,1. Materials & Processing,Upstream,13-1071,Human resources specialists,Line Item,4.0,12.3,6.0,1.1,12.6,6.2,1.1,0.3999999999999999,22.4,0.0058806655192197,0.0059224441833137,1. Materials & Processing,Human Resources Specialists,470.0,580.0,detailed,False,,0.0066141289051505,,0.00482649579762,110.0,23.404255319148938,        Human resources specialists,Line item,944.3,1002.7,58.4,6.2,81.8,72910.0,Bachelor's degree,,,BA+,1. Materials & Processing,1. Materials & Processing,0.0010541697215997008,0.10541697215997008
1.0,1. Materials & Processing,Upstream,13-1080,Logisticians and project management specialists,Summary,3.0,16.7,7.2,1.1,18.4,8.0,1.2,1.5,85.8,0.007984318225282,0.0086486486486486,,,,,,,,,,,,,,,,,,,,,,,,,,1. Materials & Processing,,
1.0,1. Materials & Processing,Upstream,13-1081,Logisticians,Line Item,4.0,8.8,4.1,3.6,10.2,4.5,3.6,1.4,145.0,0.0042073054121246,0.0047943595769682,1. Materials & Processing,Logisticians,290.0,480.0,detailed,False,,0.0040810582606248,,0.0039943413497545,190.0,65.51724137931035,        Logisticians,Line item,241.0,281.3,40.3,16.7,26.4,80880.0,Bachelor's degree,,,BA+,1. Materials & Processing,1. Materials & Processing,0.00021296406237009992,0.021296406237009992
1.0,1. Materials & Processing,Upstream,13-1082,Project management specialists,Line Item,4.0,7.9,3.3,0.6000000000000001,8.4,3.4,0.6000000000000001,0.2,22.4,0.0037770128131573,0.0039482961222091,1. Materials & Processing,Project Management Specialists,320.0,260.0,detailed,False,,0.0045032367013791,,0.0021636015644503,-60.0,-18.75,        Project management specialists,Line item,1046.3,1105.0,58.7,5.6,78.2,100750.0,Bachelor's degree,,,BA+,1. Materials & Processing,1. Materials & Processing,0.0016134112487069998,0.1613411248707
1.0,1. Materials & Processing,Upstream,13-1111,Management analysts,Line Item,3.0,1.7,0.9,0.1,2.0,0.9,0.1,0.0,24.6,0.0008127749091604,0.0009400705052878,1. Materials & Processing,Management Analysts,140.0,150.0,detailed,False,,0.0019701660568533,,0.0012482316717982,10.0,7.14285714285714,      Management analysts,Line item,1075.1,1169.7,94.5,8.8,98.1,101190.0,Bachelor's degree,Less than 5 years,,BA+,1. Materials & Processing,1. Materials & Processing,-0.0004354567626378,-0.04354567626378
1.0,1. Materials & Processing,Upstream,13-1141,"Compensation, benefits, and job analysis specialists",Line Item,3.0,0.4,0.0,0.4,0.4,0.0,0.4,0.0,10.8,0.0001912411550965,0.0001880141010575,1. Materials & Processing,"Compensation, Benefits, and Job Analysis Specialists",40.0,,detailed,False,,0.0005629045876723,,,,,"      Compensation, benefits, and job analysis specialists",Line item,107.0,112.7,5.6,5.3,8.5,77020.0,Bachelor's degree,Less than 5 years,,BA+,1. Materials & Processing,1. Materials & Processing,,
1.0,1. Materials & Processing,Upstream,13-1151,Training and development specialists,Line Item,3.0,4.5,1.7,1.0,4.8,1.8,1.0,0.3,65.7,0.0021514629948364,0.0022561692126909,1. Materials & Processing,Training and Development Specialists,280.0,280.0,detailed,False,,0.0039403321137067,,0.0023300324540234,0.0,0.0,      Training and development specialists,Line item,452.3,501.0,48.7,10.8,43.9,65850.0,Bachelor's degree,Less than 5 years,,BA+,1. Materials & Processing,1. Materials & Processing,-0.000178569459187,-0.0178569459187
1.0,1. Materials & Processing,Upstream,13-1161,Market research analysts and marketing specialists,Line Item,3.0,5.9,2.6,0.6000000000000001,6.1000000000000005,2.6,0.6000000000000001,0.2,20.8,0.0028208070376745,0.002867215041128,1. Materials & Processing,Market Research Analysts and Marketing Specialists,280.0,170.0,detailed,False,,0.0039403321137067,,0.0014146625613713,-110.0,-39.28571428571429,      Market research analysts and marketing specialists,Line item,941.7,1004.7,63.0,6.7,87.2,76950.0,Bachelor's degree,,,BA+,1. Materials & Processing,1. Materials & Processing,0.0014061444763032,0.14061444763032
1.0,1. Materials & Processing,Upstream,13-1199,"Business operations specialists, all other",Line Item,3.0,5.1,2.4,0.3,5.1,2.4,0.3,0.1,22.4,0.0024383247274813,0.0023971797884841,1. Materials & Processing,"Business Operations Specialists, All Other",100.0,240.0,detailed,False,,0.0014072614691809,,0.0019971706748772,140.0,140.0,"      Business operations specialists, all other",Line item,1205.7,1242.0,36.3,3.0,108.2,81270.0,Bachelor's degree,,,BA+,1. Materials & Processing,1. Materials & Processing,0.0004411540526040999,0.044115405260409996
1.0,1. Materials & Processing,Upstream,13-2000,Financial specialists,Summary,2.0,16.7,8.3,0.4,17.3,8.3,0.4,0.4,20.9,0.007984318225282,0.0081316098707403,,,,,,,,,,,,,,,,,,,,,,,,,,1. Materials & Processing,,
1.0,1. Materials & Processing,Upstream,13-2011,Accountants and auditors,Line Item,3.0,14.7,7.4,0.6000000000000001,15.3,7.5,0.6000000000000001,0.3,22.4,0.0070281124497991,0.0071915393654524,1. Materials & Processing,Accountants and Auditors,590.0,740.0,detailed,False,,0.0083028426681677,,0.0061579429142048,150.0,25.42372881355932,      Accountants and auditors,Line item,1579.8,1652.6,72.8,4.6,124.2,81680.0,Bachelor's degree,,,BA+,1. Materials & Processing,1. Materials & Processing,0.0008701695355943003,0.08701695355943004
1.0,1. Materials & Processing,Upstream,13-2041,Credit analysts,Line Item,3.0,0.1,0.0,0.1,0.1,0.0,0.1,0.0,-4.4,4.78102887741442e-05,4.700352526439483e-05,,,,,,,,,,,,,,,,,,,,,,,,,,1. Materials & Processing,,
1.0,1. Materials & Processing,Upstream,13-2050,Financial analysts and advisors,Summary,3.0,1.4,0.6000000000000001,0.0,1.4,0.6000000000000001,0.0,0.0,23.0,0.000669344042838,0.0006580493537015,,,,,,,,,,,,,,,,,,,,,,,,,,1. Materials & Processing,,
1.0,1. Materials & Processing,Upstream,13-2051,Financial and investment analysts,Line Item,4.0,1.3,0.6000000000000001,0.2,1.4,0.6000000000000001,0.2,0.0,23.0,0.0006215337540638,0.0006580493537015,1. Materials & Processing,Financial and Investment Analysts,60.0,100.0,detailed,False,,0.0008443568815085,,0.0008321544478655,40.0,66.66666666666667,        Financial and investment analysts,Line item,368.5,389.6,21.1,5.7,25.1,101350.0,Bachelor's degree,,,BA+,1. Materials & Processing,1. Materials & Processing,-0.00021062069380170002,-0.021062069380170002
1.0,1. Materials & Processing,Upstream,13-2099,"Financial specialists, all other",Line Item,3.0,0.2,0.0,0.2,0.2,0.0,0.2,0.0,8.7,9.56205775482884e-05,9.400705052878966e-05,,,,,,,,,,,,,,,,,,,,,,,,,,1. Materials & Processing,,
1.0,1. Materials & Processing,Upstream,15-1200,Computer occupations,Summary,2.0,16.099999999999998,7.4,0.2,16.2,7.3,0.2,0.0,-11.7,0.0076974564926372,0.0076145710928319,,,,,,,,,,,,,,,,,,,,,,,,,,1. Materials & Processing,,
1.0,1. Materials & Processing,Upstream,15-1210,Computer and information analysts,Summary,3.0,2.4,1.0,0.2,2.5,1.1,0.2,0.1,66.1,0.0011474469305794,0.0011750881316098,,,,,,,,,,,,,,,,,,,,,,,,,,1. Materials & Processing,,
1.0,1. Materials & Processing,Upstream,15-1211,Computer systems analysts,Line Item,4.0,1.8,0.7000000000000001,0.2,2.0,0.7000000000000001,0.2,0.0,32.9,0.0008605851979345,0.0009400705052878,1. Materials & Processing,Computer Systems Analysts,50.0,150.0,detailed,False,,0.0007036307345904,,0.0012482316717982,100.0,200.0,        Computer systems analysts,Line item,521.1,566.5,45.5,8.7,34.2,103790.0,Bachelor's degree,,,BA+,1. Materials & Processing,1. Materials & Processing,-0.00038764647386369997,-0.03876464738637
1.0,1. Materials & Processing,Upstream,15-1212,Information security analysts,Line Item,4.0,0.3,0.0,0.2,0.4,0.0,0.2,0.0,71.8,0.0001434308663224,0.0001880141010575,,,,,,,,,,,,,,,,,,,,,,,,,,1. Materials & Processing,,
1.0,1. Materials & Processing,Upstream,15-1230,Computer support specialists,Summary,3.0,4.1000000000000005,1.7,0.3,3.8,1.6,0.3,-0.1,-64.7,0.0019602218397399,0.001786133960047,,,,,,,,,,,,,,,,,,,,,,,,,,1. Materials & Processing,,
1.0,1. Materials & Processing,Upstream,15-1231,Computer network support specialists,Line Item,4.0,0.6000000000000001,0.2,0.5,0.6000000000000001,0.1,0.5,0.0,-7.7,0.0002868617326448,0.0002820211515863,,,,,,,,,,,,,,,,,,,,,,,,,,1. Materials & Processing,,
1.0,1. Materials & Processing,Upstream,15-1232,Computer user support specialists,Line Item,4.0,3.5,1.5,0.3,3.4000000000000004,1.5,0.3,-0.1,-79.8,0.001673360107095,0.0015981198589894,1. Materials & Processing,Computer User Support Specialists,160.0,180.0,detailed,False,,0.0022516183506895,,0.0014978780061579,20.0,12.5,        Computer user support specialists,Line item,729.5,702.5,-27.0,-3.7,40.8,60340.0,"Some college, no degree",,Moderate-term on-the-job training,SC or associate's,1. Materials & Processing,1. Materials & Processing,0.00017548210093710007,0.017548210093710007
1.0,1. Materials & Processing,Upstream,15-1240,Database and network administrators and architects,Summary,3.0,3.8,2.0,0.6000000000000001,3.8,2.0,0.6000000000000001,-0.1,-55.3,0.0018167909734174,0.001786133960047,,,,,,,,,,,,,,,,,,,,,,,,,,1. Materials & Processing,,
1.0,1. Materials & Processing,Upstream,15-1241,Computer network architects,Line Item,4.0,0.3,0.0,0.2,0.4,0.0,0.2,0.0,26.5,0.0001434308663224,0.0001880141010575,,,,,,,,,,,,,,,,,,,,,,,,,,1. Materials & Processing,,
1.0,1. Materials & Processing,Upstream,15-1242,Database administrators,Line Item,4.0,0.2,0.0,0.3,0.2,0.0,0.3,0.0,-5.9,9.56205775482884e-05,9.400705052878966e-05,,,,,,,,,,,,,,,,,,,,,,,,,,1. Materials & Processing,,
1.0,1. Materials & Processing,Upstream,15-1244,Network and computer systems administrators,Line Item,4.0,3.0,1.5,0.7999999999999999,2.8000000000000003,1.3,0.7,-0.1,-79.8,0.0014343086632243,0.001316098707403,1. Materials & Processing,Network and Computer Systems Administrators,110.0,110.0,detailed,False,,0.001547987616099,,0.000915369892652,0.0,0.0,        Network and computer systems administrators,Line item,331.5,317.7,-13.8,-4.2,14.3,96800.0,Bachelor's degree,,,BA+,1. Materials & Processing,1. Materials & Processing,0.0005189387705722999,0.05189387705722999
1.0,1. Materials & Processing,Upstream,15-1250,"Software and web developers, programmers, and testers",Summary,3.0,3.9,1.9,0.0,4.1000000000000005,1.9,0.0,0.2,43.5,0.0018646012621916,0.0019271445358401,,,,,,,,,,,,,,,,,,,,,,,,,,1. Materials & Processing,,
1.0,1. Materials & Processing,Upstream,15-1251,Computer programmers,Line Item,4.0,0.5,0.0,0.3,0.4,0.0,0.3,0.0,-27.0,0.0002390514438707,0.0001880141010575,1. Materials & Processing,Computer Programmers,30.0,,detailed,False,,0.0004221784407542,,,,,        Computer programmers,Line item,121.2,113.9,-7.2,-6.0,5.5,98670.0,Bachelor's degree,,,BA+,1. Materials & Processing,1. Materials & Processing,,
1.0,1. Materials & Processing,Upstream,15-1252,Software developers,Line Item,4.0,2.7,1.3,0.0,3.1,1.5,0.0,0.2,73.4,0.0012908777969018,0.0014571092831962,1. Materials & Processing,Software Developers,150.0,140.0,detailed,False,,0.0021108922037714,,0.0011650162270117,-10.0,-6.666666666666665,        Software developers,Line item,1693.8,1961.4,267.7,15.8,115.2,133080.0,Bachelor's degree,,,BA+,1. Materials & Processing,1. Materials & Processing,0.00012586156989009985,0.012586156989009986
1.0,1. Materials & Processing,Upstream,15-1253,Software quality assurance analysts and testers,Line Item,4.0,0.1,0.0,0.1,0.1,0.0,0.1,0.0,2.5,4.78102887741442e-05,4.700352526439483e-05,,,,,,,,,,,,,,,,,,,,,,,,,,1. Materials & Processing,,
1.0,1. Materials & Processing,Upstream,15-1254,Web developers,Line Item,4.0,0.3,0.0,0.3,0.3,0.0,0.3,0.0,12.4,0.0001434308663224,0.0001410105757931,,,,,,,,,,,,,,,,,,,,,,,,,,1. Materials & Processing,,
1.0,1. Materials & Processing,Upstream,15-1255,Web and digital interface designers,Line Item,4.0,0.3,0.0,0.3,0.3,0.0,0.2,0.0,12.0,0.0001434308663224,0.0001410105757931,,,,,,,,,,,,,,,,,,,,,,,,,,1. Materials & Processing,,
1.0,1. Materials & Processing,Upstream,15-1299,"Computer occupations, all other",Line Item,3.0,1.4,0.2,0.3,1.4,0.3,0.3,0.0,13.1,0.000669344042838,0.0006580493537015,1. Materials & Processing,"Computer Occupations, All Other",40.0,40.0,detailed,False,,0.0005629045876723,,0.0003328617791462,0.0,0.0,"      Computer occupations, all other",Line item,472.0,510.5,38.5,8.2,31.3,108970.0,Bachelor's degree,,,BA+,1. Materials & Processing,1. Materials & Processing,0.0003364822636918,0.033648226369179995
1.0,1. Materials & Processing,Upstream,15-2000,Mathematical science occupations,Summary,2.0,1.0,0.2,0.2,1.2,0.4,0.2,0.2,106.8,0.0004781028877414,0.0005640423031727,,,,,,,,,,,,,,,,,,,,,,,,,,1. Materials & Processing,,
1.0,1. Materials & Processing,Upstream,15-2031,Operations research analysts,Line Item,3.0,0.2,0.0,0.2,0.2,0.0,0.2,0.0,40.0,9.56205775482884e-05,9.400705052878966e-05,,,,,,,,,,,,,,,,,,,,,,,,,,1. Materials & Processing,,
1.0,1. Materials & Processing,Upstream,15-2051,Data scientists,Line Item,3.0,0.7000000000000001,0.2,0.3,0.8,0.2,0.2,0.2,90.4,0.000334672021419,0.0003760282021151,1. Materials & Processing,Data Scientists,,60.0,detailed,False,,,,0.0004992926687193,,,      Data scientists,Line item,245.9,328.3,82.5,33.5,23.4,112590.0,Bachelor's degree,,,BA+,1. Materials & Processing,1. Materials & Processing,-0.00016462064730030004,-0.016462064730030004
