occupation_code,occupation_title,min_employment,max_employment,avg_employment,std_employment,segment_name
51-9162,Computer Numerically Controlled Tool Programmers,0.014963058991441,60.83910342271377,9.701064996369533,21.138932458400202,1. Materials & Processing
51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",0.0399833382264891,50.69925285226147,9.672411676922033,16.21911567209001,1. Materials & Processing
53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",0.0035137986305673,34.556045529363814,8.77221272208465,12.85929004741883,1. Materials & Processing
35-3023,Fast Food and Counter Workers,8.277912959642128,8.407649793703406,8.342781376672768,0.07490359606908907,"8. Motor Vehicle Parts, Materia"
11-3021,Computer and Information Systems Managers,0.0073653713989582,120.99064089825984,8.186625983745271,26.67019380363357,1. Materials & Processing
11-1021,General and Operations Managers,0.0364640305509924,36.10292123852576,7.954763984764375,11.648129910151924,1. Materials & Processing
47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,0.0028548087143437,40.33021363275328,7.785636256378559,14.47254791959467,10. Logistics
41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",0.0015356320895818,60.761376558495314,7.375287812488082,17.977336662335908,1. Materials & Processing
49-3093,Tire Repairers and Changers,0.0207179578266341,19.2578813737429,7.364895261183405,8.758545214183968,1. Materials & Processing
15-1252,Software Developers,0.0229394696214762,80.66042726550656,6.711824380476539,17.58929021369276,1. Materials & Processing
53-3033,Light Truck Drivers,0.0006922705792232,37.53123438955426,6.563404471980996,12.264602077910085,1. Materials & Processing
51-1011,First-Line Supervisors of Production and Operating Workers,0.0028344468505774,41.75316977901335,6.258811136607994,12.418194757148616,1. Materials & Processing
49-3041,Farm Equipment Mechanics and Service Technicians,6.070574332992663,6.1657163209231785,6.1181453269579205,0.054930252342918845,"8. Motor Vehicle Parts, Materia"
49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,0.0002073647615522,17.176591440828947,5.954089522775749,6.530097182098451,1. Materials & Processing
51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",0.0126837852904548,36.95423624867217,5.676005668927643,10.91171209654984,1. Materials & Processing
53-6021,Parking Attendants,5.60263897461434,5.694648997942941,5.648643986278641,0.05312201173691143,"9. Dealers, Maintenance, & Repa"
51-2031,Engine and Other Machine Assemblers,0.0135257303751848,22.511729755791613,5.605993935559989,8.913084106886824,2. Equipment Manufacturing
37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",0.0012784528972293,80.66042726550656,5.55551388605401,16.779507805293267,1. Materials & Processing
51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",0.0249176705734289,35.86487274613996,5.467543989250465,11.265171926392597,1. Materials & Processing
49-9041,Industrial Machinery Mechanics,0.0008996353407754,25.385607945832145,5.369949254226603,8.308658995892072,1. Materials & Processing
53-3053,Shuttle Drivers and Chauffeurs,4.8480340307721335,4.927651462180855,4.887842746476494,0.045967145456011986,6. Engineering & Design
17-2112,Industrial Engineers,0.0141101387656078,31.183620091625723,4.822249972931309,9.755145613135783,1. Materials & Processing
51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0.0947497747251598,27.403211935261847,4.779294058154066,8.928701364343675,1. Materials & Processing
43-9061,"Office Clerks, General",0.0168594231866198,16.662601502109013,4.397742425323001,6.02872677399231,1. Materials & Processing
51-4121,"Welders, Cutters, Solderers, and Brazers",0.0014702675558972,29.632993972902646,4.380406191418424,8.823740716074855,1. Materials & Processing
49-3022,Automotive Glass Installers and Repairers,4.120329958379428,4.187996580717542,4.154163269548485,0.03906734262206274,"9. Dealers, Maintenance, & Repa"
49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",0.0146185781616755,11.66595256966588,3.987388118093024,5.606143834977921,1. Materials & Processing
51-4041,Machinists,0.0008996353407754,16.907111645810474,3.968888567912598,5.964971108732108,1. Materials & Processing
43-4051,Customer Service Representatives,0.0038807712219881,15.423712153844392,3.821054473256917,5.634093282335088,1. Materials & Processing
17-2051,Civil Engineers,0.0813744753255727,12.430365280683231,3.782283336939984,5.235335051668656,4. Parts & Machining
49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",0.0009853617382263,18.983048688571923,3.765290365148046,6.187561058912684,1. Materials & Processing
53-7065,Stockers and Order Fillers,0.0010710881356771,26.777544325304717,3.7335017243450372,7.954849810728678,1. Materials & Processing
51-2028,"Electrical, electronic, and electromechanical assemblers, except coil winders, tapers, and finishers",0.0031838118399974,16.577953941924733,3.688517654507517,5.806919504686094,2. Equipment Manufacturing
29-1141,Registered Nurses,0.0008294590462089,18.529572989377115,3.656589517691364,6.901114080287603,1. Materials & Processing
43-5071,"Shipping, Receiving, and Inventory Clerks",0.0022621932277853,14.08008364962769,3.6520659679427787,5.215030949729663,1. Materials & Processing
11-3121,Human Resources Managers,0.0022997266021062,50.41276704094159,3.5140060913402715,11.090693646816392,1. Materials & Processing
35-2021,Food Preparation Workers,3.350583816998005,3.403096345070427,3.3768400810342163,0.030318122218440654,"8. Motor Vehicle Parts, Materia"
53-3031,Driver/Sales Workers,0.7321471327953348,6.076901234233832,3.247547711082142,2.24253731365468,10. Logistics
17-2141,Mechanical Engineers,0.029161769453619,15.961255019369757,3.0094578256576288,4.936557394075324,1. Materials & Processing
51-9124,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",8.572639745081966e-05,14.77872355999877,2.9589339713935185,4.727901729811763,1. Materials & Processing
51-9022,"Grinding and Polishing Workers, Hand",0.0200173090016443,15.448663980898193,2.898663336215448,5.758938491402895,2. Equipment Manufacturing
43-3031,"Bookkeeping, Accounting, and Auditing Clerks",0.0088256613137217,11.424641944599404,2.873823392650389,3.9813791971732355,1. Materials & Processing
51-9161,Computer Numerically Controlled Tool Operators,3.4290558980327864e-05,12.61279599463488,2.7928672352321247,4.181726538311464,1. Materials & Processing
53-7051,Industrial Truck and Tractor Operators,8.572639745081966e-05,12.787525163419671,2.762126047871897,4.137493688755259,1. Materials & Processing
43-5032,"Dispatchers, Except Police, Fire, and Ambulance",0.8294599713983477,10.065230930945736,2.741438021405712,3.1895499159787697,10. Logistics
53-1047,"First-Line Supervisors of Transportation and Material-Moving Workers, Except Aircraft Cargo Handling Supervisors",0.0001714527949016,10.293986179376322,2.7321717645996095,3.528598801669766,1. Materials & Processing
41-9031,Sales Engineers,0.0008996353407754,33.35323138087881,2.658662766174553,8.024700688502572,1. Materials & Processing
11-3051,Industrial Production Managers,0.0024683989041779,14.840201330343506,2.5643622243255493,4.589907465484194,1. Materials & Processing
49-9071,"Maintenance and Repair Workers, General",0.0031634499762311,12.77580299644872,2.5432463549953725,3.678707016238665,1. Materials & Processing
51-9011,Chemical Equipment Operators and Tenders,0.6554314138857584,3.9561713007650847,2.278867020640318,1.8625025693092594,1. Materials & Processing
51-4111,Tool and Die Makers,0.021490736621967,13.234268178616034,2.2744049335548477,4.154621895448034,1. Materials & Processing
11-2022,Sales Managers,0.0037137203275866,8.506973295737248,2.1180056778893155,3.2814046901501817,1. Materials & Processing
13-1020,Buyers and Purchasing Agents,0.0057701702014901,7.72428003846381,1.990964228333153,2.628379551475763,1. Materials & Processing
53-3099,"Motor Vehicle Operators, All Other",1.4720293994693776,2.4988259322675908,1.9811017604120944,0.5321797949922904,"8. Motor Vehicle Parts, Materia"
43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",0.0188073502286384,6.643721856986356,1.9686801154813576,2.4996891569313444,1. Materials & Processing
35-1012,First-Line Supervisors of Food Preparation and Serving Workers,1.7738384913518852,1.8016392415078728,1.787738866429879,0.01605077058623297,"8. Motor Vehicle Parts, Materia"
43-1011,First-Line Supervisors of Office and Administrative Support Workers,0.0057715686451127,6.514690491006348,1.785910150942777,2.2390437467427504,1. Materials & Processing
43-5061,"Production, Planning, and Expediting Clerks",0.0037340821913529,10.504897189344453,1.7436919896200087,3.1032768350697997,1. Materials & Processing
51-9199,"Production Workers, All Other",0.0005861823180061,9.606579565937649,1.7086927520180093,2.978230925586022,1. Materials & Processing
13-2011,Accountants and Auditors,0.0128926485015628,5.587517560120834,1.5591541060185408,1.866188219200401,1. Materials & Processing
41-3091,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",0.0086259625807501,5.725068703147033,1.4610924429790109,2.035333533329491,1. Materials & Processing
51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0.0266868037355518,3.71020919308056,1.457893055214995,1.4113027323969243,1. Materials & Processing
51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",0.0214174656391681,8.515339523812003,1.4570436350252276,2.8426139995496036,1. Materials & Processing
51-6093,Upholsterers,1.3937765127343746,1.5015233326946285,1.4476499227145014,0.06220765550837864,7. Core Automotive
51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",0.0294814604961275,5.6528318744823975,1.370393619458648,1.9827463649850392,1. Materials & Processing
17-3026,Industrial Engineering Technologists and Technicians,0.0029062707838786,9.516518076428486,1.3659355979477628,3.011364237622358,1. Materials & Processing
51-9141,Semiconductor Processing Technicians,0.2585446393891555,2.4974349064007497,1.3580747382325955,1.264627378354835,4. Parts & Machining
47-2111,Electricians,0.0016776323174495,9.779421025250464,1.3569762827507623,3.1087942898099175,1. Materials & Processing
53-7064,"Packers and Packagers, Hand",0.0131950560712067,3.912975348125614,1.310240687772607,1.3819575130965749,1. Materials & Processing
13-1071,Human Resources Specialists,0.0077832650442099,6.047322593539235,1.1751188107514263,1.7148188445640655,1. Materials & Processing
51-6031,Sewing Machine Operators,0.0308700389291315,2.90473932332795,1.1440188347252747,1.2722077202877313,1. Materials & Processing
13-1081,Logisticians,0.004600086028642,5.552375346987471,1.1202040912446414,1.7163498300043039,1. Materials & Processing
11-9041,Architectural and Engineering Managers,0.0256530694862008,5.99816892250858,1.0924412860277617,1.829978512284416,1. Materials & Processing
51-9197,Tire Builders,0.3099406490864472,1.8707957459451692,1.0776314784357721,0.8807409029032359,1. Materials & Processing
13-1082,Project Management Specialists,0.0306866526624023,4.447491918783299,1.060325457719543,1.4832792877453183,1. Materials & Processing
11-3071,"Transportation, Storage, and Distribution Managers",0.0011927264997785,4.575104968611697,1.043318356785885,1.4123293230373368,1. Materials & Processing
51-4193,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",0.0275624175595626,4.225372166768462,1.0404707434841158,1.339499260956531,1. Materials & Processing
43-4171,Receptionists and Information Clerks,0.0017633587149003,6.607731279454495,1.0372445792682625,2.1635760303781963,1. Materials & Processing
51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",0.007572865102845,2.83714325123842,1.0247711416501983,1.0134507243412494,1. Materials & Processing
13-1051,Cost Estimators,0.0017471757875865,6.8329072587346005,1.0214115169881353,2.22654848327,1. Materials & Processing
51-9198,Helpers--Production Workers,0.0001714527949016,4.592100889556652,0.9992816787598798,1.4937915237055348,1. Materials & Processing
11-3031,Financial Managers,0.0050683990586174,3.387572449615871,0.990363630863547,1.2471968481800115,1. Materials & Processing
29-2072,Medical Records Specialists,0.0915616916132559,1.7232198201699749,0.9058732374329015,0.9400921985035704,6. Engineering & Design
43-5011,Cargo and Freight Agents,0.2928588531181339,1.5250349895372326,0.8739961511984053,0.6528832330251056,10. Logistics
49-9044,Millwrights,0.0042581195464994,3.900538958882274,0.8728860759893022,1.4884094448399288,1. Materials & Processing
49-9099,"Installation, Maintenance, and Repair Workers, All Other",0.0013780817588297,3.262891152573613,0.8650936982963223,1.257362389074647,10. Logistics
13-1161,Market Research Analysts and Marketing Specialists,0.0093269730227542,3.691038919326928,0.790867780074581,1.139579601169888,1. Materials & Processing
41-1012,First-Line Supervisors of Non-Retail Sales Workers,8.572639745081966e-05,4.507922470352438,0.7865492035930921,1.6848401599821103,1. Materials & Processing
43-3021,Billing and Posting Clerks,0.0006922705792232,1.5250349895372326,0.7823527998314938,0.5783667705408251,10. Logistics
49-3092,Recreational Vehicle Service Technicians,0.7725618671961428,0.785249358884539,0.7789056130403409,0.007325126741636635,"9. Dealers, Maintenance, & Repa"
13-1199,"Business Operations Specialists, All Other",0.012154991623104,3.422587303066372,0.7467875339881561,1.0246542337131732,1. Materials & Processing
53-7199,"Material Moving Workers, All Other",0.7248872159668545,0.7362481197247865,0.7305676678458205,0.00655922084287952,"8. Motor Vehicle Parts, Materia"
49-2092,"Electric Motor, Power Tool, and Related Repairers",0.6775511408424519,0.6881701628539261,0.682860651848189,0.006130895216855152,"8. Motor Vehicle Parts, Materia"
47-2152,"Plumbers, Pipefitters, and Steamfitters",0.0006922705792232,3.1425832702112846,0.6779616642399272,1.2122484027955414,1. Materials & Processing
13-1151,Training and Development Specialists,0.0025070913636585,2.9621388469107472,0.6479283942274652,0.9582330344741986,1. Materials & Processing
51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",0.1089657608430061,2.019051929155541,0.6364254511322547,0.8391387764816087,1. Materials & Processing
41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",0.0022267698147098,3.102469190003705,0.6324460674484337,1.0458039940762935,1. Materials & Processing
17-3027,Mechanical Engineering Technologists and Technicians,0.0030777235787803,3.591228888051001,0.6253887596309587,1.1873682377474064,1. Materials & Processing
49-9043,"Maintenance Workers, Machinery",0.0225647592149835,2.227708163526616,0.61921816609684,0.8031388101473067,1. Materials & Processing
17-2071,Electrical Engineers,0.0200888656026404,2.14811657349516,0.6134605446038945,0.6688064826401229,1. Materials & Processing
51-9111,Packaging and Filling Machine Operators and Tenders,0.0002073647615522,3.5072335015372955,0.6070006595354175,0.9053744705875351,1. Materials & Processing
51-4071,Foundry Mold and Coremakers,0.0028226657754709,2.8480549028442685,0.6015210059205439,0.8766278591936222,1. Materials & Processing
11-9199,"Managers, All Other",0.0086438242961876,1.6402906829713382,0.577598340345651,0.6018494151225517,1. Materials & Processing
17-2199,"Engineers, All Other",0.0099823479704105,2.696402472234385,0.5186809311407018,0.8250469014328681,1. Materials & Processing
51-4051,Metal-Refining Furnace Operators and Tenders,0.0037864325514225,1.358427999470322,0.49623590069339185,0.5691360665929612,1. Materials & Processing
47-2073,Operating Engineers and Other Construction Equipment Operators,0.1464294265590669,0.7625174947686163,0.4878191703823707,0.22052690748043918,10. Logistics
53-7063,Machine Feeders and Offbearers,0.0774994921588981,0.7261848308319875,0.4847938077131954,0.2723367067853674,1. Materials & Processing
43-9199,"Office and Administrative Support Workers, All Other",0.0007752164838441,0.958746919702605,0.47933560936638825,0.5042930119238768,6. Engineering & Design
51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",0.1367035019874172,0.8251396863485826,0.4753038924976866,0.38846264962441457,1. Materials & Processing
17-3023,Electrical and Electronic Engineering Technologists and Technicians,0.0057610794982224,1.751089446548914,0.47468162083010856,0.5981627467503652,2. Equipment Manufacturing
15-1232,Computer User Support Specialists,0.0047011395649294,1.819904585991829,0.4582531580814993,0.6364732778209898,1. Materials & Processing
15-1253,Software Quality Assurance Analysts and Testers,0.0033210003069831,1.194879139539756,0.43113035800102745,0.5362684993070124,5. Component Systems
51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",0.0214874954712844,1.2401000450695912,0.4278785998697337,0.416529752710243,1. Materials & Processing
43-4151,Order Clerks,0.0112823796074917,1.8879579865790548,0.42481833407758096,0.7446918925634302,1. Materials & Processing
15-1211,Computer Systems Analysts,0.0070052680675359,2.0989629024645065,0.4230118755118082,0.6841917409702626,1. Materials & Processing
43-3011,Bill and Account Collectors,0.3144187266009192,0.498707186323777,0.40592998767920163,0.09513410776455884,6. Engineering & Design
11-2021,Marketing Managers,0.0047322135396336,1.740921307048788,0.4053619846314329,0.5631547388341474,1. Materials & Processing
19-5011,Occupational Health and Safety Specialists,0.0017992706815509,1.82973532019796,0.4040797085686395,0.5857810525567844,1. Materials & Processing
17-1011,"Architects, Except Landscape and Naval",0.039017872229237,0.7343286213002507,0.3860265752115608,0.40060855843345344,6. Engineering & Design
51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",0.0157517679405845,1.0166587631647823,0.38142073405923815,0.4051782722182948,1. Materials & Processing
13-1041,Compliance Officers,0.0034581887739689,1.2440328105704097,0.36436969481552184,0.4749264263457267,1. Materials & Processing
15-1299,"Computer Occupations, All Other",0.0060697207601098,1.3236244006018654,0.3608986644378735,0.4678009679740732,1. Materials & Processing
11-3061,Purchasing Managers,0.0011927264997785,1.8493967886102212,0.3514794708593962,0.5838710445880673,1. Materials & Processing
49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,0.3457523823316758,0.3511712384698775,0.3484618104007767,0.0031285780500906074,"8. Motor Vehicle Parts, Materia"
11-3013,Facilities Managers,0.0013143648638799,1.372778071632519,0.3456395968917319,0.47904797898486606,1. Materials & Processing
13-1111,Management Analysts,0.0084755356234332,1.3236244006018654,0.34527902777620906,0.4649594246877151,1. Materials & Processing
17-2072,"Electronics Engineers, Except Computer",0.0026228524033096,1.3236244006018654,0.3419540682724621,0.45893786019244603,1. Materials & Processing
51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0.0130544300980877,1.528609668106492,0.340644348792101,0.4295034431604566,1. Materials & Processing
43-6011,Executive Secretaries and Executive Administrative Assistants,0.0047709059991141,1.0249046157169266,0.3316313506913815,0.42672086575878604,1. Materials & Processing
17-3011,Architectural and Civil Drafters,0.0331368020056479,0.6236450308757036,0.3278417161384497,0.3402257920315339,6. Engineering & Design
27-1021,Commercial and Industrial Designers,0.0020998049050869,1.07405828674758,0.32318740881303987,0.397459316558635,1. Materials & Processing
27-4021,Photographers,0.3144187266009192,0.3195823065675349,0.317000516584227,0.0029811942837077257,6. Engineering & Design
41-3031,"Securities, Commodities, and Financial Services Sales Agents",0.3144187266009192,0.3195823065675349,0.317000516584227,0.0029811942837077257,"9. Dealers, Maintenance, & Repa"
43-4199,"Information and Record Clerks, All Other",0.3144187266009192,0.3195823065675349,0.317000516584227,0.0029811942837077257,"9. Dealers, Maintenance, & Repa"
23-2093,"Title Examiners, Abstractors, and Searchers",0.3144187266009192,0.3195823065675349,0.317000516584227,0.0029811942837077257,"9. Dealers, Maintenance, & Repa"
51-4052,"Pourers and Casters, Metal",0.0393435910994924,0.8644190774330438,0.309328401075832,0.3282375527113827,1. Materials & Processing
51-4199,"Metal Workers and Plastic Workers, All Other",0.0070242600609923,0.7261848308319875,0.29673004722219004,0.28913666286543455,1. Materials & Processing
15-1244,Network and Computer Systems Administrators,0.0048742137675013,1.044566084129188,0.2745291779569293,0.3307913236070139,1. Materials & Processing
51-8091,Chemical Plant and System Operators,0.0741502432781464,0.4475694301293941,0.2578127022890563,0.21070857406985075,1. Materials & Processing
15-1231,Computer Network Support Specialists,0.0008996353407754,0.498707186323777,0.25188003804946846,0.259842581057272,6. Engineering & Design
17-2131,Materials Engineers,0.0017992706815509,1.0249046157169266,0.24919493947881696,0.38599102472439,1. Materials & Processing
19-4031,Chemical Technicians,0.0058827178623238,0.749157785045109,0.24486865982978281,0.30772818633243815,1. Materials & Processing
11-3012,Administrative Services Managers,0.002092361840554,0.7753385018626411,0.2373757009166959,0.26045614005365714,1. Materials & Processing
43-3051,Payroll and Timekeeping Clerks,0.0007752164838441,0.5337622463380314,0.23685347214459496,0.20878463853846807,1. Materials & Processing
49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",0.0008996353407754,1.0249046157169266,0.23048888258579006,0.3417385615495266,1. Materials & Processing
17-3013,Mechanical Drafters,0.003062173475896,0.9439800868472704,0.22744951073982977,0.2924394645579765,1. Materials & Processing
33-9032,Security Guards,0.0004976754277253,0.6383473882483877,0.22680618256654955,0.25732568896846975,1. Materials & Processing
27-1024,Graphic Designers,0.0037000905152711,0.8211525110146112,0.22573828629813963,0.3154543385654433,1. Materials & Processing
43-4071,File Clerks,0.0017497758436444,0.4474152291945489,0.22494225613759788,0.23400813692034128,1. Materials & Processing
13-2051,Financial and Investment Analysts,0.0023826725067271,1.0249046157169266,0.22452921382905483,0.3342763444649054,1. Materials & Processing
27-1025,Interior Designers,0.0219290518263826,0.4127116491509449,0.2169569043755317,0.2251523555248313,6. Engineering & Design
15-2051,Data Scientists,0.0039733235225705,0.498707186323777,0.21342698436328772,0.22384658701073534,1. Materials & Processing
17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,0.0008996353407754,0.7261848308319875,0.1989573764740085,0.30046153498389494,1. Materials & Processing
53-7021,Crane and Tower Operators,0.0114989464888974,0.4007683885904214,0.1988014882607655,0.15794162895877356,1. Materials & Processing
51-2051,Fiberglass Laminators and Fabricators,0.0564686114565222,0.3408434434259301,0.1963355030341135,0.16046367582471513,1. Materials & Processing
47-2031,Carpenters,0.1825059410145843,0.1966146841226143,0.1895603125685993,0.00814568663134838,7. Core Automotive
19-2031,Chemists,0.0076788244217276,0.76123111552051,0.1863866151206002,0.26818713104126374,1. Materials & Processing
47-4011,Construction and Building Inspectors,0.0171683103647363,0.3231129982209723,0.1698561114078947,0.17627235092541604,6. Engineering & Design
51-5112,Printing Press Operators,0.0012001695643114,0.6223868432003434,0.168018591510147,0.20749884838907787,1. Materials & Processing
11-1011,Chief Executives,0.0027144561252107,0.8105268724842714,0.16561982097674532,0.2475573161079882,1. Materials & Processing
51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",0.0459160985598547,0.2771486802694818,0.15964551058695756,0.13047719369046387,1. Materials & Processing
13-2099,"Financial Specialists, All Other",0.0002073647615522,0.3195823065675349,0.15952604857933467,0.16836436935002977,6. Engineering & Design
17-1022,Surveyors,0.0159222233221344,0.2996612483500953,0.15752784525732166,0.163478389971152,6. Engineering & Design
51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",0.027503994203244,0.390866034294155,0.15694149511255362,0.15279338207180837,3.Forging and foundries
43-9021,Data Entry Keyers,0.0009339258997558,0.5421334587845376,0.15612930825282745,0.22969291580910878,1. Materials & Processing
51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",0.0253308997294765,0.538304715442208,0.1546828607828588,0.17072942726772172,1. Materials & Processing
27-3031,Public Relations Specialists,0.0018646352152354,0.298719784884939,0.1532249456224373,0.14485353154160666,6. Engineering & Design
15-2031,Operations Research Analysts,0.0017290943869844,0.298719784884939,0.1525544533743762,0.14549091330299377,6. Engineering & Design
47-2061,Construction Laborers,0.0021625381351205,0.3812587473843081,0.1517834651281376,0.12913641071700974,10. Logistics
51-8021,Stationary Engineers and Boiler Operators,0.0042953434615895,0.298719784884939,0.1514682153356225,0.14640362836000828,1. Materials & Processing
17-3031,Surveying and Mapping Technicians,0.0145376821636879,0.2736037484935653,0.14382977175668502,0.1492628777997475,6. Engineering & Design
43-3061,Procurement Clerks,8.572639745081966e-05,0.498707186323777,0.1397124700348937,0.18894666856463496,1. Materials & Processing
23-1011,Lawyers,0.0017290943869844,0.298719784884939,0.1376123199272867,0.11814261947726626,6. Engineering & Design
43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",0.0081624004042838,0.2447997480774571,0.13564541917994313,0.11568152936886016,1. Materials & Processing
51-4062,"Patternmakers, Metal and Plastic",0.0367966287644717,0.2432043923875831,0.13557226375750003,0.11236817876682548,3.Forging and foundries
19-1042,"Medical Scientists, Except Epidemiologists",0.0134659398908415,0.2534332219977923,0.13322640013596532,0.13825896850365116,6. Engineering & Design
51-2041,Structural Metal Fabricators and Fitters,0.0001200169564311,0.328160054012883,0.1253931978693092,0.12462124721129653,2. Equipment Manufacturing
