segment_id,segment_name,year,methodology,projection_method,projection_label,occcd,soctitle,employment,employment_auto,employment_raw,share,share_2024,share_2034,ep_entry_education,ep_work_experience,ep_on_the_job_training,ep_edu_grouped,empl_2021,ep_openings_annual_avg,openings
4,4. Parts & Machining,2025,sam_mi_bls_us,bls_us,BLS US,11-1011,Chief Executives,14.467301769378057,14.467301769378057,48.87918346784974,0.0009709781869576175,0.0009684292078249046,0.0011866418036955,Bachelor's degree,5 years or more,,BA+,,22.2,22.203702831390515
5,5. Component Systems,2025,sam_mi_bls_us,bls_us,BLS US,11-1011,Chief Executives,15.181987446083719,15.181987446083719,46.348190949877704,0.002518476223521403,0.002489110143123809,0.0015089163237311,Bachelor's degree,5 years or more,,BA+,,22.2,22.61655353560811
6,6. Engineering & Design,2025,sam_mi_bls_us,bls_us,BLS US,11-1011,Chief Executives,1.1787446545568605,1.1787446545568605,137.3794270443139,0.0011375305458264323,0.0011372867587327096,0.003024433343528,Bachelor's degree,5 years or more,,BA+,260.0,22.2,22.295247479907847
7,7. Core Automotive,2025,sam_mi_bls_us,bls_us,BLS US,11-1011,Chief Executives,115.1531320034875,115.1531320034875,115.1531320034875,0.0006756445867997345,0.0006872852233676048,0.0003273322422258,Bachelor's degree,5 years or more,,BA+,60.0,22.2,21.49016834127842
8,"8. Motor Vehicle Parts, Materials, & Products Sales",2025,sam_mi_bls_us,bls_us,BLS US,11-1011,Chief Executives,62.69586794197707,62.69586794197707,62.69586794197707,0.0005440372071341873,0.0005419075144508035,0.0011894576490473,Bachelor's degree,5 years or more,,BA+,110.0,22.2,22.26828510888253
0,0. All Segments,2025,sam_mi_bls_us,bls_us,BLS US,11-1011,Chief Executives,240.61813207126477,240.61813207126477,492.3500754168771,0.0005222471701568102,0.0005261476479528385,0.0004938393157149416,Bachelor's degree,5 years or more,,BA+,520.0,155.4,155.48243548599828
1,1. Materials & Processing,2026,sam_mi_bls_us,bls_us,BLS US,11-1011,Chief Executives,15.13489246356778,15.13489246356778,51.70556113541844,0.0007109192982114455,0.0006966699177929045,0.0008930669800235,Bachelor's degree,5 years or more,,BA+,90.0,22.2,22.698333258205018
3,3. Forging & Foundries,2026,sam_mi_bls_us,bls_us,BLS US,11-1011,Chief Executives,16.941866652746548,16.941866652746548,30.71963391562992,0.0019312571667596027,0.0018844221105527054,0.0011682242990654,Bachelor's degree,5 years or more,,BA+,,22.2,22.119655865818224
4,4. Parts & Machining,2026,sam_mi_bls_us,bls_us,BLS US,11-1011,Chief Executives,14.469356229640233,14.469356229640233,48.907398905453896,0.0009734660195923563,0.0009684292078249046,0.0011866418036955,Bachelor's degree,5 years or more,,BA+,,22.2,22.206855915902572
5,5. Component Systems,2026,sam_mi_bls_us,bls_us,BLS US,11-1011,Chief Executives,15.469488832041382,15.469488832041382,47.20748438040005,0.002548073056261093,0.002489110143123809,0.0015089163237311,Bachelor's degree,5 years or more,,BA+,,22.2,23.04484334352455
6,6. Engineering & Design,2026,sam_mi_bls_us,bls_us,BLS US,11-1011,Chief Executives,1.1837643225344021,1.1837643225344021,138.04816637356507,0.0011377369658961286,0.0011372867587327096,0.003024433343528,Bachelor's degree,5 years or more,,BA+,260.0,22.2,22.390191486138217
7,7. Core Automotive,2026,sam_mi_bls_us,bls_us,BLS US,11-1011,Chief Executives,111.4574111498145,111.4574111498145,111.4574111498145,0.0006639840075064138,0.0006872852233676048,0.0003273322422258,Bachelor's degree,5 years or more,,BA+,60.0,22.2,20.800463581138676
8,"8. Motor Vehicle Parts, Materials, & Products Sales",2026,sam_mi_bls_us,bls_us,BLS US,11-1011,Chief Executives,62.88805917779465,62.88805917779465,62.88805917779465,0.0005461342303451792,0.0005419075144508035,0.0011894576490473,Bachelor's degree,5 years or more,,BA+,110.0,22.2,22.336547490042562
0,0. All Segments,2026,sam_mi_bls_us,bls_us,BLS US,11-1011,Chief Executives,237.5448388281395,237.5448388281395,490.9337150380765,0.0005184556562463286,0.0005261476479528385,0.0004938393157149416,Bachelor's degree,5 years or more,,BA+,520.0,155.4,155.5968909407698
1,1. Materials & Processing,2027,sam_mi_bls_us,bls_us,BLS US,11-1011,Chief Executives,15.303187030506475,15.303187030506475,52.27543197247025,0.0007180987109440789,0.0006966699177929045,0.0008930669800235,Bachelor's degree,5 years or more,,BA+,90.0,22.2,22.950730569590956
3,3. Forging & Foundries,2027,sam_mi_bls_us,bls_us,BLS US,11-1011,Chief Executives,16.909823968131835,16.909823968131835,30.68419181052075,0.00195493045155564,0.0018844221105527054,0.0011682242990654,Bachelor's degree,5 years or more,,BA+,,22.2,22.077820265808974
4,4. Parts & Machining,2027,sam_mi_bls_us,bls_us,BLS US,11-1011,Chief Executives,14.471058463856988,14.471058463856988,48.935142089790936,0.0009758922777993983,0.0009684292078249046,0.0011866418036955,Bachelor's degree,5 years or more,,BA+,,22.2,22.209468421212875
5,5. Component Systems,2027,sam_mi_bls_us,bls_us,BLS US,11-1011,Chief Executives,15.765139613610145,15.765139613610145,48.08685187369492,0.002577900735445677,0.002489110143123809,0.0015089163237311,Bachelor's degree,5 years or more,,BA+,,22.2,23.48527327754608
6,6. Engineering & Design,2027,sam_mi_bls_us,bls_us,BLS US,11-1011,Chief Executives,1.1887676745372255,1.1887676745372255,138.7160171022223,0.0011379061060074992,0.0011372867587327096,0.003024433343528,Bachelor's degree,5 years or more,,BA+,260.0,22.2,22.484826885502105
7,7. Core Automotive,2027,sam_mi_bls_us,bls_us,BLS US,11-1011,Chief Executives,107.89204273604632,107.89204273604632,107.89204273604632,0.0006524616300029303,0.0006872852233676048,0.0003273322422258,Bachelor's degree,5 years or more,,BA+,60.0,22.2,20.13508552257024
8,"8. Motor Vehicle Parts, Materials, & Products Sales",2027,sam_mi_bls_us,bls_us,BLS US,11-1011,Chief Executives,63.08015723197058,63.08015723197058,63.08015723197058,0.0005481982705625208,0.0005419075144508035,0.0011894576490473,Bachelor's degree,5 years or more,,BA+,110.0,22.2,22.404776774996556
0,0. All Segments,2027,sam_mi_bls_us,bls_us,BLS US,11-1011,Chief Executives,234.61017671865957,234.61017671865957,489.6698348167161,0.000514829230498538,0.0005261476479528385,0.0004938393157149416,Bachelor's degree,5 years or more,,BA+,520.0,155.4,155.7479817172278
1,1. Materials & Processing,2028,sam_mi_bls_us,bls_us,BLS US,11-1011,Chief Executives,15.472924911757822,15.472924911757822,52.85040251278779,0.0007253142500844807,0.0006966699177929045,0.0008930669800235,Bachelor's degree,5 years or more,,BA+,90.0,22.2,23.205292470473893
3,3. Forging & Foundries,2028,sam_mi_bls_us,bls_us,BLS US,11-1011,Chief Executives,16.87694190743446,16.87694190743446,30.647191341141117,0.0019787735116966196,0.0018844221105527054,0.0011682242990654,Bachelor's degree,5 years or more,,BA+,,22.2,22.034888758809597
4,4. Parts & Machining,2028,sam_mi_bls_us,bls_us,BLS US,11-1011,Chief Executives,14.472414443086233,14.472414443086233,48.96243407108365,0.0009782565437383636,0.0009684292078249046,0.0011866418036955,Bachelor's degree,5 years or more,,BA+,,22.2,22.211549511407274
5,5. Component Systems,2028,sam_mi_bls_us,bls_us,BLS US,11-1011,Chief Executives,16.069220174288617,16.069220174288617,48.986882610657155,0.0026079593192654513,0.002489110143123809,0.0015089163237311,Bachelor's degree,5 years or more,,BA+,,22.2,23.938261023988755
6,6. Engineering & Design,2028,sam_mi_bls_us,bls_us,BLS US,11-1011,Chief Executives,1.1937544312364463,1.1937544312364463,139.38294792576653,0.001138038047582843,0.0011372867587327096,0.003024433343528,Bachelor's degree,5 years or more,,BA+,260.0,22.2,22.57914839466137
7,7. Core Automotive,2028,sam_mi_bls_us,bls_us,BLS US,11-1011,Chief Executives,104.45242364822897,104.45242364822897,104.45242364822897,0.0006410780082059445,0.0006872852233676048,0.0003273322422258,Bachelor's degree,5 years or more,,BA+,60.0,22.2,19.493175120820762
8,"8. Motor Vehicle Parts, Materials, & Products Sales",2028,sam_mi_bls_us,bls_us,BLS US,11-1011,Chief Executives,63.27213259876796,63.27213259876796,63.27213259876796,0.0005502290229933663,0.0005419075144508035,0.0011894576490473,Bachelor's degree,5 years or more,,BA+,110.0,22.2,22.47296248391254
0,0. All Segments,2028,sam_mi_bls_us,bls_us,BLS US,11-1011,Chief Executives,231.8098121148005,231.8098121148005,488.55441470843317,0.00051136518079464,0.0005261476479528385,0.0004938393157149416,Bachelor's degree,5 years or more,,BA+,520.0,155.4,155.9352777640742
1,1. Materials & Processing,2029,sam_mi_bls_us,bls_us,BLS US,11-1011,Chief Executives,15.644111342860773,15.644111342860773,53.43049620776933,0.0007325656394576246,0.0006966699177929045,0.0008930669800235,Bachelor's degree,5 years or more,,BA+,90.0,22.2,23.462026812776685
3,3. Forging & Foundries,2029,sam_mi_bls_us,bls_us,BLS US,11-1011,Chief Executives,16.84322807003336,16.84322807003336,30.608642409712917,0.002002785757141229,0.0018844221105527054,0.0011682242990654,Bachelor's degree,5 years or more,,BA+,,22.2,21.99087126672837
4,4. Parts & Machining,2029,sam_mi_bls_us,bls_us,BLS US,11-1011,Chief Executives,14.47343013358611,14.47343013358611,48.989295694033046,0.000980558409767516,0.0009684292078249046,0.0011866418036955,Bachelor's degree,5 years or more,,BA+,,22.2,22.213108343205175
5,5. Component Systems,2029,sam_mi_bls_us,bls_us,BLS US,11-1011,Chief Executives,16.382020482464892,16.382020482464892,49.90818470107042,0.0026382488291368496,0.002489110143123809,0.0015089163237311,Bachelor's degree,5 years or more,,BA+,,22.2,24.404238547744928
6,6. Engineering & Design,2029,sam_mi_bls_us,bls_us,BLS US,11-1011,Chief Executives,1.1987243053902228,1.1987243053902228,140.04892652699482,0.0011381328665521651,0.0011372867587327096,0.003024433343528,Bachelor's degree,5 years or more,,BA+,260.0,22.2,22.67315058060901
7,7. Core Automotive,2029,sam_mi_bls_us,bls_us,BLS US,11-1011,Chief Executives,101.13409838142037,101.13409838142037,101.13409838142037,0.0006298335983798258,0.0006872852233676048,0.0003273322422258,Bachelor's degree,5 years or more,,BA+,60.0,22.2,18.873900878304504
8,"8. Motor Vehicle Parts, Materials, & Products Sales",2029,sam_mi_bls_us,bls_us,BLS US,11-1011,Chief Executives,63.46395546653658,63.46395546653658,63.46395546653658,0.0005522261915844686,0.0005419075144508035,0.0011894576490473,Bachelor's degree,5 years or more,,BA+,110.0,22.2,22.5410940283044
0,0. All Segments,2029,sam_mi_bls_us,bls_us,BLS US,11-1011,Chief Executives,229.13956818229232,229.13956818229232,487.5835993875375,0.0005080607914015215,0.0005261476479528385,0.0004938393157149416,Bachelor's degree,5 years or more,,BA+,520.0,155.4,156.15839045767308
1,1. Materials & Processing,2030,sam_mi_bls_us,bls_us,BLS US,11-1011,Chief Executives,15.81675142127235,15.81675142127235,54.015736079389036,0.000739852594982911,0.0006966699177929045,0.0008930669800235,Bachelor's degree,5 years or more,,BA+,90.0,22.2,23.720941241335822
3,3. Forging & Foundries,2030,sam_mi_bls_us,bls_us,BLS US,11-1011,Chief Executives,16.808690105986727,16.808690105986727,30.56855503519524,0.0020269665628332803,0.0018844221105527054,0.0011682242990654,Bachelor's degree,5 years or more,,BA+,,22.2,21.945777777641457
4,4. Parts & Machining,2030,sam_mi_bls_us,bls_us,BLS US,11-1011,Chief Executives,14.474111494374993,14.474111494374993,49.015747588852115,0.000982797478551915,0.0009684292078249046,0.0011866418036955,Bachelor's degree,5 years or more,,BA+,,22.2,22.214154062214742
5,5. Component Systems,2030,sam_mi_bls_us,bls_us,BLS US,11-1011,Chief Executives,16.70384039976376,16.70384039976376,50.85138578440065,0.0026687692488278282,0.002489110143123809,0.0015089163237311,Bachelor's degree,5 years or more,,BA+,,22.2,24.883652551627033
6,6. Engineering & Design,2030,sam_mi_bls_us,bls_us,BLS US,11-1011,Chief Executives,1.2036770018702128,1.2036770018702128,140.71391957544128,0.0011381906335031849,0.0011372867587327096,0.003024433343528,Bachelor's degree,5 years or more,,BA+,260.0,22.2,22.766827861169624
7,7. Core Automotive,2030,sam_mi_bls_us,bls_us,BLS US,11-1011,Chief Executives,97.93275540531997,97.93275540531997,97.93275540531997,0.0006187287623146571,0.0006872852233676048,0.0003273322422258,Bachelor's degree,5 years or more,,BA+,60.0,22.2,18.276458166346973
8,"8. Motor Vehicle Parts, Materials, & Products Sales",2030,sam_mi_bls_us,bls_us,BLS US,11-1011,Chief Executives,63.65559572533569,63.65559572533569,63.65559572533569,0.0005541894890276703,0.0005419075144508035,0.0011894576490473,Bachelor's degree,5 years or more,,BA+,110.0,22.2,22.609160713739364
0,0. All Segments,2030,sam_mi_bls_us,bls_us,BLS US,11-1011,Chief Executives,226.5954215539237,226.5954215539237,486.753695193934,0.0005049133500586185,0.0005261476479528385,0.0004938393157149416,Bachelor's degree,5 years or more,,BA+,520.0,155.4,156.41697237407502
1,1. Materials & Processing,2031,sam_mi_bls_us,bls_us,BLS US,11-1011,Chief Executives,15.990850101939056,15.990850101939056,54.60614470442062,0.0007471748245649678,0.0006966699177929045,0.0008930669800235,Bachelor's degree,5 years or more,,BA+,90.0,22.2,23.982043187259734
3,3. Forging & Foundries,2031,sam_mi_bls_us,bls_us,BLS US,11-1011,Chief Executives,16.77333571455947,16.77333571455947,30.52693935132005,0.00205131526833284,0.0018844221105527054,0.0011682242990654,Bachelor's degree,5 years or more,,BA+,,22.2,21.89961834387035
4,4. Parts & Machining,2031,sam_mi_bls_us,bls_us,BLS US,11-1011,Chief Executives,14.474464474812434,14.474464474812434,49.041810162414,0.0009849733631704012,0.0009684292078249046,0.0011866418036955,Bachelor's degree,5 years or more,,BA+,,22.2,22.21469579922024
5,5. Component Systems,2031,sam_mi_bls_us,bls_us,BLS US,11-1011,Chief Executives,17.034989998546777,17.034989998546777,51.81713364845319,0.002699520523570029,0.002489110143123809,0.0015089163237311,Bachelor's degree,5 years or more,,BA+,,22.2,25.37696494934629
6,6. Engineering & Design,2031,sam_mi_bls_us,bls_us,BLS US,11-1011,Chief Executives,1.2086122176890988,1.2086122176890988,141.377892726898,0.0011382114138302308,0.0011372867587327096,0.003024433343528,Bachelor's degree,5 years or more,,BA+,260.0,22.2,22.860174505519996
7,7. Core Automotive,2031,sam_mi_bls_us,bls_us,BLS US,11-1011,Chief Executives,94.84422355082239,94.84422355082239,94.84422355082239,0.0006077637704727554,0.0006872852233676048,0.0003273322422258,Bachelor's degree,5 years or more,,BA+,60.0,22.2,17.700068550834445
8,"8. Motor Vehicle Parts, Materials, & Products Sales",2031,sam_mi_bls_us,bls_us,BLS US,11-1011,Chief Executives,63.84702297458895,63.84702297458895,63.84702297458895,0.0005561186367598354,0.0005419075144508035,0.0011894576490473,Bachelor's degree,5 years or more,,BA+,110.0,22.2,22.67715174255686
0,0. All Segments,2031,sam_mi_bls_us,bls_us,BLS US,11-1011,Chief Executives,224.17349903295818,224.17349903295818,486.0611671189172,0.0005019201547961633,0.0005261476479528385,0.0004938393157149416,Bachelor's degree,5 years or more,,BA+,520.0,155.4,156.71071707860793
1,1. Materials & Processing,2032,sam_mi_bls_us,bls_us,BLS US,11-1011,Chief Executives,16.166412192806966,16.166412192806966,55.201744198431136,0.0007545320279839607,0.0006966699177929045,0.0008930669800235,Bachelor's degree,5 years or more,,BA+,90.0,22.2,24.245339861195113
3,3. Forging & Foundries,2032,sam_mi_bls_us,bls_us,BLS US,11-1011,Chief Executives,16.737172642792284,16.737172642792284,30.483805604694414,0.0020758311774544238,0.0018844221105527054,0.0011682242990654,Bachelor's degree,5 years or more,,BA+,,22.2,21.852403080113607
4,4. Parts & Machining,2032,sam_mi_bls_us,bls_us,BLS US,11-1011,Chief Executives,14.474495012201748,14.474495012201748,49.067503589517756,0.0009870856872213943,0.0009684292078249046,0.0011866418036955,Bachelor's degree,5 years or more,,BA+,,22.2,22.21474266650264
5,5. Component Systems,2032,sam_mi_bls_us,bls_us,BLS US,11-1011,Chief Executives,17.37578988880363,17.37578988880363,52.80609686636226,0.0027305025591577757,0.002489110143123809,0.0015089163237311,Bachelor's degree,5 years or more,,BA+,,22.2,25.884653352481664
6,6. Engineering & Design,2032,sam_mi_bls_us,bls_us,BLS US,11-1011,Chief Executives,1.2135296420291593,1.2135296420291593,142.04081062303484,0.0011381952678820057,0.0011372867587327096,0.003024433343528,Bachelor's degree,5 years or more,,BA+,260.0,22.2,22.95318463472952
7,7. Core Automotive,2032,sam_mi_bls_us,bls_us,BLS US,11-1011,Chief Executives,91.86446842238995,91.86446842238995,91.86446842238995,0.0005969388051011731,0.0006872852233676048,0.0003273322422258,Bachelor's degree,5 years or more,,BA+,60.0,22.2,17.143979122681838
8,"8. Motor Vehicle Parts, Materials, & Products Sales",2032,sam_mi_bls_us,bls_us,BLS US,11-1011,Chief Executives,64.038206530766,64.038206530766,64.038206530766,0.0005580133649573593,0.0005419075144508035,0.0011894576490473,Bachelor's degree,5 years or more,,BA+,110.0,22.2,22.745056216596847
0,0. All Segments,2032,sam_mi_bls_us,bls_us,BLS US,11-1011,Chief Executives,221.87007433178974,221.87007433178974,485.5026358351964,0.0004990785204816985,0.0005261476479528385,0.0004938393157149416,Bachelor's degree,5 years or more,,BA+,520.0,155.4,157.03935893430122
1,1. Materials & Processing,2033,sam_mi_bls_us,bls_us,BLS US,11-1011,Chief Executives,16.343442350271157,16.343442350271157,55.802556199546814,0.0007619238967854893,0.0006966699177929045,0.0008930669800235,Bachelor's degree,5 years or more,,BA+,90.0,22.2,24.510838246502274
3,3. Forging & Foundries,2033,sam_mi_bls_us,bls_us,BLS US,11-1011,Chief Executives,16.700208684110816,16.700208684110816,30.439164152966487,0.0021005135579126037,0.0018844221105527054,0.0011682242990654,Bachelor's degree,5 years or more,,BA+,,22.2,21.804142161630942
4,4. Parts & Machining,2033,sam_mi_bls_us,bls_us,BLS US,11-1011,Chief Executives,14.47420902941514,14.47420902941514,49.09284780427492,0.000989134084927487,0.0009684292078249046,0.0011866418036955,Bachelor's degree,5 years or more,,BA+,,22.2,22.214303754194738
5,5. Component Systems,2033,sam_mi_bls_us,bls_us,BLS US,11-1011,Chief Executives,17.72657155467808,17.72657155467808,53.81896545239142,0.0027617152210339994,0.002489110143123809,0.0015089163237311,Bachelor's degree,5 years or more,,BA+,,22.2,26.407211571801344
6,6. Engineering & Design,2033,sam_mi_bls_us,bls_us,BLS US,11-1011,Chief Executives,1.218428956271896,1.218428956271896,142.7026368911187,0.0011381422511082186,0.0011372867587327096,0.003024433343528,Bachelor's degree,5 years or more,,BA+,260.0,22.2,23.045852222320587
7,7. Core Automotive,2033,sam_mi_bls_us,bls_us,BLS US,11-1011,Chief Executives,88.98958884074443,88.98958884074443,88.98958884074443,0.0005862539633078079,0.0006872852233676048,0.0003273322422258,Bachelor's degree,5 years or more,,BA+,60.0,22.2,16.607461833958894
8,"8. Motor Vehicle Parts, Materials, & Products Sales",2033,sam_mi_bls_us,bls_us,BLS US,11-1011,Chief Executives,64.22911543508664,64.22911543508664,64.22911543508664,0.0005598734125254087,0.0005419075144508035,0.0011894576490473,Bachelor's degree,5 years or more,,BA+,110.0,22.2,22.81286313993621
0,0. All Segments,2033,sam_mi_bls_us,bls_us,BLS US,11-1011,Chief Executives,219.68156485057818,219.68156485057818,485.0748747761294,0.0004963857850927975,0.0005261476479528385,0.0004938393157149416,Bachelor's degree,5 years or more,,BA+,520.0,155.4,157.40267293034498
1,1. Materials & Processing,2034,sam_mi_bls_us,bls_us,BLS US,11-1011,Chief Executives,16.521945074565117,16.521945074565117,56.40860185199234,0.0007693501141701453,0.0006966699177929045,0.0008930669800235,Bachelor's degree,5 years or more,,BA+,90.0,22.2,24.778545092340455
3,3. Forging & Foundries,2034,sam_mi_bls_us,bls_us,BLS US,11-1011,Chief Executives,16.66245167697373,16.66245167697373,30.39302546305346,0.002125361640975436,0.0018844221105527054,0.0011682242990654,Bachelor's degree,5 years or more,,BA+,,22.2,21.754845822478124
4,4. Parts & Machining,2034,sam_mi_bls_us,bls_us,BLS US,11-1011,Chief Executives,14.473612432542117,14.473612432542117,49.11786249161981,0.0009911182012388095,0.0009684292078249046,0.0011866418036955,Bachelor's degree,5 years or more,,BA+,,22.2,22.21338812667207
5,5. Component Systems,2034,sam_mi_bls_us,bls_us,BLS US,11-1011,Chief Executives,18.087677700876164,18.087677700876164,54.85645153703264,0.0027931583333631665,0.002489110143123809,0.0015089163237311,Bachelor's degree,5 years or more,,BA+,,22.2,26.94515013330587
6,6. Engineering & Design,2034,sam_mi_bls_us,bls_us,BLS US,11-1011,Chief Executives,1.2233098340287156,1.2233098340287156,143.36333414383353,0.0011380524142050755,0.0011372867587327096,0.003024433343528,Bachelor's degree,5 years or more,,BA+,260.0,22.2,23.13817109484891
7,7. Core Automotive,2034,sam_mi_bls_us,bls_us,BLS US,11-1011,Chief Executives,86.21581331999894,86.21581331999894,86.21581331999894,0.0005757092600989043,0.0006872852233676048,0.0003273322422258,Bachelor's degree,5 years or more,,BA+,60.0,22.2,16.089812840443614
8,"8. Motor Vehicle Parts, Materials, & Products Sales",2034,sam_mi_bls_us,bls_us,BLS US,11-1011,Chief Executives,64.41971846124223,64.41971846124223,64.41971846124223,0.0005616985270820342,0.0005419075144508035,0.0011894576490473,Bachelor's degree,5 years or more,,BA+,110.0,22.2,22.880561421631207
0,0. All Segments,2034,sam_mi_bls_us,bls_us,BLS US,11-1011,Chief Executives,217.60452850022702,217.60452850022702,484.774807268773,0.0004938393157149416,0.0005261476479528385,0.0004938393157149416,Bachelor's degree,5 years or more,,BA+,520.0,155.4,157.80047453172025
1,1. Materials & Processing,2024,sam_mi_bls_us,bls_us,BLS US,11-1021,General and Operations Managers,319.7364119899461,319.7364119899461,1092.5500905670956,0.0150480702243278,0.0150480702243278,0.0206345475910693,Bachelor's degree,5 years or more,,BA+,1320.0,308.7,308.7
10,10. Logistics,2024,sam_mi_bls_us,bls_us,BLS US,11-1021,General and Operations Managers,818.7602214650773,818.7602214650773,818.7602214650773,0.017461669505962535,0.017461669505962535,0.0253386041086125,Bachelor's degree,5 years or more,,BA+,880.0,308.7,308.7
2,2. Equipment Manufacturing,2024,sam_mi_bls_us,bls_us,BLS US,11-1021,General and Operations Managers,166.84010648089478,166.84010648089478,1270.4198473282456,0.026717557251908428,0.026717557251908428,0.0220382713394968,Bachelor's degree,5 years or more,,BA+,990.0,308.7,308.7
3,3. Forging & Foundries,2024,sam_mi_bls_us,bls_us,BLS US,11-1021,General and Operations Managers,130.35942881704017,130.35942881704017,236.0244974874375,0.014447236180904542,0.014447236180904542,0.0216121495327102,Bachelor's degree,5 years or more,,BA+,230.0,308.7,308.7
4,4. Parts & Machining,2024,sam_mi_bls_us,bls_us,BLS US,11-1021,General and Operations Managers,321.120538234739,321.120538234739,1084.4805345729249,0.021499128413713,0.021499128413713,0.0245804373622647,Bachelor's degree,5 years or more,,BA+,1190.0,308.7,308.7
5,5. Component Systems,2024,sam_mi_bls_us,bls_us,BLS US,11-1021,General and Operations Managers,134.12127921930113,134.12127921930113,409.57560672059896,0.022401991288114584,0.022401991288114584,0.0211248285322359,Bachelor's degree,5 years or more,,BA+,410.0,308.7,308.7
6,6. Engineering & Design,2024,sam_mi_bls_us,bls_us,BLS US,11-1021,General and Operations Managers,23.05499707490516,23.05499707490516,2685.3716490658226,0.022339561332250388,0.022339561332250388,0.0355116049886159,Bachelor's degree,5 years or more,,BA+,3000.0,308.7,308.7
7,7. Core Automotive,2024,sam_mi_bls_us,bls_us,BLS US,11-1021,General and Operations Managers,1011.1319587628888,1011.1319587628888,1011.1319587628888,0.005841924398625442,0.005841924398625442,0.007746863066012,Bachelor's degree,5 years or more,,BA+,1120.0,308.7,308.7
8,"8. Motor Vehicle Parts, Materials, & Products Sales",2024,sam_mi_bls_us,bls_us,BLS US,11-1021,General and Operations Managers,4125.238439306381,4125.238439306381,4125.238439306381,0.035765895953757426,0.035765895953757426,0.0465975250933828,Bachelor's degree,5 years or more,,BA+,3620.0,308.7,308.7
9,"9. Dealers, Maintenance, & Repair",2024,sam_mi_bls_us,bls_us,BLS US,11-1021,General and Operations Managers,2941.845212068218,2941.845212068218,2941.845212068218,0.04226789097799164,0.04226789097799164,0.0407243630237944,Bachelor's degree,5 years or more,,BA+,1970.0,308.7,308.7
0,0. All Segments,2024,sam_mi_bls_us,bls_us,BLS US,11-1021,General and Operations Managers,9992.208593419393,9992.208593419393,15675.39805734469,0.021563657982369984,0.021563657982369984,0.022649863391489965,Bachelor's degree,5 years or more,,BA+,14730.0,3087.0,3087.0
1,1. Materials & Processing,2025,sam_mi_bls_us,bls_us,BLS US,11-1021,General and Operations Managers,320.5458604499167,320.5458604499167,1095.1978642107367,0.015071621668180565,0.0150480702243278,0.0206345475910693,Bachelor's degree,5 years or more,,BA+,1320.0,308.7,309.4815085496136
