segment_id,segment_name,year,methodology,projection_method,projection_label,occcd,soctitle,employment,employment_auto,employment_raw,share,share_2024,share_2034,ep_entry_education,ep_work_experience,ep_on_the_job_training,ep_edu_grouped,ep_edu_training_grouped,ep_avg_annual_salary,ep_employment_2024,ep_employment_2034,ep_openings_ratio,empl_2021,ep_openings_annual_avg,openings,exposure_soc_2018,exposure_occupation_title,exposure_score,exposure_percentile,exposure_quartile,exposure_exact_match,exposure_crosswalked,exposure_mapping_method,exposure_imputed,exposure_imputation_method,exposure_score_lower,exposure_score_upper,exposure_percentile_lower,exposure_percentile_upper,exposure_match
4,4. Parts & Machining,2025,sam_mi_moodys_mi,moodys_mi,Moody's MI,11-1011,Chief Executives,14.38220134531035,14.38220134531035,48.627710191008006,0.0009709781869576,0.0009684292078249,0.0011866418036955,Bachelor's degree,5 years or more,,BA+,BA+,206420,309.4,322.7,0.0702420503084955,,22.2,1.0102353104442012,11-1011,Chief executives,0.445595702896539,78.9133247089263,q1,True,False,,False,,0.445595702896539,0.445595702896539,78.9133247089263,78.9133247089263,True
5,5. Component Systems,2025,sam_mi_moodys_mi,moodys_mi,Moody's MI,11-1011,Chief Executives,15.027017149308248,15.027017149308248,45.88682532332093,0.0025184762235214,0.0024891101431238,0.0015089163237311,Bachelor's degree,5 years or more,,BA+,BA+,206420,309.4,322.7,0.0702420503084955,,22.2,1.0555284945883343,11-1011,Chief executives,0.445595702896539,78.9133247089263,q1,True,False,,False,,0.445595702896539,0.445595702896539,78.9133247089263,78.9133247089263,True
6,6. Engineering & Design,2025,sam_mi_moodys_mi,moodys_mi,Moody's MI,11-1011,Chief Executives,1.17686905355719,1.17686905355719,137.5563290344951,0.0011375305458264,0.0011372867587327,0.003024433343528,Bachelor's degree,5 years or more,,BA+,BA+,206420,309.4,322.7,0.0702420503084955,260.0,22.2,0.0826656952664756,11-1011,Chief executives,0.445595702896539,78.9133247089263,q1,True,False,,False,,0.445595702896539,0.445595702896539,78.9133247089263,78.9133247089263,True
7,7. Core Automotive,2025,sam_mi_moodys_mi,moodys_mi,Moody's MI,11-1011,Chief Executives,116.95730258884772,116.95730258884772,116.95730258884772,0.0006756445867997,0.0006872852233676,0.0003273322422258,Bachelor's degree,5 years or more,,BA+,BA+,206420,309.4,322.7,0.0702420503084955,60.0,22.2,8.21532073239177,11-1011,Chief executives,0.445595702896539,78.9133247089263,q1,True,False,,False,,0.445595702896539,0.445595702896539,78.9133247089263,78.9133247089263,True
8,"8. Motor Vehicle Parts, Materials, & Products Sales",2025,sam_mi_moodys_mi,moodys_mi,Moody's MI,11-1011,Chief Executives,62.89351562784924,62.89351562784924,62.89351562784924,0.0005440372071341,0.0005419075144508,0.0011894576490473,Bachelor's degree,5 years or more,,BA+,BA+,206420,309.4,322.7,0.0702420503084955,110.0,22.2,4.417769488809534,11-1011,Chief executives,0.445595702896539,78.9133247089263,q1,True,False,,False,,0.445595702896539,0.445595702896539,78.9133247089263,78.9133247089263,True
0,0. All Segments,2025,sam_mi_moodys_mi,moodys_mi,Moody's MI,11-1011,Chief Executives,241.86278599044664,241.86278599044664,492.7395125141529,0.0005230879505418,0.0005261476479528,0.0004966014044468,Bachelor's degree,5 years or more,,BA+,BA+,206420,,,,520.0,155.4,16.98893798129383,11-1011,Chief executives,0.445595702896539,78.9133247089263,q1,True,False,,False,,0.445595702896539,0.445595702896539,78.9133247089263,78.9133247089263,True
1,1. Materials & Processing,2026,sam_mi_moodys_mi,moodys_mi,Moody's MI,11-1011,Chief Executives,14.71291411866583,14.71291411866583,50.424326234686056,0.0007109192982114,0.0006966699177929,0.0008930669800235,Bachelor's degree,5 years or more,,BA+,BA+,206420,309.4,322.7,0.0702420503084955,90.0,22.2,1.033465253707899,11-1011,Chief executives,0.445595702896539,78.9133247089263,q1,True,False,,False,,0.445595702896539,0.445595702896539,78.9133247089263,78.9133247089263,True
3,3. Forging & Foundries,2026,sam_mi_moodys_mi,moodys_mi,Moody's MI,11-1011,Chief Executives,16.343572813432964,16.343572813432964,29.860027616630607,0.0019312571667596,0.0018844221105527,0.0011682242990654,Bachelor's degree,5 years or more,,BA+,BA+,206420,309.4,322.7,0.0702420503084955,,22.2,1.1480060637817175,11-1011,Chief executives,0.445595702896539,78.9133247089263,q1,True,False,,False,,0.445595702896539,0.445595702896539,78.9133247089263,78.9133247089263,True
4,4. Parts & Machining,2026,sam_mi_moodys_mi,moodys_mi,Moody's MI,11-1011,Chief Executives,14.299220073779736,14.299220073779736,48.40345963823553,0.0009734660195923,0.0009684292078249,0.0011866418036955,Bachelor's degree,5 years or more,,BA+,BA+,206420,309.4,322.7,0.0702420503084955,,22.2,1.004406535794685,11-1011,Chief executives,0.445595702896539,78.9133247089263,q1,True,False,,False,,0.445595702896539,0.445595702896539,78.9133247089263,78.9133247089263,True
5,5. Component Systems,2026,sam_mi_moodys_mi,moodys_mi,Moody's MI,11-1011,Chief Executives,15.152457999471013,15.152457999471013,46.26708849809018,0.002548073056261,0.0024891101431238,0.0015089163237311,Bachelor's degree,5 years or more,,BA+,BA+,206420,309.4,322.7,0.0702420503084955,,22.2,1.0643397170962077,11-1011,Chief executives,0.445595702896539,78.9133247089263,q1,True,False,,False,,0.445595702896539,0.445595702896539,78.9133247089263,78.9133247089263,True
6,6. Engineering & Design,2026,sam_mi_moodys_mi,moodys_mi,Moody's MI,11-1011,Chief Executives,1.1800272676851056,1.1800272676851056,138.4070874967974,0.0011377369658961,0.0011372867587327,0.003024433343528,Bachelor's degree,5 years or more,,BA+,BA+,206420,309.4,322.7,0.0702420503084955,260.0,22.2,0.0828875347021336,11-1011,Chief executives,0.445595702896539,78.9133247089263,q1,True,False,,False,,0.445595702896539,0.445595702896539,78.9133247089263,78.9133247089263,True
7,7. Core Automotive,2026,sam_mi_moodys_mi,moodys_mi,Moody's MI,11-1011,Chief Executives,115.02904505181388,115.02904505181388,115.02904505181388,0.0006639840075064,0.0006872852233676,0.0003273322422258,Bachelor's degree,5 years or more,,BA+,BA+,206420,309.4,322.7,0.0702420503084955,60.0,22.2,8.079875969467704,11-1011,Chief executives,0.445595702896539,78.9133247089263,q1,True,False,,False,,0.445595702896539,0.445595702896539,78.9133247089263,78.9133247089263,True
8,"8. Motor Vehicle Parts, Materials, & Products Sales",2026,sam_mi_moodys_mi,moodys_mi,Moody's MI,11-1011,Chief Executives,63.28167442917847,63.28167442917847,63.28167442917847,0.0005461342303451,0.0005419075144508,0.0011894576490473,Bachelor's degree,5 years or more,,BA+,BA+,206420,309.4,322.7,0.0702420503084955,110.0,22.2,4.445034558860187,11-1011,Chief executives,0.445595702896539,78.9133247089263,q1,True,False,,False,,0.445595702896539,0.445595702896539,78.9133247089263,78.9133247089263,True
0,0. All Segments,2026,sam_mi_moodys_mi,moodys_mi,Moody's MI,11-1011,Chief Executives,239.99891175402695,239.99891175402695,491.67270896543215,0.0005200149246187,0.0005261476479528,0.0004966014044468,Bachelor's degree,5 years or more,,BA+,BA+,206420,,,,520.0,155.4,16.858015633410535,11-1011,Chief executives,0.445595702896539,78.9133247089263,q1,True,False,,False,,0.445595702896539,0.445595702896539,78.9133247089263,78.9133247089263,True
1,1. Materials & Processing,2027,sam_mi_moodys_mi,moodys_mi,Moody's MI,11-1011,Chief Executives,14.668879286868211,14.668879286868211,50.34676450112655,0.000718098710944,0.0006966699177929,0.0008930669800235,Bachelor's degree,5 years or more,,BA+,BA+,206420,309.4,322.7,0.0702420503084955,90.0,22.2,1.0303721568374444,11-1011,Chief executives,0.445595702896539,78.9133247089263,q1,True,False,,False,,0.445595702896539,0.445595702896539,78.9133247089263,78.9133247089263,True
3,3. Forging & Foundries,2027,sam_mi_moodys_mi,moodys_mi,Moody's MI,11-1011,Chief Executives,16.028670922282412,16.028670922282412,29.419196053333845,0.0019549304515556,0.0018844221105527,0.0011682242990654,Bachelor's degree,5 years or more,,BA+,BA+,206420,309.4,322.7,0.0702420503084955,,22.2,1.12588670930128,11-1011,Chief executives,0.445595702896539,78.9133247089263,q1,True,False,,False,,0.445595702896539,0.445595702896539,78.9133247089263,78.9133247089263,True
4,4. Parts & Machining,2027,sam_mi_moodys_mi,moodys_mi,Moody's MI,11-1011,Chief Executives,14.215957601101172,14.215957601101172,48.17775724915005,0.0009758922777993,0.0009684292078249,0.0011866418036955,Bachelor's degree,5 years or more,,BA+,BA+,206420,309.4,322.7,0.0702420503084955,,22.2,0.9985580089999876,11-1011,Chief executives,0.445595702896539,78.9133247089263,q1,True,False,,False,,0.445595702896539,0.445595702896539,78.9133247089263,78.9133247089263,True
5,5. Component Systems,2027,sam_mi_moodys_mi,moodys_mi,Moody's MI,11-1011,Chief Executives,15.27869088369389,15.27869088369389,46.64918822988,0.0025779007354456,0.0024891101431238,0.0015089163237311,Bachelor's degree,5 years or more,,BA+,BA+,206420,309.4,322.7,0.0702420503084955,,22.2,1.0732065737003778,11-1011,Chief executives,0.445595702896539,78.9133247089263,q1,True,False,,False,,0.445595702896539,0.445595702896539,78.9133247089263,78.9133247089263,True
6,6. Engineering & Design,2027,sam_mi_moodys_mi,moodys_mi,Moody's MI,11-1011,Chief Executives,1.1831837086508172,1.1831837086508172,139.2621425273955,0.0011379061060074,0.0011372867587327,0.003024433343528,Bachelor's degree,5 years or more,,BA+,BA+,206420,309.4,322.7,0.0702420503084955,260.0,22.2,0.0831092495872429,11-1011,Chief executives,0.445595702896539,78.9133247089263,q1,True,False,,False,,0.445595702896539,0.445595702896539,78.9133247089263,78.9133247089263,True
7,7. Core Automotive,2027,sam_mi_moodys_mi,moodys_mi,Moody's MI,11-1011,Chief Executives,113.19719548868252,113.19719548868252,113.19719548868252,0.0006524616300029,0.0006872852233676,0.0003273322422258,Bachelor's degree,5 years or more,,BA+,BA+,206420,309.4,322.7,0.0702420503084955,60.0,22.2,7.951203100296637,11-1011,Chief executives,0.445595702896539,78.9133247089263,q1,True,False,,False,,0.445595702896539,0.445595702896539,78.9133247089263,78.9133247089263,True
8,"8. Motor Vehicle Parts, Materials, & Products Sales",2027,sam_mi_moodys_mi,moodys_mi,Moody's MI,11-1011,Chief Executives,63.66803872062221,63.66803872062221,63.66803872062221,0.0005481982705625,0.0005419075144508,0.0011894576490473,Bachelor's degree,5 years or more,,BA+,BA+,206420,309.4,322.7,0.0702420503084955,110.0,22.2,4.472173578857184,11-1011,Chief executives,0.445595702896539,78.9133247089263,q1,True,False,,False,,0.445595702896539,0.445595702896539,78.9133247089263,78.9133247089263,True
0,0. All Segments,2027,sam_mi_moodys_mi,moodys_mi,Moody's MI,11-1011,Chief Executives,238.24061661190123,238.24061661190123,490.7202827701907,0.0005169837408069,0.0005261476479528,0.0004966014044468,Bachelor's degree,5 years or more,,BA+,BA+,206420,,,,520.0,155.4,16.734509377580153,11-1011,Chief executives,0.445595702896539,78.9133247089263,q1,True,False,,False,,0.445595702896539,0.445595702896539,78.9133247089263,78.9133247089263,True
1,1. Materials & Processing,2028,sam_mi_moodys_mi,moodys_mi,Moody's MI,11-1011,Chief Executives,14.625376529195735,14.625376529195735,50.269698050311234,0.0007253142500844,0.0006966699177929,0.0008930669800235,Bachelor's degree,5 years or more,,BA+,BA+,206420,309.4,322.7,0.0702420503084955,90.0,22.2,1.0273164339444565,11-1011,Chief executives,0.445595702896539,78.9133247089263,q1,True,False,,False,,0.445595702896539,0.445595702896539,78.9133247089263,78.9133247089263,True
3,3. Forging & Foundries,2028,sam_mi_moodys_mi,moodys_mi,Moody's MI,11-1011,Chief Executives,15.723414609431634,15.723414609431634,28.992522986868547,0.0019787735116966,0.0018844221105527,0.0011682242990654,Bachelor's degree,5 years or more,,BA+,BA+,206420,309.4,322.7,0.0702420503084955,,22.2,1.10444488001703,11-1011,Chief executives,0.445595702896539,78.9133247089263,q1,True,False,,False,,0.445595702896539,0.445595702896539,78.9133247089263,78.9133247089263,True
4,4. Parts & Machining,2028,sam_mi_moodys_mi,moodys_mi,Moody's MI,11-1011,Chief Executives,14.132426138629375,14.132426138629375,47.95063726569317,0.0009782565437383,0.0009684292078249,0.0011866418036955,Bachelor's degree,5 years or more,,BA+,BA+,206420,309.4,322.7,0.0702420503084955,,22.2,0.9926905878107014,11-1011,Chief executives,0.445595702896539,78.9133247089263,q1,True,False,,False,,0.445595702896539,0.445595702896539,78.9133247089263,78.9133247089263,True
5,5. Component Systems,2028,sam_mi_moodys_mi,moodys_mi,Moody's MI,11-1011,Chief Executives,15.405719739431364,15.405719739431364,47.03312224804959,0.0026079593192654,0.0024891101431238,0.0015089163237311,Bachelor's degree,5 years or more,,BA+,BA+,206420,309.4,322.7,0.0702420503084955,,22.2,1.08212934097572,11-1011,Chief executives,0.445595702896539,78.9133247089263,q1,True,False,,False,,0.445595702896539,0.445595702896539,78.9133247089263,78.9133247089263,True
6,6. Engineering & Design,2028,sam_mi_moodys_mi,moodys_mi,Moody's MI,11-1011,Chief Executives,1.1863384930727887,1.1863384930727887,140.12153127529712,0.0011380380475828,0.0011372867587327,0.003024433343528,Bachelor's degree,5 years or more,,BA+,BA+,206420,309.4,322.7,0.0702420503084955,260.0,22.2,0.0833308481133235,11-1011,Chief executives,0.445595702896539,78.9133247089263,q1,True,False,,False,,0.445595702896539,0.445595702896539,78.9133247089263,78.9133247089263,True
7,7. Core Automotive,2028,sam_mi_moodys_mi,moodys_mi,Moody's MI,11-1011,Chief Executives,111.45980600816368,111.45980600816368,111.45980600816368,0.0006410780082059,0.0006872852233676,0.0003273322422258,Bachelor's degree,5 years or more,,BA+,BA+,206420,309.4,322.7,0.0702420503084955,60.0,22.2,7.829165301000581,11-1011,Chief executives,0.445595702896539,78.9133247089263,q1,True,False,,False,,0.445595702896539,0.445595702896539,78.9133247089263,78.9133247089263,True
8,"8. Motor Vehicle Parts, Materials, & Products Sales",2028,sam_mi_moodys_mi,moodys_mi,Moody's MI,11-1011,Chief Executives,64.05255851612772,64.05255851612772,64.05255851612772,0.0005502290229933,0.0005419075144508,0.0011894576490473,Bachelor's degree,5 years or more,,BA+,BA+,206420,309.4,322.7,0.0702420503084955,110.0,22.2,4.499183037677694,11-1011,Chief executives,0.445595702896539,78.9133247089263,q1,True,False,,False,,0.445595702896539,0.445595702896539,78.9133247089263,78.9133247089263,True
0,0. All Segments,2028,sam_mi_moodys_mi,moodys_mi,Moody's MI,11-1011,Chief Executives,236.5856400340523,236.5856400340523,489.87987635051104,0.0005139905935107,0.0005261476479528,0.0004966014044468,Bachelor's degree,5 years or more,,BA+,BA+,206420,,,,520.0,155.4,16.618260429539504,11-1011,Chief executives,0.445595702896539,78.9133247089263,q1,True,False,,False,,0.445595702896539,0.445595702896539,78.9133247089263,78.9133247089263,True
1,1. Materials & Processing,2029,sam_mi_moodys_mi,moodys_mi,Moody's MI,11-1011,Chief Executives,14.582397931723506,14.582397931723506,50.19310522007998,0.0007325656394576,0.0006966699177929,0.0008930669800235,Bachelor's degree,5 years or more,,BA+,BA+,206420,309.4,322.7,0.0702420503084955,90.0,22.2,1.0242975291386232,11-1011,Chief executives,0.445595702896539,78.9133247089263,q1,True,False,,False,,0.445595702896539,0.445595702896539,78.9133247089263,78.9133247089263,True
3,3. Forging & Foundries,2029,sam_mi_moodys_mi,moodys_mi,Moody's MI,11-1011,Chief Executives,15.42753916997769,15.42753916997769,28.5796107479323,0.0020027857571412,0.0018844221105527,0.0011682242990654,Bachelor's degree,5 years or more,,BA+,BA+,206420,309.4,322.7,0.0702420503084955,,22.2,1.0836619825138578,11-1011,Chief executives,0.445595702896539,78.9133247089263,q1,True,False,,False,,0.445595702896539,0.445595702896539,78.9133247089263,78.9133247089263,True
4,4. Parts & Machining,2029,sam_mi_moodys_mi,moodys_mi,Moody's MI,11-1011,Chief Executives,14.048637801888862,14.048637801888862,47.72213379084667,0.0009805584097675,0.0009684292078249,0.0011866418036955,Bachelor's degree,5 years or more,,BA+,BA+,206420,309.4,322.7,0.0702420503084955,,22.2,0.986805123246109,11-1011,Chief executives,0.445595702896539,78.9133247089263,q1,True,False,,False,,0.445595702896539,0.445595702896539,78.9133247089263,78.9133247089263,True
5,5. Component Systems,2029,sam_mi_moodys_mi,moodys_mi,Moody's MI,11-1011,Chief Executives,15.533548462876524,15.533548462876524,47.41888804464576,0.0026382488291368,0.0024891101431238,0.0015089163237311,Bachelor's degree,5 years or more,,BA+,BA+,206420,309.4,322.7,0.0702420503084955,,22.2,1.0911082925988256,11-1011,Chief executives,0.445595702896539,78.9133247089263,q1,True,False,,False,,0.445595702896539,0.445595702896539,78.9133247089263,78.9133247089263,True
6,6. Engineering & Design,2029,sam_mi_moodys_mi,moodys_mi,Moody's MI,11-1011,Chief Executives,1.1894917299865717,1.1894917299865717,140.9852902973562,0.0011381328665521,0.0011372867587327,0.003024433343528,Bachelor's degree,5 years or more,,BA+,BA+,206420,309.4,322.7,0.0702420503084955,260.0,22.2,0.0835523379392561,11-1011,Chief executives,0.445595702896539,78.9133247089263,q1,True,False,,False,,0.445595702896539,0.445595702896539,78.9133247089263,78.9133247089263,True
7,7. Core Automotive,2029,sam_mi_moodys_mi,moodys_mi,Moody's MI,11-1011,Chief Executives,109.8149725793557,109.8149725793557,109.8149725793557,0.0006298335983798,0.0006872852233676,0.0003273322422258,Bachelor's degree,5 years or more,,BA+,BA+,206420,309.4,322.7,0.0702420503084955,60.0,22.2,7.713628828545156,11-1011,Chief executives,0.445595702896539,78.9133247089263,q1,True,False,,False,,0.445595702896539,0.445595702896539,78.9133247089263,78.9133247089263,True
8,"8. Motor Vehicle Parts, Materials, & Products Sales",2029,sam_mi_moodys_mi,moodys_mi,Moody's MI,11-1011,Chief Executives,64.43518425127937,64.43518425127937,64.43518425127937,0.0005522261915844,0.0005419075144508,0.0011894576490473,Bachelor's degree,5 years or more,,BA+,BA+,206420,309.4,322.7,0.0702420503084955,110.0,22.2,4.526059453815542,11-1011,Chief executives,0.445595702896539,78.9133247089263,q1,True,False,,False,,0.445595702896539,0.445595702896539,78.9133247089263,78.9133247089263,True
0,0. All Segments,2029,sam_mi_moodys_mi,moodys_mi,Moody's MI,11-1011,Chief Executives,235.03177192708824,235.03177192708824,489.149184931496,0.0005110315378544,0.0005261476479528,0.0004966014044468,Bachelor's degree,5 years or more,,BA+,BA+,206420,,,,520.0,155.4,16.50911354779737,11-1011,Chief executives,0.445595702896539,78.9133247089263,q1,True,False,,False,,0.445595702896539,0.445595702896539,78.9133247089263,78.9133247089263,True
1,1. Materials & Processing,2030,sam_mi_moodys_mi,moodys_mi,Moody's MI,11-1011,Chief Executives,14.539935583499345,14.539935583499345,50.1169644537114,0.0007398525949829,0.0006966699177929,0.0008930669800235,Bachelor's degree,5 years or more,,BA+,BA+,206420,309.4,322.7,0.0702420503084955,90.0,22.2,1.0213148867384447,11-1011,Chief executives,0.445595702896539,78.9133247089263,q1,True,False,,False,,0.445595702896539,0.445595702896539,78.9133247089263,78.9133247089263,True
3,3. Forging & Foundries,2030,sam_mi_moodys_mi,moodys_mi,Moody's MI,11-1011,Chief Executives,15.140786078429882,15.140786078429882,28.18007087801439,0.0020269665628332,0.0018844221105527,0.0011682242990654,Bachelor's degree,5 years or more,,BA+,BA+,206420,309.4,322.7,0.0702420503084955,,22.2,1.06351985743124,11-1011,Chief executives,0.445595702896539,78.9133247089263,q1,True,False,,False,,0.445595702896539,0.445595702896539,78.9133247089263,78.9133247089263,True
4,4. Parts & Machining,2030,sam_mi_moodys_mi,moodys_mi,Moody's MI,11-1011,Chief Executives,13.964604609468566,13.964604609468566,47.492280785032,0.0009827974785519,0.0009684292078249,0.0011866418036955,Bachelor's degree,5 years or more,,BA+,BA+,206420,309.4,322.7,0.0702420503084955,,22.2,0.9809024595165392,11-1011,Chief executives,0.445595702896539,78.9133247089263,q1,True,False,,False,,0.445595702896539,0.445595702896539,78.9133247089263,78.9133247089263,True
5,5. Component Systems,2030,sam_mi_moodys_mi,moodys_mi,Moody's MI,11-1011,Chief Executives,15.662180905672203,15.662180905672203,47.80648286641228,0.0026687692488278,0.0024891101431238,0.0015089163237311,Bachelor's degree,5 years or more,,BA+,BA+,206420,309.4,322.7,0.0702420503084955,,22.2,1.1001436991169844,11-1011,Chief executives,0.445595702896539,78.9133247089263,q1,True,False,,False,,0.445595702896539,0.445595702896539,78.9133247089263,78.9133247089263,True
6,6. Engineering & Design,2030,sam_mi_moodys_mi,moodys_mi,Moody's MI,11-1011,Chief Executives,1.192643520913243,1.192643520913243,141.85345555027325,0.0011381906335031,0.0011372867587327,0.003024433343528,Bachelor's degree,5 years or more,,BA+,BA+,206420,309.4,322.7,0.0702420503084955,260.0,22.2,0.0837737261960892,11-1011,Chief executives,0.445595702896539,78.9133247089263,q1,True,False,,False,,0.445595702896539,0.445595702896539,78.9133247089263,78.9133247089263,True
7,7. Core Automotive,2030,sam_mi_moodys_mi,moodys_mi,Moody's MI,11-1011,Chief Executives,108.26083515322765,108.26083515322765,108.26083515322765,0.0006187287623146,0.0006872852233676,0.0003273322422258,Bachelor's degree,5 years or more,,BA+,BA+,206420,309.4,322.7,0.0702420503084955,60.0,22.2,7.604463029272753,11-1011,Chief executives,0.445595702896539,78.9133247089263,q1,True,False,,False,,0.445595702896539,0.445595702896539,78.9133247089263,78.9133247089263,True
8,"8. Motor Vehicle Parts, Materials, & Products Sales",2030,sam_mi_moodys_mi,moodys_mi,Moody's MI,11-1011,Chief Executives,64.8158667903856,64.8158667903856,64.8158667903856,0.0005541894890276,0.0005419075144508,0.0011894576490473,Bachelor's degree,5 years or more,,BA+,BA+,206420,309.4,322.7,0.0702420503084955,110.0,22.2,4.552799375879007,11-1011,Chief executives,0.445595702896539,78.9133247089263,q1,True,False,,False,,0.445595702896539,0.445595702896539,78.9133247089263,78.9133247089263,True
0,0. All Segments,2030,sam_mi_moodys_mi,moodys_mi,Moody's MI,11-1011,Chief Executives,233.57685264159647,233.57685264159647,488.5259564770565,0.0005081025018631,0.0005261476479528,0.0004966014044468,Bachelor's degree,5 years or more,,BA+,BA+,206420,,,,520.0,155.4,16.406917034151057,11-1011,Chief executives,0.445595702896539,78.9133247089263,q1,True,False,,False,,0.445595702896539,0.445595702896539,78.9133247089263,78.9133247089263,True
