segment_id,segment_name,year,employment_qcew_raw,employment_coreauto,naics_count,share_min,share_max,share_weighted
1,Materials & Processing - Non-Metals,2003,55250.0,20483.32,4,0.09,0.67,0.37073882352941173
1,Materials & Processing - Non-Metals,2004,54329.0,19984.329999999998,4,0.09,0.67,0.36783909146128213
1,Materials & Processing - Non-Metals,2005,56645.0,19955.7,4,0.09,0.67,0.3522941124547621
1,Materials & Processing - Non-Metals,2006,54661.0,19026.46,4,0.09,0.67,0.34808108157552914
1,Materials & Processing - Non-Metals,2007,51429.0,17725.45,4,0.09,0.67,0.3446586556223143
1,Materials & Processing - Non-Metals,2008,48682.0,16678.98,4,0.09,0.67,0.3426108212480999
1,Materials & Processing - Non-Metals,2009,37841.0,12762.189999999999,4,0.09,0.67,0.33725826484500937
1,Materials & Processing - Non-Metals,2010,40738.0,13800.62,4,0.09,0.67,0.3387652805734204
1,Materials & Processing - Non-Metals,2011,43190.0,14491.24,4,0.09,0.67,0.33552303774021763
1,Materials & Processing - Non-Metals,2012,44354.0,14636.220000000001,4,0.09,0.67,0.3299864724714795
1,Materials & Processing - Non-Metals,2013,46037.0,15406.46,4,0.09,0.67,0.3346538653691596
1,Materials & Processing - Non-Metals,2014,48603.0,16311.880000000001,4,0.09,0.67,0.33561467399131745
1,Materials & Processing - Non-Metals,2015,49851.0,16812.17,4,0.09,0.67,0.33724840023269337
1,Materials & Processing - Non-Metals,2016,51428.0,17284.21,4,0.09,0.67,0.33608559539550437
1,Materials & Processing - Non-Metals,2017,52029.0,17560.11,4,0.09,0.67,0.33750619846623997
1,Materials & Processing - Non-Metals,2018,53273.0,17937.36,4,0.09,0.67,0.33670639911399775
1,Materials & Processing - Non-Metals,2019,53132.0,17738.43,4,0.09,0.67,0.3338558684032222
1,Materials & Processing - Non-Metals,2020,45585.0,15263.11,4,0.09,0.67,0.33482746517494794
1,Materials & Processing - Non-Metals,2021,47357.0,15981.25,4,0.09,0.67,0.337463310598222
1,Materials & Processing - Non-Metals,2022,48134.0,16248.49,4,0.09,0.67,0.33756783147047825
1,Materials & Processing - Non-Metals,2023,48098.0,16417.07,4,0.09,0.67,0.3413254189363383
1,Materials & Processing - Non-Metals,2024,47844.0,16225.82,4,0.09,0.67,0.33914012206337263
2,Equipment Manufacturing,2001,69888.0,20788.32,2,0.25,0.41,0.2974519230769231
2,Equipment Manufacturing,2002,61235.0,18189.07,2,0.25,0.41,0.29703715195558095
2,Equipment Manufacturing,2003,58385.0,17279.93,2,0.25,0.41,0.29596523079558107
2,Equipment Manufacturing,2004,56958.0,16848.46,2,0.25,0.41,0.2958049791074125
2,Equipment Manufacturing,2005,55729.0,16495.93,2,0.25,0.41,0.2960026198209191
2,Equipment Manufacturing,2006,54338.0,16103.86,2,0.25,0.41,0.29636460672089515
2,Equipment Manufacturing,2007,51185.0,15205.689999999999,2,0.25,0.41,0.2970731659665917
2,Equipment Manufacturing,2008,49109.0,14606.529999999999,2,0.25,0.41,0.2974308171618237
2,Equipment Manufacturing,2009,39495.0,11781.75,2,0.25,0.41,0.29830991264717055
2,Equipment Manufacturing,2010,40126.0,11840.46,2,0.25,0.41,0.29508199172606286
2,Equipment Manufacturing,2011,44416.0,13088.96,2,0.25,0.41,0.2946902017291066
2,Equipment Manufacturing,2012,48753.0,14345.21,2,0.25,0.41,0.2942426107111357
2,Equipment Manufacturing,2013,50347.0,14897.95,2,0.25,0.41,0.2959054164101138
2,Equipment Manufacturing,2014,51620.0,15339.4,2,0.25,0.41,0.297160015497869
2,Equipment Manufacturing,2015,52970.0,15770.66,2,0.25,0.41,0.2977281480083066
2,Equipment Manufacturing,2016,53396.0,15910.119999999999,2,0.25,0.41,0.29796464154618324
2,Equipment Manufacturing,2017,54519.0,16253.59,2,0.25,0.41,0.2981270749646912
2,Equipment Manufacturing,2018,55424.0,16590.879999999997,2,0.25,0.41,0.29934468822170895
2,Equipment Manufacturing,2019,53502.0,16096.14,2,0.25,0.41,0.3008511831333408
2,Equipment Manufacturing,2020,48267.0,14676.029999999999,2,0.25,0.41,0.3040592951706134
2,Equipment Manufacturing,2021,48420.0,14772.04,2,0.25,0.41,0.30508137133415947
2,Equipment Manufacturing,2022,48839.0,15058.07,2,0.25,0.41,0.3083206044349802
2,Equipment Manufacturing,2023,48876.0,15142.68,2,0.25,0.41,0.3098183157377854
2,Equipment Manufacturing,2024,47550.0,14758.86,2,0.25,0.41,0.31038611987381703
3,Forging & Foundries,2001,22569.0,15110.79,2,0.52,0.73,0.6695374185830122
3,Forging & Foundries,2002,20853.0,13904.31,2,0.52,0.73,0.6667774420946626
3,Forging & Foundries,2003,20120.0,13346.33,2,0.52,0.73,0.6633364811133201
3,Forging & Foundries,2004,21836.0,14485.82,2,0.52,0.73,0.6633916468217622
3,Forging & Foundries,2005,21459.0,14228.880000000001,2,0.52,0.73,0.6630728365720677
3,Forging & Foundries,2006,20882.0,13768.61,2,0.52,0.73,0.6593530313188393
3,Forging & Foundries,2007,19764.0,12934.199999999999,2,0.52,0.73,0.6544323011536126
3,Forging & Foundries,2008,17934.0,11764.619999999999,2,0.52,0.73,0.6559953161592506
3,Forging & Foundries,2009,13152.0,8555.58,2,0.52,0.73,0.6505155109489051
3,Forging & Foundries,2010,14405.0,9306.68,2,0.52,0.73,0.6460728913571677
3,Forging & Foundries,2011,16777.0,10786.869999999999,2,0.52,0.73,0.6429558323895809
3,Forging & Foundries,2012,17730.0,11422.29,2,0.52,0.73,0.6442351945854484
3,Forging & Foundries,2013,17469.0,11206.14,2,0.52,0.73,0.6414872059076078
3,Forging & Foundries,2014,17851.0,11469.67,2,0.52,0.73,0.6425225477564283
3,Forging & Foundries,2015,18047.0,11549.960000000001,2,0.52,0.73,0.6399933506954065
3,Forging & Foundries,2016,18194.0,11628.29,2,0.52,0.73,0.63912773441794
3,Forging & Foundries,2017,18552.0,11839.86,2,0.52,0.73,0.6381985769728331
3,Forging & Foundries,2018,19277.0,12301.7,2,0.52,0.73,0.6381542771178088
3,Forging & Foundries,2019,19271.0,12260.57,2,0.52,0.73,0.6362186705412277
3,Forging & Foundries,2020,15883.0,10119.97,2,0.52,0.73,0.6371573380343764
3,Forging & Foundries,2021,16199.0,10307.81,2,0.52,0.73,0.6363238471510587
3,Forging & Foundries,2022,16746.0,10695.36,2,0.52,0.73,0.6386814761734145
3,Forging & Foundries,2023,17055.0,10896.99,2,0.52,0.73,0.6389322779243624
3,Forging & Foundries,2024,16337.0,10458.529999999999,2,0.52,0.73,0.6401744506335312
4,Parts & Machining,2001,53878.0,21927.42,4,0.24,0.51,0.40698281302201267
4,Parts & Machining,2002,50874.0,20911.010000000002,4,0.24,0.51,0.41103530290521684
4,Parts & Machining,2003,49178.0,20511.93,4,0.24,0.51,0.417095652527553
4,Parts & Machining,2004,49248.0,20588.149999999998,4,0.24,0.51,0.4180504792072774
4,Parts & Machining,2005,50724.0,21456.32,4,0.24,0.51,0.42300134058828165
4,Parts & Machining,2006,50064.0,21276.03,4,0.24,0.51,0.42497662991371044
4,Parts & Machining,2007,48225.0,20597.18,4,0.24,0.51,0.42710585795749095
4,Parts & Machining,2008,46965.0,20079.93,4,0.24,0.51,0.4275509421909933
4,Parts & Machining,2009,37232.0,15785.95,4,0.24,0.51,0.42398877309841
4,Parts & Machining,2010,40120.0,17077.25,4,0.24,0.51,0.4256542871385842
4,Parts & Machining,2011,44729.0,19246.91,4,0.24,0.51,0.43030047620112233
4,Parts & Machining,2012,47604.0,20537.52,4,0.24,0.51,0.43142425006301993
4,Parts & Machining,2013,48091.0,20863.149999999998,4,0.24,0.51,0.43382649560208764
4,Parts & Machining,2014,50307.0,21819.07,4,0.24,0.51,0.433718369213032
4,Parts & Machining,2015,52603.0,22781.73,4,0.24,0.51,0.43308803680398456
4,Parts & Machining,2016,52458.0,22624.47,4,0.24,0.51,0.4312873155667391
4,Parts & Machining,2017,52257.0,22360.12,4,0.24,0.51,0.42788755573416
4,Parts & Machining,2018,53718.0,22784.16,4,0.24,0.51,0.42414386239249413
4,Parts & Machining,2019,52591.0,22134.309999999998,4,0.24,0.51,0.42087638569336955
4,Parts & Machining,2020,45730.0,19111.87,4,0.24,0.51,0.41792849333041765
4,Parts & Machining,2021,47346.0,19832.3,4,0.24,0.51,0.4188801588307354
4,Parts & Machining,2022,48605.0,20363.77,4,0.24,0.51,0.41896450982409217
4,Parts & Machining,2023,50818.0,21241.28,4,0.24,0.51,0.4179873273249636
4,Parts & Machining,2024,50443.0,21044.0,4,0.24,0.51,0.41718375195765517
5,Component Systems,2001,16198.0,5635.46,3,0.08,0.85,0.3479108531917521
5,Component Systems,2002,15254.0,5451.93,3,0.08,0.85,0.3574098597089288
5,Component Systems,2003,14725.0,5183.17,3,0.08,0.85,0.3519979626485569
5,Component Systems,2004,14908.0,5361.4,3,0.08,0.85,0.3596324121277166
5,Component Systems,2005,15615.0,5340.84,3,0.08,0.85,0.3420326609029779
5,Component Systems,2006,15814.0,5205.4400000000005,3,0.08,0.85,0.3291665612748198
5,Component Systems,2007,15751.0,5041.9800000000005,3,0.08,0.85,0.3201053901339598
5,Component Systems,2008,15865.0,5257.7699999999995,3,0.08,0.85,0.3314068704695871
5,Component Systems,2009,13865.0,4558.69,3,0.08,0.85,0.32879120086548863
5,Component Systems,2010,13189.0,4425.67,3,0.08,0.85,0.3355576616877701
5,Component Systems,2011,14492.0,5097.8,3,0.08,0.85,0.3517664918575766
5,Component Systems,2012,15170.0,5311.21,3,0.08,0.85,0.35011272247857617
5,Component Systems,2013,15239.0,5180.95,3,0.08,0.85,0.3399796574578384
5,Component Systems,2014,15439.0,5312.68,3,0.08,0.85,0.3441077790012307
5,Component Systems,2015,16676.0,5771.22,3,0.08,0.85,0.3460793955384985
5,Component Systems,2016,16542.0,5688.89,3,0.08,0.85,0.3439058154999396
5,Component Systems,2017,16794.0,5774.27,3,0.08,0.85,0.3438293438132667
5,Component Systems,2018,17376.0,6049.1900000000005,3,0.08,0.85,0.34813478360957645
5,Component Systems,2019,18237.0,6458.639999999999,3,0.08,0.85,0.35415035367659153
5,Component Systems,2020,16885.0,6013.7,3,0.08,0.85,0.35615635179153093
5,Component Systems,2021,17142.0,6184.49,3,0.08,0.85,0.36077995566444987
5,Component Systems,2022,17979.0,6522.13,3,0.08,0.85,0.36276377996551534
5,Component Systems,2023,18726.0,6881.83,3,0.08,0.85,0.36750133504218735
5,Component Systems,2024,18283.0,6667.8,3,0.08,0.85,0.3646994475742493
6,Engineering & Design,2001,102457.0,4495.570000000001,3,0.01,0.05,0.04387762671169369
6,Engineering & Design,2002,102250.0,4217.700000000001,3,0.01,0.05,0.04124889975550123
6,Engineering & Design,2003,99969.0,4026.8100000000004,3,0.01,0.05,0.04028058698196441
6,Engineering & Design,2004,98337.0,3967.61,3,0.01,0.05,0.04034707180410222
6,Engineering & Design,2005,97957.0,3951.8900000000003,3,0.01,0.05,0.040343109731821106
6,Engineering & Design,2006,95510.0,3817.1800000000003,3,0.01,0.05,0.03996628625274841
6,Engineering & Design,2007,93220.0,3772.0000000000005,3,0.01,0.05,0.04046341986698134
6,Engineering & Design,2008,88873.0,3625.8900000000003,3,0.01,0.05,0.04079855524174947
6,Engineering & Design,2009,77775.0,3157.3900000000003,3,0.01,0.05,0.04059646415943427
6,Engineering & Design,2010,80680.0,3277.44,3,0.01,0.05,0.04062270699058007
6,Engineering & Design,2011,86598.0,3565.1400000000003,3,0.01,0.05,0.04116884916510774
6,Engineering & Design,2012,93379.0,3859.3900000000003,3,0.01,0.05,0.04133038477602031
6,Engineering & Design,2013,98826.0,4082.46,3,0.01,0.05,0.04130957440349706
6,Engineering & Design,2014,102924.0,4269.200000000001,3,0.01,0.05,0.04147914966382963
6,Engineering & Design,2015,117555.0,4879.55,3,0.01,0.05,0.041508655522946705
6,Engineering & Design,2016,121842.0,5064.820000000001,3,0.01,0.05,0.04156875297516456
6,Engineering & Design,2017,113721.0,4816.41,3,0.01,0.05,0.04235286358720025
6,Engineering & Design,2018,116698.0,4974.14,3,0.01,0.05,0.04262403811547756
6,Engineering & Design,2019,118343.0,5032.67,3,0.01,0.05,0.04252613166811725
6,Engineering & Design,2020,115403.0,4863.27,3,0.01,0.05,0.04214162543434746
6,Engineering & Design,2021,119483.0,5028.870000000001,3,0.01,0.05,0.04208858163922902
6,Engineering & Design,2022,122404.0,5114.92,3,0.01,0.05,0.04178719649684651
6,Engineering & Design,2023,123111.0,5143.79,3,0.01,0.05,0.041781725434770246
6,Engineering & Design,2024,120207.0,4998.47,3,0.01,0.05,0.04158218739341303
7,Core Automotive,2001,304333.0,304333.0,3,1.0,1.0,1.0
7,Core Automotive,2002,283180.0,283180.0,3,1.0,1.0,1.0
7,Core Automotive,2003,261958.0,261958.0,3,1.0,1.0,1.0
7,Core Automotive,2004,249612.0,249612.0,3,1.0,1.0,1.0
7,Core Automotive,2005,232083.0,232083.0,3,1.0,1.0,1.0
7,Core Automotive,2006,213893.0,213893.0,3,1.0,1.0,1.0
7,Core Automotive,2007,198068.0,198068.0,3,1.0,1.0,1.0
7,Core Automotive,2008,167000.0,167000.0,3,1.0,1.0,1.0
7,Core Automotive,2009,122598.0,122598.0,3,1.0,1.0,1.0
7,Core Automotive,2010,126033.0,126033.0,3,1.0,1.0,1.0
7,Core Automotive,2011,137663.0,137663.0,3,1.0,1.0,1.0
7,Core Automotive,2012,150169.0,150169.0,3,1.0,1.0,1.0
7,Core Automotive,2013,160593.0,160593.0,3,1.0,1.0,1.0
7,Core Automotive,2014,170363.0,170363.0,3,1.0,1.0,1.0
7,Core Automotive,2015,166670.0,166670.0,3,1.0,1.0,1.0
7,Core Automotive,2016,173344.0,173344.0,3,1.0,1.0,1.0
7,Core Automotive,2017,180711.0,180711.0,3,1.0,1.0,1.0
7,Core Automotive,2018,182995.0,182995.0,3,1.0,1.0,1.0
7,Core Automotive,2019,180821.0,180821.0,3,1.0,1.0,1.0
7,Core Automotive,2020,154727.0,154727.0,3,1.0,1.0,1.0
7,Core Automotive,2021,174869.0,174869.0,3,1.0,1.0,1.0
7,Core Automotive,2022,177138.0,177138.0,3,1.0,1.0,1.0
7,Core Automotive,2023,179115.0,179115.0,3,1.0,1.0,1.0
7,Core Automotive,2024,173082.0,173082.0,3,1.0,1.0,1.0
8,"Motor Vehicle Parts, Materials, & Products Sales",2001,107590.17649841309,107590.17649841309,7,1.0,1.0,1.0
8,"Motor Vehicle Parts, Materials, & Products Sales",2002,104826.72777303061,104826.72777303061,7,1.0,1.0,1.0
8,"Motor Vehicle Parts, Materials, & Products Sales",2003,102056.92998377481,102056.92998377481,7,1.0,1.0,1.0
8,"Motor Vehicle Parts, Materials, & Products Sales",2004,100039.40278879802,100039.40278879802,7,1.0,1.0,1.0
8,"Motor Vehicle Parts, Materials, & Products Sales",2005,99441.06699625652,99441.06699625652,7,1.0,1.0,1.0
8,"Motor Vehicle Parts, Materials, & Products Sales",2006,98829.07436879477,98829.07436879477,7,1.0,1.0,1.0
8,"Motor Vehicle Parts, Materials, & Products Sales",2007,97215.68500010173,97215.68500010173,7,1.0,1.0,1.0
8,"Motor Vehicle Parts, Materials, & Products Sales",2008,95828.59295272827,95828.59295272827,7,1.0,1.0,1.0
8,"Motor Vehicle Parts, Materials, & Products Sales",2009,87246.23037465413,87246.23037465413,7,1.0,1.0,1.0
8,"Motor Vehicle Parts, Materials, & Products Sales",2010,89086.81250254312,89086.81250254312,7,1.0,1.0,1.0
8,"Motor Vehicle Parts, Materials, & Products Sales",2011,92585.61084620158,92585.61084620158,7,1.0,1.0,1.0
8,"Motor Vehicle Parts, Materials, & Products Sales",2012,95608.29066594443,95608.29066594443,7,1.0,1.0,1.0
8,"Motor Vehicle Parts, Materials, & Products Sales",2013,98503.90547815959,98503.90547815959,7,1.0,1.0,1.0
8,"Motor Vehicle Parts, Materials, & Products Sales",2014,102424.88727823892,102424.88727823892,7,1.0,1.0,1.0
8,"Motor Vehicle Parts, Materials, & Products Sales",2015,104833.71697362264,104833.71697362264,7,1.0,1.0,1.0
8,"Motor Vehicle Parts, Materials, & Products Sales",2016,105625.18589528403,105625.18589528403,7,1.0,1.0,1.0
8,"Motor Vehicle Parts, Materials, & Products Sales",2017,107098.9301846822,107098.9301846822,7,1.0,1.0,1.0
8,"Motor Vehicle Parts, Materials, & Products Sales",2018,110520.07780456543,110520.07780456543,7,1.0,1.0,1.0
8,"Motor Vehicle Parts, Materials, & Products Sales",2019,111801.66566467285,111801.66566467285,7,1.0,1.0,1.0
8,"Motor Vehicle Parts, Materials, & Products Sales",2020,103058.23542785645,103058.23542785645,7,1.0,1.0,1.0
8,"Motor Vehicle Parts, Materials, & Products Sales",2021,105546.62362289429,105546.62362289429,7,1.0,1.0,1.0
8,"Motor Vehicle Parts, Materials, & Products Sales",2022,110573.0,110573.0,7,1.0,1.0,1.0
8,"Motor Vehicle Parts, Materials, & Products Sales",2023,114410.0,114410.0,7,1.0,1.0,1.0
8,"Motor Vehicle Parts, Materials, & Products Sales",2024,115340.0,115340.0,7,1.0,1.0,1.0
9,"Dealers, Maintenance, & Repair",2001,75615.0,75615.0,2,1.0,1.0,1.0
9,"Dealers, Maintenance, & Repair",2002,76404.0,76404.0,2,1.0,1.0,1.0
9,"Dealers, Maintenance, & Repair",2003,74642.0,74642.0,2,1.0,1.0,1.0
9,"Dealers, Maintenance, & Repair",2004,74365.0,74365.0,2,1.0,1.0,1.0
9,"Dealers, Maintenance, & Repair",2005,71952.0,71952.0,2,1.0,1.0,1.0
9,"Dealers, Maintenance, & Repair",2006,68884.0,68884.0,2,1.0,1.0,1.0
9,"Dealers, Maintenance, & Repair",2007,66333.0,66333.0,2,1.0,1.0,1.0
9,"Dealers, Maintenance, & Repair",2008,63843.0,63843.0,2,1.0,1.0,1.0
9,"Dealers, Maintenance, & Repair",2009,58528.0,58528.0,2,1.0,1.0,1.0
9,"Dealers, Maintenance, & Repair",2010,57415.0,57415.0,2,1.0,1.0,1.0
9,"Dealers, Maintenance, & Repair",2011,58514.0,58514.0,2,1.0,1.0,1.0
9,"Dealers, Maintenance, & Repair",2012,60173.0,60173.0,2,1.0,1.0,1.0
9,"Dealers, Maintenance, & Repair",2013,61157.0,61157.0,2,1.0,1.0,1.0
9,"Dealers, Maintenance, & Repair",2014,64200.0,64200.0,2,1.0,1.0,1.0
9,"Dealers, Maintenance, & Repair",2015,66784.0,66784.0,2,1.0,1.0,1.0
9,"Dealers, Maintenance, & Repair",2016,68358.0,68358.0,2,1.0,1.0,1.0
9,"Dealers, Maintenance, & Repair",2017,68500.0,68500.0,2,1.0,1.0,1.0
9,"Dealers, Maintenance, & Repair",2018,68540.0,68540.0,2,1.0,1.0,1.0
9,"Dealers, Maintenance, & Repair",2019,68868.0,68868.0,2,1.0,1.0,1.0
9,"Dealers, Maintenance, & Repair",2020,62425.0,62425.0,2,1.0,1.0,1.0
9,"Dealers, Maintenance, & Repair",2021,66198.0,66198.0,2,1.0,1.0,1.0
9,"Dealers, Maintenance, & Repair",2022,67706.0,67706.0,2,1.0,1.0,1.0
9,"Dealers, Maintenance, & Repair",2023,69189.0,69189.0,2,1.0,1.0,1.0
9,"Dealers, Maintenance, & Repair",2024,69600.0,69600.0,2,1.0,1.0,1.0
10,Logistics,2001,36463.0,7900.27,2,0.21,0.22,0.21666538683048572
10,Logistics,2002,35744.0,7741.18,2,0.21,0.22,0.21657285138764548
10,Logistics,2003,34947.0,7572.57,2,0.21,0.22,0.21668726929350157
10,Logistics,2004,36028.0,7816.67,2,0.21,0.22,0.21696097479737983
10,Logistics,2005,37382.0,8114.78,2,0.21,0.22,0.21707720293189234
10,Logistics,2006,38765.0,8415.98,2,0.21,0.22,0.21710254095188958
10,Logistics,2007,40761.0,8841.98,2,0.21,0.22,0.2169225485145114
10,Logistics,2008,38940.0,8448.83,2,0.21,0.22,0.21697046738572162
10,Logistics,2009,33872.0,7356.179999999999,2,0.21,0.22,0.21717583845063768
10,Logistics,2010,34234.0,7442.15,2,0.21,0.22,0.21739060583046094
10,Logistics,2011,36615.0,7962.0,2,0.21,0.22,0.21745186399016797
10,Logistics,2012,38488.0,8371.47,2,0.21,0.22,0.21750857410101848
10,Logistics,2013,40737.0,8862.95,2,0.21,0.22,0.21756511279672044
10,Logistics,2014,43426.0,9448.8,2,0.21,0.22,0.21758393589094088
10,Logistics,2015,45930.0,9995.06,2,0.21,0.22,0.21761506640539952
10,Logistics,2016,46900.0,10205.27,2,0.21,0.22,0.21759637526652453
10,Logistics,2017,46723.0,10166.380000000001,2,0.21,0.22,0.21758833978982517
10,Logistics,2018,47502.0,10335.869999999999,2,0.21,0.22,0.21758810155361877
10,Logistics,2019,48382.0,10528.810000000001,2,0.21,0.22,0.21761832913066845
10,Logistics,2020,44778.0,9746.28,2,0.21,0.22,0.21765777837330832
10,Logistics,2021,46770.0,10180.03,2,0.21,0.22,0.2176615351721189
10,Logistics,2022,49197.0,10710.830000000002,2,0.21,0.22,0.21771307193528064
10,Logistics,2023,49037.0,10674.650000000001,2,0.21,0.22,0.2176856251402003
10,Logistics,2024,46889.0,10199.18,2,0.21,0.22,0.21751754142762694
